id,filepath,site,label
ZJ001060,train_features/ZJ001060.jpg,S0088,monkey_prosimian
ZJ001061,train_features/ZJ001061.jpg,S0121,monkey_prosimian
ZJ001062,train_features/ZJ001062.jpg,S0136,monkey_prosimian
ZJ001063,train_features/ZJ001063.jpg,S0170,hog
ZJ001064,train_features/ZJ001064.jpg,S0186,civet_genet
ZJ001065,train_features/ZJ001065.jpg,S0060,rodent
ZJ001066,train_features/ZJ001066.jpg,S0036,monkey_prosimian
ZJ001067,train_features/ZJ001067.jpg,S0060,civet_genet
ZJ001068,train_features/ZJ001068.jpg,S0190,blank
ZJ001069,train_features/ZJ001069.jpg,S0149,rodent
ZJ001070,train_features/ZJ001070.jpg,S0009,hog
ZJ001071,train_features/ZJ001071.jpg,S0149,leopard
ZJ001072,train_features/ZJ001072.jpg,S0080,monkey_prosimian
ZJ001073,train_features/ZJ001073.jpg,S0179,leopard
ZJ001074,train_features/ZJ001074.jpg,S0036,leopard
ZJ001075,train_features/ZJ001075.jpg,S0060,antelope_duiker
ZJ001076,train_features/ZJ001076.jpg,S0150,monkey_prosimian
ZJ001077,train_features/ZJ001077.jpg,S0028,hog
ZJ001078,train_features/ZJ001078.jpg,S0184,blank
ZJ001079,train_features/ZJ001079.jpg,S0023,antelope_duiker
ZJ001080,train_features/ZJ001080.jpg,S0170,blank
ZJ001081,train_features/ZJ001081.jpg,S0120,rodent
ZJ001082,train_features/ZJ001082.jpg,S0136,blank
ZJ001083,train_features/ZJ001083.jpg,S0123,antelope_duiker
ZJ001084,train_features/ZJ001084.jpg,S0014,hog
ZJ001085,train_features/ZJ001085.jpg,S0060,civet_genet
ZJ001086,train_features/ZJ001086.jpg,S0081,civet_genet
ZJ001087,train_features/ZJ001087.jpg,S0051,civet_genet
ZJ001088,train_features/ZJ001088.jpg,S0197,blank
ZJ001089,train_features/ZJ001089.jpg,S0073,hog
ZJ001090,train_features/ZJ001090.jpg,S0063,antelope_duiker
ZJ001091,train_features/ZJ001091.jpg,S0036,rodent
ZJ001092,train_features/ZJ001092.jpg,S0110,rodent
ZJ001093,train_features/ZJ001093.jpg,S0017,antelope_duiker
ZJ001094,train_features/ZJ001094.jpg,S0059,bird
ZJ001095,train_features/ZJ001095.jpg,S0045,civet_genet
ZJ001096,train_features/ZJ001096.jpg,S0137,blank
ZJ001097,train_features/ZJ001097.jpg,S0063,blank
ZJ001098,train_features/ZJ001098.jpg,S0022,antelope_duiker
ZJ001099,train_features/ZJ001099.jpg,S0036,blank
ZJ001100,train_features/ZJ001100.jpg,S0043,rodent
ZJ001101,train_features/ZJ001101.jpg,S0020,civet_genet
ZJ001102,train_features/ZJ001102.jpg,S0060,rodent
ZJ001103,train_features/ZJ001103.jpg,S0062,civet_genet
ZJ001104,train_features/ZJ001104.jpg,S0101,civet_genet
ZJ001105,train_features/ZJ001105.jpg,S0127,antelope_duiker
ZJ001106,train_features/ZJ001106.jpg,S0038,leopard
ZJ001107,train_features/ZJ001107.jpg,S0060,civet_genet
ZJ001108,train_features/ZJ001108.jpg,S0059,rodent
ZJ001109,train_features/ZJ001109.jpg,S0023,leopard
ZJ001110,train_features/ZJ001110.jpg,S0110,antelope_duiker
ZJ001111,train_features/ZJ001111.jpg,S0059,antelope_duiker
ZJ001112,train_features/ZJ001112.jpg,S0149,rodent
ZJ001113,train_features/ZJ001113.jpg,S0083,leopard
ZJ001114,train_features/ZJ001114.jpg,S0141,bird
ZJ001115,train_features/ZJ001115.jpg,S0069,monkey_prosimian
ZJ001116,train_features/ZJ001116.jpg,S0009,hog
ZJ001117,train_features/ZJ001117.jpg,S0060,civet_genet
ZJ001118,train_features/ZJ001118.jpg,S0024,rodent
ZJ001119,train_features/ZJ001119.jpg,S0010,rodent
ZJ001120,train_features/ZJ001120.jpg,S0129,monkey_prosimian
ZJ001121,train_features/ZJ001121.jpg,S0026,bird
ZJ001122,train_features/ZJ001122.jpg,S0185,leopard
ZJ001123,train_features/ZJ001123.jpg,S0141,bird
ZJ001124,train_features/ZJ001124.jpg,S0009,bird
ZJ001125,train_features/ZJ001125.jpg,S0088,bird
ZJ001126,train_features/ZJ001126.jpg,S0036,monkey_prosimian
ZJ001127,train_features/ZJ001127.jpg,S0060,civet_genet
ZJ001128,train_features/ZJ001128.jpg,S0008,rodent
ZJ001129,train_features/ZJ001129.jpg,S0043,leopard
ZJ001130,train_features/ZJ001130.jpg,S0094,monkey_prosimian
ZJ001131,train_features/ZJ001131.jpg,S0124,civet_genet
ZJ001132,train_features/ZJ001132.jpg,S0136,monkey_prosimian
ZJ001133,train_features/ZJ001133.jpg,S0101,civet_genet
ZJ001134,train_features/ZJ001134.jpg,S0031,leopard
ZJ001135,train_features/ZJ001135.jpg,S0008,rodent
ZJ001136,train_features/ZJ001136.jpg,S0038,leopard
ZJ001137,train_features/ZJ001137.jpg,S0186,bird
ZJ001138,train_features/ZJ001138.jpg,S0014,hog
ZJ001139,train_features/ZJ001139.jpg,S0134,blank
ZJ001140,train_features/ZJ001140.jpg,S0053,monkey_prosimian
ZJ001141,train_features/ZJ001141.jpg,S0085,antelope_duiker
ZJ001142,train_features/ZJ001142.jpg,S0008,rodent
ZJ001143,train_features/ZJ001143.jpg,S0070,blank
ZJ001144,train_features/ZJ001144.jpg,S0062,rodent
ZJ001145,train_features/ZJ001145.jpg,S0009,bird
ZJ001146,train_features/ZJ001146.jpg,S0120,bird
ZJ001147,train_features/ZJ001147.jpg,S0069,antelope_duiker
ZJ001148,train_features/ZJ001148.jpg,S0009,hog
ZJ001149,train_features/ZJ001149.jpg,S0014,leopard
ZJ001150,train_features/ZJ001150.jpg,S0051,rodent
ZJ001151,train_features/ZJ001151.jpg,S0049,bird
ZJ001152,train_features/ZJ001152.jpg,S0068,blank
ZJ001153,train_features/ZJ001153.jpg,S0061,blank
ZJ001154,train_features/ZJ001154.jpg,S0070,civet_genet
ZJ001155,train_features/ZJ001155.jpg,S0030,civet_genet
ZJ001156,train_features/ZJ001156.jpg,S0188,antelope_duiker
ZJ001157,train_features/ZJ001157.jpg,S0036,rodent
ZJ001158,train_features/ZJ001158.jpg,S0101,hog
ZJ001159,train_features/ZJ001159.jpg,S0119,rodent
ZJ001160,train_features/ZJ001160.jpg,S0089,monkey_prosimian
ZJ001161,train_features/ZJ001161.jpg,S0110,antelope_duiker
ZJ001162,train_features/ZJ001162.jpg,S0163,antelope_duiker
ZJ001163,train_features/ZJ001163.jpg,S0003,bird
ZJ001164,train_features/ZJ001164.jpg,S0005,monkey_prosimian
ZJ001165,train_features/ZJ001165.jpg,S0053,monkey_prosimian
ZJ001166,train_features/ZJ001166.jpg,S0060,civet_genet
ZJ001167,train_features/ZJ001167.jpg,S0080,blank
ZJ001168,train_features/ZJ001168.jpg,S0123,antelope_duiker
ZJ001169,train_features/ZJ001169.jpg,S0014,rodent
ZJ001170,train_features/ZJ001170.jpg,S0008,bird
ZJ001171,train_features/ZJ001171.jpg,S0141,antelope_duiker
ZJ001172,train_features/ZJ001172.jpg,S0043,leopard
ZJ001173,train_features/ZJ001173.jpg,S0136,monkey_prosimian
ZJ001174,train_features/ZJ001174.jpg,S0175,antelope_duiker
ZJ001175,train_features/ZJ001175.jpg,S0063,antelope_duiker
ZJ001176,train_features/ZJ001176.jpg,S0063,blank
ZJ001177,train_features/ZJ001177.jpg,S0060,monkey_prosimian
ZJ001178,train_features/ZJ001178.jpg,S0080,monkey_prosimian
ZJ001179,train_features/ZJ001179.jpg,S0060,civet_genet
ZJ001180,train_features/ZJ001180.jpg,S0060,antelope_duiker
ZJ001181,train_features/ZJ001181.jpg,S0059,rodent
ZJ001182,train_features/ZJ001182.jpg,S0107,bird
ZJ001183,train_features/ZJ001183.jpg,S0062,rodent
ZJ001184,train_features/ZJ001184.jpg,S0183,blank
ZJ001185,train_features/ZJ001185.jpg,S0184,civet_genet
ZJ001186,train_features/ZJ001186.jpg,S0036,leopard
ZJ001187,train_features/ZJ001187.jpg,S0175,leopard
ZJ001188,train_features/ZJ001188.jpg,S0063,rodent
ZJ001189,train_features/ZJ001189.jpg,S0059,civet_genet
ZJ001190,train_features/ZJ001190.jpg,S0071,rodent
ZJ001191,train_features/ZJ001191.jpg,S0153,leopard
ZJ001192,train_features/ZJ001192.jpg,S0008,bird
ZJ001193,train_features/ZJ001193.jpg,S0059,rodent
ZJ001194,train_features/ZJ001194.jpg,S0179,leopard
ZJ001195,train_features/ZJ001195.jpg,S0123,blank
ZJ001196,train_features/ZJ001196.jpg,S0096,leopard
ZJ001197,train_features/ZJ001197.jpg,S0179,leopard
ZJ001198,train_features/ZJ001198.jpg,S0063,bird
ZJ001199,train_features/ZJ001199.jpg,S0023,hog
ZJ001200,train_features/ZJ001200.jpg,S0063,antelope_duiker
ZJ001201,train_features/ZJ001201.jpg,S0163,blank
ZJ001202,train_features/ZJ001202.jpg,S0185,leopard
ZJ001203,train_features/ZJ001203.jpg,S0053,antelope_duiker
ZJ001204,train_features/ZJ001204.jpg,S0083,civet_genet
ZJ001205,train_features/ZJ001205.jpg,S0014,hog
ZJ001206,train_features/ZJ001206.jpg,S0059,civet_genet
ZJ001207,train_features/ZJ001207.jpg,S0088,antelope_duiker
ZJ001208,train_features/ZJ001208.jpg,S0008,rodent
ZJ001209,train_features/ZJ001209.jpg,S0127,civet_genet
ZJ001210,train_features/ZJ001210.jpg,S0186,civet_genet
ZJ001211,train_features/ZJ001211.jpg,S0010,rodent
ZJ001212,train_features/ZJ001212.jpg,S0093,blank
ZJ001213,train_features/ZJ001213.jpg,S0014,leopard
ZJ001214,train_features/ZJ001214.jpg,S0030,civet_genet
ZJ001215,train_features/ZJ001215.jpg,S0070,civet_genet
ZJ001216,train_features/ZJ001216.jpg,S0123,monkey_prosimian
ZJ001217,train_features/ZJ001217.jpg,S0036,monkey_prosimian
ZJ001218,train_features/ZJ001218.jpg,S0120,rodent
ZJ001219,train_features/ZJ001219.jpg,S0062,rodent
ZJ001220,train_features/ZJ001220.jpg,S0184,antelope_duiker
ZJ001221,train_features/ZJ001221.jpg,S0184,civet_genet
ZJ001222,train_features/ZJ001222.jpg,S0060,rodent
ZJ001223,train_features/ZJ001223.jpg,S0059,civet_genet
ZJ001224,train_features/ZJ001224.jpg,S0081,rodent
ZJ001225,train_features/ZJ001225.jpg,S0075,monkey_prosimian
ZJ001226,train_features/ZJ001226.jpg,S0176,leopard
ZJ001227,train_features/ZJ001227.jpg,S0073,hog
ZJ001228,train_features/ZJ001228.jpg,S0149,rodent
ZJ001229,train_features/ZJ001229.jpg,S0027,leopard
ZJ001230,train_features/ZJ001230.jpg,S0110,bird
ZJ001231,train_features/ZJ001231.jpg,S0051,antelope_duiker
ZJ001232,train_features/ZJ001232.jpg,S0027,leopard
ZJ001233,train_features/ZJ001233.jpg,S0022,monkey_prosimian
ZJ001234,train_features/ZJ001234.jpg,S0023,leopard
ZJ001235,train_features/ZJ001235.jpg,S0005,monkey_prosimian
ZJ001236,train_features/ZJ001236.jpg,S0063,monkey_prosimian
ZJ001237,train_features/ZJ001237.jpg,S0108,antelope_duiker
ZJ001238,train_features/ZJ001238.jpg,S0060,hog
ZJ001239,train_features/ZJ001239.jpg,S0043,leopard
ZJ001240,train_features/ZJ001240.jpg,S0136,monkey_prosimian
ZJ001241,train_features/ZJ001241.jpg,S0107,bird
ZJ001242,train_features/ZJ001242.jpg,S0022,leopard
ZJ001243,train_features/ZJ001243.jpg,S0009,bird
ZJ001244,train_features/ZJ001244.jpg,S0077,antelope_duiker
ZJ001245,train_features/ZJ001245.jpg,S0063,antelope_duiker
ZJ001246,train_features/ZJ001246.jpg,S0071,antelope_duiker
ZJ001247,train_features/ZJ001247.jpg,S0141,bird
ZJ001248,train_features/ZJ001248.jpg,S0014,blank
ZJ001249,train_features/ZJ001249.jpg,S0074,blank
ZJ001250,train_features/ZJ001250.jpg,S0032,blank
ZJ001251,train_features/ZJ001251.jpg,S0186,civet_genet
ZJ001252,train_features/ZJ001252.jpg,S0023,leopard
ZJ001253,train_features/ZJ001253.jpg,S0149,blank
ZJ001254,train_features/ZJ001254.jpg,S0032,antelope_duiker
ZJ001255,train_features/ZJ001255.jpg,S0018,antelope_duiker
ZJ001256,train_features/ZJ001256.jpg,S0043,leopard
ZJ001257,train_features/ZJ001257.jpg,S0059,rodent
ZJ001258,train_features/ZJ001258.jpg,S0059,bird
ZJ001259,train_features/ZJ001259.jpg,S0149,monkey_prosimian
ZJ001260,train_features/ZJ001260.jpg,S0031,leopard
ZJ001261,train_features/ZJ001261.jpg,S0043,leopard
ZJ001262,train_features/ZJ001262.jpg,S0038,leopard
ZJ001263,train_features/ZJ001263.jpg,S0123,antelope_duiker
ZJ001264,train_features/ZJ001264.jpg,S0101,civet_genet
ZJ001265,train_features/ZJ001265.jpg,S0053,hog
ZJ001266,train_features/ZJ001266.jpg,S0021,monkey_prosimian
ZJ001267,train_features/ZJ001267.jpg,S0002,blank
ZJ001268,train_features/ZJ001268.jpg,S0060,civet_genet
ZJ001269,train_features/ZJ001269.jpg,S0063,rodent
ZJ001270,train_features/ZJ001270.jpg,S0164,antelope_duiker
ZJ001271,train_features/ZJ001271.jpg,S0049,bird
ZJ001272,train_features/ZJ001272.jpg,S0127,antelope_duiker
ZJ001273,train_features/ZJ001273.jpg,S0053,monkey_prosimian
ZJ001274,train_features/ZJ001274.jpg,S0005,monkey_prosimian
ZJ001275,train_features/ZJ001275.jpg,S0136,monkey_prosimian
ZJ001276,train_features/ZJ001276.jpg,S0169,blank
ZJ001277,train_features/ZJ001277.jpg,S0038,leopard
ZJ001278,train_features/ZJ001278.jpg,S0101,antelope_duiker
ZJ001279,train_features/ZJ001279.jpg,S0074,monkey_prosimian
ZJ001280,train_features/ZJ001280.jpg,S0089,monkey_prosimian
ZJ001281,train_features/ZJ001281.jpg,S0054,blank
ZJ001282,train_features/ZJ001282.jpg,S0010,rodent
ZJ001283,train_features/ZJ001283.jpg,S0184,antelope_duiker
ZJ001284,train_features/ZJ001284.jpg,S0105,leopard
ZJ001285,train_features/ZJ001285.jpg,S0009,bird
ZJ001286,train_features/ZJ001286.jpg,S0014,leopard
ZJ001287,train_features/ZJ001287.jpg,S0031,antelope_duiker
ZJ001288,train_features/ZJ001288.jpg,S0060,civet_genet
ZJ001289,train_features/ZJ001289.jpg,S0060,civet_genet
ZJ001290,train_features/ZJ001290.jpg,S0101,hog
ZJ001291,train_features/ZJ001291.jpg,S0059,antelope_duiker
ZJ001292,train_features/ZJ001292.jpg,S0060,civet_genet
ZJ001293,train_features/ZJ001293.jpg,S0147,rodent
ZJ001294,train_features/ZJ001294.jpg,S0120,rodent
ZJ001295,train_features/ZJ001295.jpg,S0120,rodent
ZJ001296,train_features/ZJ001296.jpg,S0063,antelope_duiker
ZJ001297,train_features/ZJ001297.jpg,S0002,blank
ZJ001298,train_features/ZJ001298.jpg,S0169,antelope_duiker
ZJ001299,train_features/ZJ001299.jpg,S0014,hog
ZJ001300,train_features/ZJ001300.jpg,S0083,bird
ZJ001301,train_features/ZJ001301.jpg,S0101,blank
ZJ001302,train_features/ZJ001302.jpg,S0020,civet_genet
ZJ001303,train_features/ZJ001303.jpg,S0036,rodent
ZJ001304,train_features/ZJ001304.jpg,S0021,leopard
ZJ001305,train_features/ZJ001305.jpg,S0004,antelope_duiker
ZJ001306,train_features/ZJ001306.jpg,S0139,hog
ZJ001307,train_features/ZJ001307.jpg,S0183,blank
ZJ001308,train_features/ZJ001308.jpg,S0060,civet_genet
ZJ001309,train_features/ZJ001309.jpg,S0094,blank
ZJ001310,train_features/ZJ001310.jpg,S0060,civet_genet
ZJ001311,train_features/ZJ001311.jpg,S0047,antelope_duiker
ZJ001312,train_features/ZJ001312.jpg,S0185,leopard
ZJ001313,train_features/ZJ001313.jpg,S0062,rodent
ZJ001314,train_features/ZJ001314.jpg,S0020,bird
ZJ001315,train_features/ZJ001315.jpg,S0030,civet_genet
ZJ001316,train_features/ZJ001316.jpg,S0123,blank
ZJ001317,train_features/ZJ001317.jpg,S0010,blank
ZJ001318,train_features/ZJ001318.jpg,S0060,civet_genet
ZJ001319,train_features/ZJ001319.jpg,S0193,antelope_duiker
ZJ001320,train_features/ZJ001320.jpg,S0060,civet_genet
ZJ001321,train_features/ZJ001321.jpg,S0001,leopard
ZJ001322,train_features/ZJ001322.jpg,S0123,monkey_prosimian
ZJ001323,train_features/ZJ001323.jpg,S0147,rodent
ZJ001324,train_features/ZJ001324.jpg,S0104,blank
ZJ001325,train_features/ZJ001325.jpg,S0060,civet_genet
ZJ001326,train_features/ZJ001326.jpg,S0141,bird
ZJ001327,train_features/ZJ001327.jpg,S0184,civet_genet
ZJ001328,train_features/ZJ001328.jpg,S0008,antelope_duiker
ZJ001329,train_features/ZJ001329.jpg,S0036,leopard
ZJ001330,train_features/ZJ001330.jpg,S0097,monkey_prosimian
ZJ001331,train_features/ZJ001331.jpg,S0073,monkey_prosimian
ZJ001332,train_features/ZJ001332.jpg,S0014,hog
ZJ001333,train_features/ZJ001333.jpg,S0149,monkey_prosimian
ZJ001334,train_features/ZJ001334.jpg,S0073,hog
ZJ001335,train_features/ZJ001335.jpg,S0069,rodent
ZJ001336,train_features/ZJ001336.jpg,S0009,monkey_prosimian
ZJ001337,train_features/ZJ001337.jpg,S0019,civet_genet
ZJ001338,train_features/ZJ001338.jpg,S0089,monkey_prosimian
ZJ001339,train_features/ZJ001339.jpg,S0036,monkey_prosimian
ZJ001340,train_features/ZJ001340.jpg,S0009,antelope_duiker
ZJ001341,train_features/ZJ001341.jpg,S0038,leopard
ZJ001342,train_features/ZJ001342.jpg,S0029,antelope_duiker
ZJ001343,train_features/ZJ001343.jpg,S0008,rodent
ZJ001344,train_features/ZJ001344.jpg,S0130,bird
ZJ001345,train_features/ZJ001345.jpg,S0097,monkey_prosimian
ZJ001346,train_features/ZJ001346.jpg,S0004,antelope_duiker
ZJ001347,train_features/ZJ001347.jpg,S0014,hog
ZJ001348,train_features/ZJ001348.jpg,S0149,monkey_prosimian
ZJ001349,train_features/ZJ001349.jpg,S0077,bird
ZJ001350,train_features/ZJ001350.jpg,S0036,antelope_duiker
ZJ001351,train_features/ZJ001351.jpg,S0120,hog
ZJ001352,train_features/ZJ001352.jpg,S0009,bird
ZJ001353,train_features/ZJ001353.jpg,S0047,antelope_duiker
ZJ001354,train_features/ZJ001354.jpg,S0101,civet_genet
ZJ001355,train_features/ZJ001355.jpg,S0038,hog
ZJ001356,train_features/ZJ001356.jpg,S0038,leopard
ZJ001357,train_features/ZJ001357.jpg,S0009,bird
ZJ001358,train_features/ZJ001358.jpg,S0136,blank
ZJ001359,train_features/ZJ001359.jpg,S0060,civet_genet
ZJ001360,train_features/ZJ001360.jpg,S0022,leopard
ZJ001361,train_features/ZJ001361.jpg,S0108,antelope_duiker
ZJ001362,train_features/ZJ001362.jpg,S0097,antelope_duiker
ZJ001363,train_features/ZJ001363.jpg,S0060,civet_genet
ZJ001364,train_features/ZJ001364.jpg,S0141,bird
ZJ001365,train_features/ZJ001365.jpg,S0085,antelope_duiker
ZJ001366,train_features/ZJ001366.jpg,S0156,hog
ZJ001367,train_features/ZJ001367.jpg,S0030,civet_genet
ZJ001368,train_features/ZJ001368.jpg,S0053,blank
ZJ001369,train_features/ZJ001369.jpg,S0059,civet_genet
ZJ001370,train_features/ZJ001370.jpg,S0060,civet_genet
ZJ001371,train_features/ZJ001371.jpg,S0073,hog
ZJ001372,train_features/ZJ001372.jpg,S0063,rodent
ZJ001373,train_features/ZJ001373.jpg,S0110,antelope_duiker
ZJ001374,train_features/ZJ001374.jpg,S0083,leopard
ZJ001375,train_features/ZJ001375.jpg,S0045,blank
ZJ001376,train_features/ZJ001376.jpg,S0080,rodent
ZJ001377,train_features/ZJ001377.jpg,S0156,hog
ZJ001378,train_features/ZJ001378.jpg,S0009,hog
ZJ001379,train_features/ZJ001379.jpg,S0097,blank
ZJ001380,train_features/ZJ001380.jpg,S0179,leopard
ZJ001381,train_features/ZJ001381.jpg,S0062,civet_genet
ZJ001382,train_features/ZJ001382.jpg,S0080,monkey_prosimian
ZJ001383,train_features/ZJ001383.jpg,S0175,rodent
ZJ001384,train_features/ZJ001384.jpg,S0083,leopard
ZJ001385,train_features/ZJ001385.jpg,S0060,civet_genet
ZJ001386,train_features/ZJ001386.jpg,S0175,rodent
ZJ001387,train_features/ZJ001387.jpg,S0047,hog
ZJ001388,train_features/ZJ001388.jpg,S0123,blank
ZJ001389,train_features/ZJ001389.jpg,S0127,antelope_duiker
ZJ001390,train_features/ZJ001390.jpg,S0038,leopard
ZJ001391,train_features/ZJ001391.jpg,S0045,civet_genet
ZJ001392,train_features/ZJ001392.jpg,S0023,hog
ZJ001393,train_features/ZJ001393.jpg,S0063,rodent
ZJ001394,train_features/ZJ001394.jpg,S0038,leopard
ZJ001395,train_features/ZJ001395.jpg,S0085,antelope_duiker
ZJ001396,train_features/ZJ001396.jpg,S0019,hog
ZJ001397,train_features/ZJ001397.jpg,S0061,antelope_duiker
ZJ001398,train_features/ZJ001398.jpg,S0005,monkey_prosimian
ZJ001399,train_features/ZJ001399.jpg,S0045,rodent
ZJ001400,train_features/ZJ001400.jpg,S0060,antelope_duiker
ZJ001401,train_features/ZJ001401.jpg,S0108,bird
ZJ001402,train_features/ZJ001402.jpg,S0127,blank
ZJ001403,train_features/ZJ001403.jpg,S0016,bird
ZJ001404,train_features/ZJ001404.jpg,S0170,monkey_prosimian
ZJ001405,train_features/ZJ001405.jpg,S0016,civet_genet
ZJ001406,train_features/ZJ001406.jpg,S0059,civet_genet
ZJ001407,train_features/ZJ001407.jpg,S0136,blank
ZJ001408,train_features/ZJ001408.jpg,S0060,civet_genet
ZJ001409,train_features/ZJ001409.jpg,S0096,leopard
ZJ001410,train_features/ZJ001410.jpg,S0179,leopard
ZJ001411,train_features/ZJ001411.jpg,S0014,leopard
ZJ001412,train_features/ZJ001412.jpg,S0080,monkey_prosimian
ZJ001413,train_features/ZJ001413.jpg,S0025,bird
ZJ001414,train_features/ZJ001414.jpg,S0081,civet_genet
ZJ001415,train_features/ZJ001415.jpg,S0031,leopard
ZJ001416,train_features/ZJ001416.jpg,S0009,monkey_prosimian
ZJ001417,train_features/ZJ001417.jpg,S0147,rodent
ZJ001418,train_features/ZJ001418.jpg,S0010,rodent
ZJ001419,train_features/ZJ001419.jpg,S0176,antelope_duiker
ZJ001420,train_features/ZJ001420.jpg,S0186,civet_genet
ZJ001421,train_features/ZJ001421.jpg,S0156,hog
ZJ001422,train_features/ZJ001422.jpg,S0170,blank
ZJ001423,train_features/ZJ001423.jpg,S0059,civet_genet
ZJ001424,train_features/ZJ001424.jpg,S0026,blank
ZJ001425,train_features/ZJ001425.jpg,S0081,civet_genet
ZJ001426,train_features/ZJ001426.jpg,S0101,rodent
ZJ001427,train_features/ZJ001427.jpg,S0157,blank
ZJ001428,train_features/ZJ001428.jpg,S0036,monkey_prosimian
ZJ001429,train_features/ZJ001429.jpg,S0038,leopard
ZJ001430,train_features/ZJ001430.jpg,S0141,rodent
ZJ001431,train_features/ZJ001431.jpg,S0060,civet_genet
ZJ001432,train_features/ZJ001432.jpg,S0188,blank
ZJ001433,train_features/ZJ001433.jpg,S0060,civet_genet
ZJ001434,train_features/ZJ001434.jpg,S0089,bird
ZJ001435,train_features/ZJ001435.jpg,S0029,blank
ZJ001436,train_features/ZJ001436.jpg,S0138,monkey_prosimian
ZJ001437,train_features/ZJ001437.jpg,S0097,antelope_duiker
ZJ001438,train_features/ZJ001438.jpg,S0101,civet_genet
ZJ001439,train_features/ZJ001439.jpg,S0070,monkey_prosimian
ZJ001440,train_features/ZJ001440.jpg,S0080,monkey_prosimian
ZJ001441,train_features/ZJ001441.jpg,S0171,leopard
ZJ001442,train_features/ZJ001442.jpg,S0053,monkey_prosimian
ZJ001443,train_features/ZJ001443.jpg,S0084,leopard
ZJ001444,train_features/ZJ001444.jpg,S0150,monkey_prosimian
ZJ001445,train_features/ZJ001445.jpg,S0147,antelope_duiker
ZJ001446,train_features/ZJ001446.jpg,S0113,leopard
ZJ001447,train_features/ZJ001447.jpg,S0060,civet_genet
ZJ001448,train_features/ZJ001448.jpg,S0136,blank
ZJ001449,train_features/ZJ001449.jpg,S0021,antelope_duiker
ZJ001450,train_features/ZJ001450.jpg,S0070,rodent
ZJ001451,train_features/ZJ001451.jpg,S0008,rodent
ZJ001452,train_features/ZJ001452.jpg,S0130,rodent
ZJ001453,train_features/ZJ001453.jpg,S0009,bird
ZJ001454,train_features/ZJ001454.jpg,S0062,rodent
ZJ001455,train_features/ZJ001455.jpg,S0005,rodent
ZJ001456,train_features/ZJ001456.jpg,S0030,civet_genet
ZJ001457,train_features/ZJ001457.jpg,S0062,rodent
ZJ001458,train_features/ZJ001458.jpg,S0060,civet_genet
ZJ001459,train_features/ZJ001459.jpg,S0120,bird
ZJ001460,train_features/ZJ001460.jpg,S0169,blank
ZJ001461,train_features/ZJ001461.jpg,S0009,monkey_prosimian
ZJ001462,train_features/ZJ001462.jpg,S0028,blank
ZJ001463,train_features/ZJ001463.jpg,S0008,rodent
ZJ001464,train_features/ZJ001464.jpg,S0060,civet_genet
ZJ001465,train_features/ZJ001465.jpg,S0053,monkey_prosimian
ZJ001466,train_features/ZJ001466.jpg,S0004,bird
ZJ001467,train_features/ZJ001467.jpg,S0063,antelope_duiker
ZJ001468,train_features/ZJ001468.jpg,S0149,monkey_prosimian
ZJ001469,train_features/ZJ001469.jpg,S0123,antelope_duiker
ZJ001470,train_features/ZJ001470.jpg,S0063,bird
ZJ001471,train_features/ZJ001471.jpg,S0136,blank
ZJ001472,train_features/ZJ001472.jpg,S0069,monkey_prosimian
ZJ001473,train_features/ZJ001473.jpg,S0029,leopard
ZJ001474,train_features/ZJ001474.jpg,S0020,civet_genet
ZJ001475,train_features/ZJ001475.jpg,S0060,civet_genet
ZJ001476,train_features/ZJ001476.jpg,S0061,blank
ZJ001477,train_features/ZJ001477.jpg,S0141,monkey_prosimian
ZJ001478,train_features/ZJ001478.jpg,S0101,antelope_duiker
ZJ001479,train_features/ZJ001479.jpg,S0074,bird
ZJ001480,train_features/ZJ001480.jpg,S0036,blank
ZJ001481,train_features/ZJ001481.jpg,S0061,blank
ZJ001482,train_features/ZJ001482.jpg,S0014,hog
ZJ001483,train_features/ZJ001483.jpg,S0014,hog
ZJ001484,train_features/ZJ001484.jpg,S0095,blank
ZJ001485,train_features/ZJ001485.jpg,S0008,bird
ZJ001486,train_features/ZJ001486.jpg,S0020,civet_genet
ZJ001487,train_features/ZJ001487.jpg,S0063,civet_genet
ZJ001488,train_features/ZJ001488.jpg,S0060,antelope_duiker
ZJ001489,train_features/ZJ001489.jpg,S0071,leopard
ZJ001490,train_features/ZJ001490.jpg,S0060,civet_genet
ZJ001491,train_features/ZJ001491.jpg,S0009,hog
ZJ001492,train_features/ZJ001492.jpg,S0059,antelope_duiker
ZJ001493,train_features/ZJ001493.jpg,S0088,bird
ZJ001494,train_features/ZJ001494.jpg,S0149,monkey_prosimian
ZJ001495,train_features/ZJ001495.jpg,S0175,blank
ZJ001496,train_features/ZJ001496.jpg,S0035,hog
ZJ001497,train_features/ZJ001497.jpg,S0150,blank
ZJ001498,train_features/ZJ001498.jpg,S0056,bird
ZJ001499,train_features/ZJ001499.jpg,S0179,leopard
ZJ001500,train_features/ZJ001500.jpg,S0060,civet_genet
ZJ001501,train_features/ZJ001501.jpg,S0024,blank
ZJ001502,train_features/ZJ001502.jpg,S0120,rodent
ZJ001503,train_features/ZJ001503.jpg,S0120,antelope_duiker
ZJ001504,train_features/ZJ001504.jpg,S0009,monkey_prosimian
ZJ001505,train_features/ZJ001505.jpg,S0017,blank
ZJ001506,train_features/ZJ001506.jpg,S0080,bird
