id,filepath,site,label,file,max_detection_conf,category,conf,bbox,bbox_true
ZJ001586,train_features/ZJ001586.jpg,S0008,bird,ZJ001586.jpg,0.867,animal,0.867,"[0, 0.5305, 0.2874, 0.2861]",True
ZJ001587,train_features/ZJ001587.jpg,S0172,blank,,,,,,False
ZJ001588,train_features/ZJ001588.jpg,S0022,leopard,,,,,,False
ZJ001589,train_features/ZJ001589.jpg,S0069,civet_genet,,,,,,False
ZJ001590,train_features/ZJ001590.jpg,S0070,monkey_prosimian,ZJ001590.jpg,0.944,animal,0.944,"[0.6916, 0.3722, 0.3083, 0.5925]",True
ZJ001591,train_features/ZJ001591.jpg,S0043,antelope_duiker,ZJ001591.jpg,0.968,animal,0.968,"[0.1796, 0.2916, 0.2125, 0.6611]",True
ZJ001592,train_features/ZJ001592.jpg,S0071,rodent,ZJ001592.jpg,0.646,animal,0.646,"[0.2593, 0.3629, 0.2, 0.2759]",True
ZJ001593,train_features/ZJ001593.jpg,S0008,bird,,,,,,False
ZJ001594,train_features/ZJ001594.jpg,S0096,leopard,,,,,,False
ZJ001595,train_features/ZJ001595.jpg,S0096,leopard,ZJ001595.jpg,0.814,animal,0.814,"[0, 0.005555, 1.0, 0.9916]",True
ZJ001596,train_features/ZJ001596.jpg,S0008,civet_genet,,,,,,False
ZJ001597,train_features/ZJ001597.jpg,S0174,rodent,ZJ001597.jpg,0.866,animal,0.866,"[0.689, 0.6027, 0.3109, 0.1972]",True
ZJ001598,train_features/ZJ001598.jpg,S0062,rodent,ZJ001598.jpg,0.705,animal,0.705,"[0.2885, 0.5833, 0.1156, 0.1148]",True
ZJ001599,train_features/ZJ001599.jpg,S0095,bird,ZJ001599.jpg,0.684,animal,0.684,"[0.7864, 0.6166, 0.1531, 0.1259]",True
ZJ001600,train_features/ZJ001600.jpg,S0043,leopard,ZJ001600.jpg,0.949,animal,0.949,"[0.7734, 0, 0.2265, 1.0]",True
ZJ001601,train_features/ZJ001601.jpg,S0179,leopard,,,,,,False
ZJ001602,train_features/ZJ001602.jpg,S0101,civet_genet,,,,,,False
ZJ001603,train_features/ZJ001603.jpg,S0141,bird,ZJ001603.jpg,0.842,animal,0.842,"[0.5343, 0.8416, 0.1265, 0.1138]",True
ZJ001604,train_features/ZJ001604.jpg,S0110,bird,ZJ001604.jpg,0.802,animal,0.802,"[0.3953, 0.7916, 0.3312, 0.2083]",True
ZJ001605,train_features/ZJ001605.jpg,S0074,blank,,,,,,False
ZJ001606,train_features/ZJ001606.jpg,S0063,antelope_duiker,ZJ001606.jpg,0.72,animal,0.72,"[0.2583, 0.5277, 0.09895, 0.1388]",True
ZJ001607,train_features/ZJ001607.jpg,S0084,monkey_prosimian,ZJ001607.jpg,0.667,animal,0.667,"[0.2322, 0.6166, 0.4052, 0.3537]",True
ZJ001608,train_features/ZJ001608.jpg,S0020,civet_genet,ZJ001608.jpg,0.768,animal,0.768,"[0.7666, 0.8018, 0.1145, 0.1666]",True
ZJ001609,train_features/ZJ001609.jpg,S0038,leopard,,,,,,False
ZJ001610,train_features/ZJ001610.jpg,S0083,leopard,ZJ001610.jpg,0.718,animal,0.718,"[0, 0, 0.4531, 0.9685]",True
ZJ001611,train_features/ZJ001611.jpg,S0071,civet_genet,ZJ001611.jpg,0.964,animal,0.964,"[0.2583, 0.5722, 0.6593, 0.3981]",True
ZJ001612,train_features/ZJ001612.jpg,S0031,monkey_prosimian,ZJ001612.jpg,0.888,animal,0.888,"[0.7312, 0.4611, 0.2687, 0.5388]",True
ZJ001613,train_features/ZJ001613.jpg,S0101,hog,ZJ001613.jpg,0.915,animal,0.915,"[0.07812, 0.3972, 0.2874, 0.5555]",True
ZJ001614,train_features/ZJ001614.jpg,S0123,monkey_prosimian,,,,,,False
ZJ001615,train_features/ZJ001615.jpg,S0008,monkey_prosimian,,,,,,False
ZJ001616,train_features/ZJ001616.jpg,S0036,rodent,,,,,,False
ZJ001617,train_features/ZJ001617.jpg,S0074,bird,ZJ001617.jpg,0.672,animal,0.672,"[0.05468, 0.8333, 0.1343, 0.1194]",True
ZJ001618,train_features/ZJ001618.jpg,S0009,hog,,,,,,False
ZJ001619,train_features/ZJ001619.jpg,S0009,hog,,,,,,False
ZJ001620,train_features/ZJ001620.jpg,S0070,antelope_duiker,ZJ001620.jpg,0.675,animal,0.675,"[0.1312, 0.7351, 0.2781, 0.2333]",True
ZJ001621,train_features/ZJ001621.jpg,S0133,monkey_prosimian,,,,,,False
ZJ001622,train_features/ZJ001622.jpg,S0026,bird,ZJ001622.jpg,0.766,animal,0.766,"[0.8359, 0.4944, 0.164, 0.3305]",True
ZJ001623,train_features/ZJ001623.jpg,S0071,civet_genet,ZJ001623.jpg,0.878,animal,0.878,"[0.2364, 0.6092, 0.4208, 0.2666]",True
ZJ001624,train_features/ZJ001624.jpg,S0038,leopard,,,,,,False
ZJ001625,train_features/ZJ001625.jpg,S0036,monkey_prosimian,,,,,,False
ZJ001626,train_features/ZJ001626.jpg,S0097,antelope_duiker,ZJ001626.jpg,0.904,animal,0.904,"[0.03593, 0.5499, 0.2624, 0.3083]",True
ZJ001627,train_features/ZJ001627.jpg,S0141,bird,ZJ001627.jpg,0.634,animal,0.634,"[0.2859, 0.6328, 0.09687, 0.194]",True
ZJ001628,train_features/ZJ001628.jpg,S0063,monkey_prosimian,,,,,,False
ZJ001629,train_features/ZJ001629.jpg,S0120,bird,,,,,,False
ZJ001630,train_features/ZJ001630.jpg,S0013,monkey_prosimian,ZJ001630.jpg,0.815,animal,0.815,"[0, 0.5222, 0.3437, 0.2472]",True
ZJ001631,train_features/ZJ001631.jpg,S0104,blank,,,,,,False
ZJ001632,train_features/ZJ001632.jpg,S0170,hog,ZJ001632.jpg,0.813,animal,0.813,"[0.5055, 0.5625, 0.3277, 0.3041]",True
ZJ001633,train_features/ZJ001633.jpg,S0002,monkey_prosimian,,,,,,False
ZJ001634,train_features/ZJ001634.jpg,S0051,rodent,ZJ001634.jpg,0.908,animal,0.908,"[0.2385, 0.6185, 0.07187, 0.2685]",True
ZJ001635,train_features/ZJ001635.jpg,S0019,civet_genet,ZJ001635.jpg,0.719,animal,0.719,"[0.09166, 0.7944, 0.6531, 0.174]",True
ZJ001636,train_features/ZJ001636.jpg,S0159,monkey_prosimian,,,,,,False
ZJ001637,train_features/ZJ001637.jpg,S0038,leopard,ZJ001637.jpg,0.799,animal,0.799,"[0.6781, 0.4446, 0.3218, 0.5533]",True
ZJ001638,train_features/ZJ001638.jpg,S0020,rodent,ZJ001638.jpg,0.875,animal,0.875,"[0.6906, 0.65, 0.1968, 0.1388]",True
ZJ001639,train_features/ZJ001639.jpg,S0010,monkey_prosimian,,,,,,False
ZJ001640,train_features/ZJ001640.jpg,S0136,monkey_prosimian,,,,,,False
ZJ001641,train_features/ZJ001641.jpg,S0026,bird,ZJ001641.jpg,0.852,animal,0.852,"[0.1749, 0.4472, 0.2406, 0.3027]",True
ZJ001642,train_features/ZJ001642.jpg,S0016,civet_genet,ZJ001642.jpg,0.754,animal,0.754,"[0.676, 0.4981, 0.3229, 0.3074]",True
ZJ001643,train_features/ZJ001643.jpg,S0060,civet_genet,ZJ001643.jpg,0.815,animal,0.815,"[0.002083, 0.7074, 0.5406, 0.2611]",True
ZJ001644,train_features/ZJ001644.jpg,S0117,blank,,,,,,False
ZJ001645,train_features/ZJ001645.jpg,S0198,antelope_duiker,,,,,,False
ZJ001646,train_features/ZJ001646.jpg,S0153,leopard,ZJ001646.jpg,0.755,animal,0.755,"[0, 0, 0.9546, 0.9972]",True
ZJ001647,train_features/ZJ001647.jpg,S0022,leopard,,,,,,False
ZJ001648,train_features/ZJ001648.jpg,S0009,bird,,,,,,False
ZJ001649,train_features/ZJ001649.jpg,S0073,monkey_prosimian,ZJ001649.jpg,0.725,animal,0.725,"[0.2828, 0.5805, 0.1171, 0.1583]",True
ZJ001650,train_features/ZJ001650.jpg,S0184,blank,,,,,,False
ZJ001651,train_features/ZJ001651.jpg,S0062,rodent,ZJ001651.jpg,0.642,animal,0.642,"[0.7, 0.5407, 0.1458, 0.09074]",True
ZJ001652,train_features/ZJ001652.jpg,S0060,civet_genet,,,,,,False
ZJ001653,train_features/ZJ001653.jpg,S0059,antelope_duiker,ZJ001653.jpg,0.961,animal,0.961,"[0.5072, 0.3629, 0.251, 0.5092]",True
ZJ001654,train_features/ZJ001654.jpg,S0070,blank,,,,,,False
ZJ001655,train_features/ZJ001655.jpg,S0022,blank,,,,,,False
ZJ001656,train_features/ZJ001656.jpg,S0084,blank,,,,,,False
ZJ001657,train_features/ZJ001657.jpg,S0014,leopard,,,,,,False
ZJ001658,train_features/ZJ001658.jpg,S0137,antelope_duiker,,,,,,False
ZJ001659,train_features/ZJ001659.jpg,S0141,blank,,,,,,False
ZJ001660,train_features/ZJ001660.jpg,S0038,leopard,,,,,,False
ZJ001661,train_features/ZJ001661.jpg,S0059,rodent,ZJ001661.jpg,0.755,animal,0.755,"[0.901, 0.8129, 0.09895, 0.1481]",True
ZJ001662,train_features/ZJ001662.jpg,S0096,leopard,,,,,,False
ZJ001663,train_features/ZJ001663.jpg,S0043,leopard,,,,,,False
ZJ001664,train_features/ZJ001664.jpg,S0157,blank,,,,,,False
ZJ001665,train_features/ZJ001665.jpg,S0009,blank,,,,,,False
ZJ001666,train_features/ZJ001666.jpg,S0038,leopard,ZJ001666.jpg,0.644,animal,0.644,"[0, 0.3037, 0.3833, 0.6648]",True
ZJ001667,train_features/ZJ001667.jpg,S0043,rodent,ZJ001667.jpg,0.679,animal,0.679,"[0.3687, 0.5972, 0.3343, 0.3444]",True
ZJ001668,train_features/ZJ001668.jpg,S0069,monkey_prosimian,,,,,,False
ZJ001669,train_features/ZJ001669.jpg,S0083,civet_genet,ZJ001669.jpg,0.875,animal,0.875,"[0.1947, 0.7703, 0.3916, 0.2]",True
ZJ001670,train_features/ZJ001670.jpg,S0127,monkey_prosimian,ZJ001670.jpg,0.719,animal,0.719,"[0.4859, 0.6277, 0.1906, 0.3222]",True
ZJ001671,train_features/ZJ001671.jpg,S0056,bird,,,,,,False
ZJ001672,train_features/ZJ001672.jpg,S0003,bird,ZJ001672.jpg,0.912,animal,0.912,"[0.5734, 0.7583, 0.2093, 0.2055]",True
ZJ001673,train_features/ZJ001673.jpg,S0021,leopard,ZJ001673.jpg,0.821,animal,0.821,"[0, 0.4358, 0.2125, 0.3104]",True
ZJ001674,train_features/ZJ001674.jpg,S0043,rodent,ZJ001674.jpg,0.749,animal,0.749,"[0.5546, 0.5416, 0.2531, 0.1666]",True
ZJ001675,train_features/ZJ001675.jpg,S0005,monkey_prosimian,,,,,,False
ZJ001676,train_features/ZJ001676.jpg,S0179,leopard,ZJ001676.jpg,0.937,animal,0.937,"[0, 0.5083, 0.3666, 0.4916]",True
ZJ001677,train_features/ZJ001677.jpg,S0120,antelope_duiker,ZJ001677.jpg,0.645,animal,0.645,"[0.6937, 0.6925, 0.3062, 0.2759]",True
ZJ001678,train_features/ZJ001678.jpg,S0001,leopard,,,,,,False
ZJ001679,train_features/ZJ001679.jpg,S0043,leopard,,,,,,False
ZJ001680,train_features/ZJ001680.jpg,S0038,leopard,,,,,,False
ZJ001681,train_features/ZJ001681.jpg,S0136,bird,,,,,,False
ZJ001682,train_features/ZJ001682.jpg,S0036,rodent,,,,,,False
ZJ001683,train_features/ZJ001683.jpg,S0081,bird,,,,,,False
ZJ001684,train_features/ZJ001684.jpg,S0022,blank,,,,,,False
ZJ001685,train_features/ZJ001685.jpg,S0062,rodent,,,,,,False
ZJ001686,train_features/ZJ001686.jpg,S0029,leopard,,,,,,False
ZJ001687,train_features/ZJ001687.jpg,S0083,leopard,,,,,,False
ZJ001688,train_features/ZJ001688.jpg,S0101,antelope_duiker,ZJ001688.jpg,0.879,animal,0.879,"[0.6078, 0.5666, 0.2624, 0.3888]",True
ZJ001689,train_features/ZJ001689.jpg,S0062,rodent,ZJ001689.jpg,0.713,animal,0.713,"[0.7843, 0.7259, 0.2156, 0.1462]",True
ZJ001690,train_features/ZJ001690.jpg,S0069,monkey_prosimian,ZJ001690.jpg,0.899,animal,0.899,"[0.5604, 0, 0.1322, 0.9666]",True
ZJ001691,train_features/ZJ001691.jpg,S0024,leopard,,,,,,False
ZJ001692,train_features/ZJ001692.jpg,S0009,bird,ZJ001692.jpg,0.867,animal,0.867,"[0.4656, 0.6194, 0.1156, 0.1361]",True
ZJ001693,train_features/ZJ001693.jpg,S0060,civet_genet,ZJ001693.jpg,0.714,animal,0.714,"[0, 0.6296, 0.4031, 0.3407]",True
ZJ001694,train_features/ZJ001694.jpg,S0009,hog,,,,,,False
ZJ001695,train_features/ZJ001695.jpg,S0120,rodent,ZJ001695.jpg,0.841,animal,0.841,"[0.6531, 0.3, 0.1885, 0.137]",True
ZJ001696,train_features/ZJ001696.jpg,S0136,antelope_duiker,ZJ001696.jpg,0.649,animal,0.649,"[0.9265, 0.8416, 0.07343, 0.1111]",True
ZJ001697,train_features/ZJ001697.jpg,S0108,blank,,,,,,False
ZJ001698,train_features/ZJ001698.jpg,S0060,civet_genet,,,,,,False
ZJ001699,train_features/ZJ001699.jpg,S0063,antelope_duiker,,,,,,False
ZJ001700,train_features/ZJ001700.jpg,S0139,hog,,,,,,False
ZJ001701,train_features/ZJ001701.jpg,S0049,antelope_duiker,ZJ001701.jpg,0.798,animal,0.798,"[0.4531, 0.3833, 0.07031, 0.1694]",True
ZJ001702,train_features/ZJ001702.jpg,S0197,antelope_duiker,ZJ001702.jpg,0.828,animal,0.828,"[0.7234, 0.4472, 0.2765, 0.3777]",True
ZJ001703,train_features/ZJ001703.jpg,S0071,leopard,,,,,,False
ZJ001704,train_features/ZJ001704.jpg,S0043,leopard,ZJ001704.jpg,0.799,animal,0.799,"[0.5671, 0, 0.4328, 0.9555]",True
ZJ001705,train_features/ZJ001705.jpg,S0063,rodent,ZJ001705.jpg,0.783,animal,0.783,"[0.5885, 0.724, 0.2916, 0.1166]",True
ZJ001706,train_features/ZJ001706.jpg,S0156,hog,ZJ001706.jpg,0.947,animal,0.947,"[0.651, 0.6055, 0.3479, 0.3629]",True
ZJ001707,train_features/ZJ001707.jpg,S0156,hog,ZJ001707.jpg,0.929,animal,0.929,"[0.826, 0.5462, 0.1739, 0.4222]",True
ZJ001708,train_features/ZJ001708.jpg,S0101,blank,,,,,,False
ZJ001709,train_features/ZJ001709.jpg,S0139,rodent,ZJ001709.jpg,0.947,animal,0.947,"[0, 0.5055, 0.476, 0.4648]",True
ZJ001710,train_features/ZJ001710.jpg,S0161,rodent,,,,,,False
ZJ001711,train_features/ZJ001711.jpg,S0062,civet_genet,ZJ001711.jpg,0.961,animal,0.961,"[0.4572, 0.5462, 0.152, 0.2722]",True
ZJ001712,train_features/ZJ001712.jpg,S0038,leopard,,,,,,False
ZJ001713,train_features/ZJ001713.jpg,S0004,antelope_duiker,ZJ001713.jpg,0.704,animal,0.704,"[0.2953, 0.85, 0.07031, 0.1055]",True
ZJ001714,train_features/ZJ001714.jpg,S0031,leopard,,,,,,False
ZJ001715,train_features/ZJ001715.jpg,S0010,blank,,,,,,False
ZJ001716,train_features/ZJ001716.jpg,S0141,bird,,,,,,False
ZJ001717,train_features/ZJ001717.jpg,S0093,antelope_duiker,ZJ001717.jpg,0.705,animal,0.705,"[0.2656, 0.6314, 0.1583, 0.2259]",True
ZJ001718,train_features/ZJ001718.jpg,S0060,civet_genet,ZJ001718.jpg,0.702,animal,0.702,"[0.102, 0.6759, 0.1083, 0.2092]",True
ZJ001719,train_features/ZJ001719.jpg,S0083,leopard,ZJ001719.jpg,0.654,animal,0.654,"[0, 0.003703, 0.4552, 0.9648]",True
ZJ001720,train_features/ZJ001720.jpg,S0096,leopard,,,,,,False
ZJ001721,train_features/ZJ001721.jpg,S0019,rodent,,,,,,False
ZJ001722,train_features/ZJ001722.jpg,S0062,rodent,ZJ001722.jpg,0.704,animal,0.704,"[0.1916, 0.6296, 0.1385, 0.1185]",True
ZJ001723,train_features/ZJ001723.jpg,S0169,antelope_duiker,ZJ001723.jpg,0.672,animal,0.672,"[0.4333, 0.5291, 0.1972, 0.2041]",True
ZJ001724,train_features/ZJ001724.jpg,S0005,civet_genet,ZJ001724.jpg,0.879,animal,0.879,"[0.4781, 0.4888, 0.4171, 0.2416]",True
ZJ001725,train_features/ZJ001725.jpg,S0110,antelope_duiker,ZJ001725.jpg,0.719,animal,0.719,"[0.6468, 0.4444, 0.2125, 0.3027]",True
ZJ001726,train_features/ZJ001726.jpg,S0036,monkey_prosimian,,,,,,False
ZJ001727,train_features/ZJ001727.jpg,S0013,antelope_duiker,,,,,,False
ZJ001728,train_features/ZJ001728.jpg,S0049,antelope_duiker,ZJ001728.jpg,0.909,animal,0.909,"[0.5953, 0.4472, 0.2859, 0.3555]",True
ZJ001729,train_features/ZJ001729.jpg,S0009,bird,,,,,,False
ZJ001730,train_features/ZJ001730.jpg,S0036,monkey_prosimian,,,,,,False
ZJ001731,train_features/ZJ001731.jpg,S0137,monkey_prosimian,,,,,,False
ZJ001732,train_features/ZJ001732.jpg,S0016,civet_genet,ZJ001732.jpg,0.662,animal,0.662,"[0, 0.4648, 0.1406, 0.3944]",True
ZJ001733,train_features/ZJ001733.jpg,S0043,rodent,ZJ001733.jpg,0.784,animal,0.784,"[0.4343, 0.7444, 0.2359, 0.2083]",True
ZJ001734,train_features/ZJ001734.jpg,S0141,bird,ZJ001734.jpg,0.607,animal,0.607,"[0.2156, 0.6029, 0.1328, 0.185]",True
ZJ001735,train_features/ZJ001735.jpg,S0063,rodent,ZJ001735.jpg,0.93,animal,0.93,"[0.5583, 0.8018, 0.3864, 0.1666]",True
ZJ001736,train_features/ZJ001736.jpg,S0026,rodent,,,,,,False
ZJ001737,train_features/ZJ001737.jpg,S0120,rodent,,,,,,False
ZJ001738,train_features/ZJ001738.jpg,S0053,antelope_duiker,ZJ001738.jpg,0.947,animal,0.947,"[0.202, 0.3981, 0.2083, 0.4888]",True
ZJ001739,train_features/ZJ001739.jpg,S0060,civet_genet,ZJ001739.jpg,0.942,animal,0.942,"[0, 0.7055, 0.2125, 0.2444]",True
ZJ001740,train_features/ZJ001740.jpg,S0008,monkey_prosimian,ZJ001740.jpg,0.739,animal,0.739,"[0, 0.6611, 0.2125, 0.2916]",True
ZJ001741,train_features/ZJ001741.jpg,S0069,monkey_prosimian,ZJ001741.jpg,0.863,animal,0.863,"[0.5604, 0, 0.1333, 0.9666]",True
ZJ001742,train_features/ZJ001742.jpg,S0071,civet_genet,,,,,,False
ZJ001743,train_features/ZJ001743.jpg,S0061,antelope_duiker,ZJ001743.jpg,0.64,animal,0.64,"[0.8687, 0.7685, 0.1312, 0.2]",True
ZJ001744,train_features/ZJ001744.jpg,S0043,leopard,ZJ001744.jpg,0.721,animal,0.721,"[0.5578, 0, 0.4421, 0.9555]",True
ZJ001745,train_features/ZJ001745.jpg,S0009,bird,,,,,,False
ZJ001746,train_features/ZJ001746.jpg,S0141,bird,,,,,,False
ZJ001747,train_features/ZJ001747.jpg,S0023,leopard,ZJ001747.jpg,0.729,animal,0.729,"[0.3515, 0.385, 0.1156, 0.4]",True
ZJ001748,train_features/ZJ001748.jpg,S0101,bird,ZJ001748.jpg,0.68,animal,0.68,"[0.09999, 0.7249, 0.1718, 0.2249]",True
ZJ001749,train_features/ZJ001749.jpg,S0022,blank,,,,,,False
ZJ001750,train_features/ZJ001750.jpg,S0184,civet_genet,,,,,,False
ZJ001751,train_features/ZJ001751.jpg,S0018,bird,ZJ001751.jpg,0.906,animal,0.906,"[0.4916, 0.737, 0.1364, 0.2314]",True
ZJ001752,train_features/ZJ001752.jpg,S0089,monkey_prosimian,,,,,,False
ZJ001753,train_features/ZJ001753.jpg,S0029,leopard,ZJ001753.jpg,0.653,animal,0.653,"[0.5083, 0.6135, 0.07812, 0.08737]",True
ZJ001754,train_features/ZJ001754.jpg,S0059,rodent,ZJ001754.jpg,0.834,animal,0.834,"[0.7927, 0.8314, 0.09375, 0.137]",True
ZJ001755,train_features/ZJ001755.jpg,S0043,rodent,,,,,,False
ZJ001756,train_features/ZJ001756.jpg,S0060,civet_genet,ZJ001756.jpg,0.643,animal,0.643,"[0.1124, 0.7296, 0.2208, 0.2388]",True
ZJ001757,train_features/ZJ001757.jpg,S0060,civet_genet,,,,,,False
ZJ001758,train_features/ZJ001758.jpg,S0063,antelope_duiker,ZJ001758.jpg,0.944,animal,0.944,"[0.3156, 0.624, 0.3791, 0.3462]",True
ZJ001759,train_features/ZJ001759.jpg,S0155,leopard,,,,,,False
ZJ001760,train_features/ZJ001760.jpg,S0159,hog,,,,,,False
ZJ001761,train_features/ZJ001761.jpg,S0020,monkey_prosimian,,,,,,False
ZJ001762,train_features/ZJ001762.jpg,S0133,blank,,,,,,False
ZJ001763,train_features/ZJ001763.jpg,S0009,hog,ZJ001763.jpg,0.634,animal,0.634,"[0.5812, 0.4333, 0.164, 0.4916]",True
ZJ001764,train_features/ZJ001764.jpg,S0038,leopard,,,,,,False
ZJ001765,train_features/ZJ001765.jpg,S0136,blank,,,,,,False
ZJ001766,train_features/ZJ001766.jpg,S0038,leopard,,,,,,False
ZJ001767,train_features/ZJ001767.jpg,S0127,monkey_prosimian,,,,,,False
ZJ001768,train_features/ZJ001768.jpg,S0155,blank,,,,,,False
ZJ001769,train_features/ZJ001769.jpg,S0062,rodent,,,,,,False
ZJ001770,train_features/ZJ001770.jpg,S0186,civet_genet,,,,,,False
ZJ001771,train_features/ZJ001771.jpg,S0059,civet_genet,ZJ001771.jpg,0.961,animal,0.961,"[0.3739, 0.7, 0.5812, 0.2685]",True
ZJ001772,train_features/ZJ001772.jpg,S0060,civet_genet,ZJ001772.jpg,0.772,animal,0.772,"[0, 0.7259, 0.3291, 0.2425]",True
ZJ001773,train_features/ZJ001773.jpg,S0080,bird,,,,,,False
ZJ001774,train_features/ZJ001774.jpg,S0032,bird,ZJ001774.jpg,0.75,animal,0.75,"[0.03906, 0.4333, 0.3859, 0.5666]",True
ZJ001775,train_features/ZJ001775.jpg,S0009,bird,,,,,,False
ZJ001776,train_features/ZJ001776.jpg,S0062,rodent,ZJ001776.jpg,0.757,animal,0.757,"[0.3531, 0.5925, 0.1718, 0.1166]",True
ZJ001777,train_features/ZJ001777.jpg,S0147,rodent,ZJ001777.jpg,0.851,animal,0.851,"[0.214, 0.7333, 0.3484, 0.1583]",True
ZJ001778,train_features/ZJ001778.jpg,S0020,blank,,,,,,False
ZJ001779,train_features/ZJ001779.jpg,S0027,monkey_prosimian,,,,,,False
ZJ001780,train_features/ZJ001780.jpg,S0123,antelope_duiker,ZJ001780.jpg,0.691,animal,0.691,"[0.6031, 0.6722, 0.1828, 0.1861]",True
ZJ001781,train_features/ZJ001781.jpg,S0043,leopard,,,,,,False
ZJ001782,train_features/ZJ001782.jpg,S0081,monkey_prosimian,ZJ001782.jpg,0.863,animal,0.863,"[0.6791, 0.4962, 0.3208, 0.4685]",True
ZJ001783,train_features/ZJ001783.jpg,S0115,monkey_prosimian,ZJ001783.jpg,0.609,animal,0.609,"[0.6697, 0.287, 0.1749, 0.6814]",True
ZJ001784,train_features/ZJ001784.jpg,S0022,monkey_prosimian,ZJ001784.jpg,0.628,animal,0.628,"[0.5203, 0.5722, 0.06562, 0.1611]",True
ZJ001785,train_features/ZJ001785.jpg,S0008,bird,ZJ001785.jpg,0.677,animal,0.677,"[0, 0.6833, 0.2203, 0.2694]",True
ZJ001786,train_features/ZJ001786.jpg,S0059,monkey_prosimian,ZJ001786.jpg,0.854,animal,0.854,"[0.8614, 0.3203, 0.06562, 0.2314]",True
ZJ001787,train_features/ZJ001787.jpg,S0131,bird,ZJ001787.jpg,0.795,animal,0.795,"[0.6312, 0.5249, 0.1359, 0.4277]",True
ZJ001788,train_features/ZJ001788.jpg,S0053,monkey_prosimian,ZJ001788.jpg,0.604,animal,0.604,"[0.3187, 0.4135, 0.09375, 0.1883]",True
ZJ001789,train_features/ZJ001789.jpg,S0074,bird,,,,,,False
ZJ001790,train_features/ZJ001790.jpg,S0004,bird,ZJ001790.jpg,0.715,animal,0.715,"[0.8453, 0.8194, 0.07031, 0.08055]",True
ZJ001791,train_features/ZJ001791.jpg,S0038,leopard,,,,,,False
ZJ001792,train_features/ZJ001792.jpg,S0031,leopard,,,,,,False
ZJ001793,train_features/ZJ001793.jpg,S0009,hog,ZJ001793.jpg,0.791,animal,0.791,"[0.2593, 0.4955, 0.7406, 0.5044]",True
ZJ001794,train_features/ZJ001794.jpg,S0101,rodent,,,,,,False
ZJ001795,train_features/ZJ001795.jpg,S0009,civet_genet,ZJ001795.jpg,0.896,animal,0.896,"[0.6515, 0.6722, 0.3484, 0.275]",True
ZJ001796,train_features/ZJ001796.jpg,S0036,leopard,ZJ001796.jpg,0.838,animal,0.838,"[0, 0.2567, 1.0, 0.7402]",True
ZJ001797,train_features/ZJ001797.jpg,S0179,leopard,ZJ001797.jpg,0.644,animal,0.644,"[0.2361, 0.4541, 0.2777, 0.4875]",True
ZJ001798,train_features/ZJ001798.jpg,S0062,rodent,,,,,,False
ZJ001799,train_features/ZJ001799.jpg,S0031,rodent,ZJ001799.jpg,0.707,animal,0.707,"[0.1546, 0.725, 0.08593, 0.1305]",True
ZJ001800,train_features/ZJ001800.jpg,S0009,blank,,,,,,False
ZJ001801,train_features/ZJ001801.jpg,S0051,civet_genet,ZJ001801.jpg,0.861,animal,0.861,"[0, 0.5222, 0.1572, 0.187]",True
ZJ001802,train_features/ZJ001802.jpg,S0009,civet_genet,ZJ001802.jpg,0.753,animal,0.753,"[0.2156, 0.6055, 0.2218, 0.1833]",True
ZJ001803,train_features/ZJ001803.jpg,S0089,monkey_prosimian,ZJ001803.jpg,0.646,animal,0.646,"[0.2453, 0.7527, 0.1265, 0.2]",True
ZJ001804,train_features/ZJ001804.jpg,S0038,leopard,,,,,,False
ZJ001805,train_features/ZJ001805.jpg,S0134,bird,,,,,,False
ZJ001806,train_features/ZJ001806.jpg,S0120,rodent,,,,,,False
ZJ001807,train_features/ZJ001807.jpg,S0020,civet_genet,ZJ001807.jpg,0.817,animal,0.817,"[0.1937, 0.7018, 0.06666, 0.2555]",True
ZJ001808,train_features/ZJ001808.jpg,S0009,hog,ZJ001808.jpg,0.817,animal,0.817,"[0.2375, 0.3611, 0.4499, 0.5916]",True
ZJ001809,train_features/ZJ001809.jpg,S0059,civet_genet,ZJ001809.jpg,0.64,animal,0.64,"[0.427, 0.5425, 0.2947, 0.2296]",True
ZJ001810,train_features/ZJ001810.jpg,S0060,civet_genet,ZJ001810.jpg,0.868,animal,0.868,"[0.5177, 0.5888, 0.2437, 0.2833]",True
ZJ001811,train_features/ZJ001811.jpg,S0115,bird,,,,,,False
ZJ001812,train_features/ZJ001812.jpg,S0084,leopard,ZJ001812.jpg,0.625,animal,0.625,"[0, 0, 0.9718, 0.9703]",True
ZJ001813,train_features/ZJ001813.jpg,S0059,civet_genet,ZJ001813.jpg,0.956,animal,0.956,"[0, 0.6407, 0.3114, 0.3277]",True
ZJ001814,train_features/ZJ001814.jpg,S0185,leopard,ZJ001814.jpg,0.895,animal,0.895,"[0, 0.09444, 1.0, 0.9027]",True
ZJ001815,train_features/ZJ001815.jpg,S0068,blank,,,,,,False
ZJ001816,train_features/ZJ001816.jpg,S0139,hog,ZJ001816.jpg,0.639,animal,0.639,"[0.2781, 0.7314, 0.3375, 0.2388]",True
ZJ001817,train_features/ZJ001817.jpg,S0150,monkey_prosimian,ZJ001817.jpg,0.808,animal,0.808,"[0.2281, 0.05833, 0.2249, 0.5805]",True
ZJ001818,train_features/ZJ001818.jpg,S0063,antelope_duiker,ZJ001818.jpg,0.947,animal,0.947,"[0.5749, 0.4981, 0.3531, 0.3925]",True
