,id,filepath,site,split,conf,bbox,bbox_normalized,bbox_true,bbox_dino,Logits,pred_dino
3465,ZJ003465,train_features/ZJ003465.jpg,S0036,0.0,0.276,"(312, 274, 28, 81)","[0.4218, 0.8555, 0.139, 0.1]",True,,,
3466,ZJ003466,train_features/ZJ003466.jpg,S0013,3.0,0.839,"(213, 85, 74, 115)","[0.1265, 0.5805, 0.1921, 0.2277]",True,,,
3467,ZJ003467,train_features/ZJ003467.jpg,S0036,0.0,,,,False,[111 488  97 122],0.31658023595809937,animal
3468,ZJ003468,train_features/ZJ003468.jpg,S0081,1.0,0.648,"(342, 369, 19, 53)","[0.3802, 0.6259, 0.06354, 0.05]",True,,,
3469,ZJ003469,train_features/ZJ003469.jpg,S0080,1.0,0.0294,"(89, 4, 26, 152)","[0, 0.7083, 1.0, 0.2833]",True,[ 87 101  23  58],0.36993613839149475,animal
3470,ZJ003470,train_features/ZJ003470.jpg,S0186,4.0,0.376,"(322, 272, 197, 213)","[0.2791, 0.5888, 0.2302, 0.3796]",True,[320 407  75  81],0.3863072693347931,bird
3471,ZJ003471,train_features/ZJ003471.jpg,S0014,4.0,0.244,"(5, 4, 349, 631)","[0, 0.002777, 0.9984, 0.9916]",True,,,
3472,ZJ003472,train_features/ZJ003472.jpg,S0070,1.0,0.923,"(329, 197, 136, 116)","[0.201, 0.6018, 0.1291, 0.2666]",True,[323 193 144 122],0.5338277816772461,animal
3473,ZJ003473,train_features/ZJ003473.jpg,S0120,2.0,0.609,"(330, 770, 147, 178)","[0.7979, 0.6037, 0.1937, 0.287]",True,,,
3474,ZJ003474,train_features/ZJ003474.jpg,S0070,1.0,0.895,"(366, 158, 154, 81)","[0.1604, 0.6703, 0.0927, 0.3]",True,[359 143 163 101],0.5108142495155334,bird
3475,ZJ003475,train_features/ZJ003475.jpg,S0009,0.0,0.0133,"(175, 128, 37, 47)","[0.1937, 0.475, 0.08593, 0.125]",True,,,
3476,ZJ003476,train_features/ZJ003476.jpg,S0049,3.0,0.0185,"(198, 372, 24, 37)","[0.5749, 0.5388, 0.07031, 0.08888]",True,,,
3477,ZJ003477,train_features/ZJ003477.jpg,S0089,3.0,0.0516,"(283, 4, 55, 68)","[0, 0.775, 0.1187, 0.1749]",True,,,
3478,ZJ003478,train_features/ZJ003478.jpg,S0083,2.0,0.391,"(4, 4, 515, 486)","[0, 0, 0.5145, 0.9685]",True,[  0   0 523 493],0.5691150426864624,leopard
3479,ZJ003479,train_features/ZJ003479.jpg,S0060,2.0,0.873,"(242, 283, 100, 195)","[0.2906, 0.4407, 0.2114, 0.2]",True,[237 278  97 204],0.56342613697052,animal
3480,ZJ003480,train_features/ZJ003480.jpg,S0022,0.0,0.0326,"(243, 4, 55, 27)","[0, 0.6638, 0.05468, 0.1749]",True,,,
3481,ZJ003481,train_features/ZJ003481.jpg,S0160,0.0,,,,False,,,
3482,ZJ003482,train_features/ZJ003482.jpg,S0021,2.0,0.508,"(5, 6, 350, 629)","[0.003124, 0.002777, 0.9953, 0.9944]",True,,,
3483,ZJ003483,train_features/ZJ003483.jpg,S0191,1.0,0.0255,"(14, 7, 211, 343)","[0.008333, 0.04166, 0.975, 0.9125]",True,,,
3484,ZJ003484,train_features/ZJ003484.jpg,S0059,4.0,0.86,"(327, 746, 72, 68)","[0.7729, 0.5981, 0.07916, 0.1481]",True,[323 741  76  75],0.33533424139022827,animal
3485,ZJ003485,train_features/ZJ003485.jpg,S0029,4.0,0.279,"(112, 4, 407, 952)","[0, 0.2, 1.0, 0.7685]",True,,,
3486,ZJ003486,train_features/ZJ003486.jpg,S0022,0.0,0.816,"(217, 284, 118, 121)","[0.4375, 0.5916, 0.2015, 0.3499]",True,[218 280  99 127],0.5761139392852783,bird
3487,ZJ003487,train_features/ZJ003487.jpg,S0062,2.0,0.936,"(257, 620, 100, 173)","[0.6416, 0.4685, 0.1885, 0.2]",True,[251 618 106 178],0.4203881621360779,bird
3488,ZJ003488,train_features/ZJ003488.jpg,S0104,1.0,0.734,"(240, 119, 89, 129)","[0.1796, 0.6555, 0.214, 0.2694]",True,[235 124  89 128],0.4304666221141815,animal
3489,ZJ003489,train_features/ZJ003489.jpg,S0074,0.0,0.0286,"(285, 64, 45, 71)","[0.09374, 0.7805, 0.1234, 0.1472]",True,[281  60  58  77],0.3330119252204895,animal
3490,ZJ003490,train_features/ZJ003490.jpg,S0032,3.0,0.32,"(286, 326, 69, 156)","[0.5031, 0.7833, 0.2562, 0.2138]",True,,,
3491,ZJ003491,train_features/ZJ003491.jpg,S0060,2.0,0.897,"(311, 339, 105, 261)","[0.3489, 0.5685, 0.2802, 0.2092]",True,,,
3492,ZJ003492,train_features/ZJ003492.jpg,S0030,1.0,0.881,"(271, 546, 248, 410)","[0.5645, 0.4944, 0.4354, 0.474]",True,,,
3493,ZJ003493,train_features/ZJ003493.jpg,S0047,2.0,0.22,"(238, 588, 40, 21)","[0.9124, 0.6499, 0.04531, 0.1333]",True,,,
3494,ZJ003494,train_features/ZJ003494.jpg,S0014,4.0,0.906,"(183, 185, 110, 127)","[0.2828, 0.4972, 0.2109, 0.3277]",True,[178 183 115 133],0.30932939052581787,rodent
3495,ZJ003495,train_features/ZJ003495.jpg,S0139,4.0,0.531,"(448, 569, 72, 182)","[0.5885, 0.8222, 0.1979, 0.1481]",True,,,
3496,ZJ003496,train_features/ZJ003496.jpg,S0062,2.0,,,,False,,,
3497,ZJ003497,train_features/ZJ003497.jpg,S0188,3.0,0.571,"(99, 296, 64, 53)","[0.8111, 0.3958, 0.1694, 0.3]",True,,,
3498,ZJ003498,train_features/ZJ003498.jpg,S0059,4.0,0.932,"(360, 325, 160, 491)","[0.3343, 0.6592, 0.5197, 0.3111]",True,[359 289 163 529],0.447272390127182,animal
3499,ZJ003499,train_features/ZJ003499.jpg,S0113,2.0,,,,False,[224 167 118 257],0.32274752855300903,animal
3500,ZJ003500,train_features/ZJ003500.jpg,S0062,2.0,0.736,"(294, 608, 42, 156)","[0.6291, 0.537, 0.1708, 0.09259]",True,,,
3501,ZJ003501,train_features/ZJ003501.jpg,S0031,2.0,0.507,"(248, 38, 47, 109)","[0.05312, 0.6777, 0.1828, 0.1527]",True,,,
3502,ZJ003502,train_features/ZJ003502.jpg,S0174,1.0,0.334,"(222, 82, 37, 70)","[0.1218, 0.6055, 0.1218, 0.125]",True,,,
3503,ZJ003503,train_features/ZJ003503.jpg,S0175,4.0,0.0121,"(98, 176, 60, 98)","[0.4777, 0.3916, 0.2944, 0.2833]",True,,,
3504,ZJ003504,train_features/ZJ003504.jpg,S0071,1.0,0.0753,"(312, 120, 89, 211)","[0.1208, 0.5703, 0.2281, 0.1796]",True,,,
3505,ZJ003505,train_features/ZJ003505.jpg,S0136,0.0,0.00847,"(310, 4, 22, 77)","[0, 0.8499, 0.1328, 0.08333]",True,,,
3506,ZJ003506,train_features/ZJ003506.jpg,S0060,2.0,0.827,"(333, 278, 93, 191)","[0.2854, 0.6092, 0.2072, 0.187]",True,[329 294 102 177],0.31890416145324707,animal
3507,ZJ003507,train_features/ZJ003507.jpg,S0038,1.0,0.619,"(5, 4, 514, 779)","[0, 0.001851, 0.8197, 0.9666]",True,[502   0  37  36],0.3268461227416992,civet_genet
3508,ZJ003508,train_features/ZJ003508.jpg,S0021,2.0,0.0125,"(107, 294, 96, 64)","[0.4531, 0.2861, 0.1124, 0.2888]",True,,,
3509,ZJ003509,train_features/ZJ003509.jpg,S0071,1.0,0.808,"(377, 498, 127, 60)","[0.5145, 0.6907, 0.07083, 0.25]",True,[374 491 135  71],0.4263404905796051,animal
3510,ZJ003510,train_features/ZJ003510.jpg,S0062,2.0,0.91,"(205, 751, 132, 94)","[0.7781, 0.3722, 0.1062, 0.2592]",True,[200 745 140  98],0.6459891200065613,monkey_prosimian
3511,ZJ003511,train_features/ZJ003511.jpg,S0068,1.0,,,,False,,,
3512,ZJ003512,train_features/ZJ003512.jpg,S0069,3.0,0.422,"(4, 392, 515, 83)","[0.4041, 0, 0.09479, 0.9685]",True,,,
3513,ZJ003513,train_features/ZJ003513.jpg,S0188,3.0,0.611,"(112, 182, 123, 124)","[0.4944, 0.4499, 0.3666, 0.5458]",True,[108 188 113 112],0.40574464201927185,monkey_prosimian
3514,ZJ003514,train_features/ZJ003514.jpg,S0081,1.0,0.948,"(369, 4, 150, 329)","[0, 0.6759, 0.351, 0.2925]",True,[361   4 133 337],0.6782850027084351,bird
3515,ZJ003515,train_features/ZJ003515.jpg,S0036,0.0,0.828,"(248, 4, 61, 176)","[0, 0.6777, 0.2874, 0.1916]",True,,,
3516,ZJ003516,train_features/ZJ003516.jpg,S0010,2.0,0.464,"(289, 210, 51, 163)","[0.3218, 0.7916, 0.2671, 0.1638]",True,,,
3517,ZJ003517,train_features/ZJ003517.jpg,S0071,1.0,0.774,"(193, 261, 37, 139)","[0.2677, 0.35, 0.1531, 0.08333]",True,,,
3518,ZJ003518,train_features/ZJ003518.jpg,S0186,4.0,0.662,"(441, 626, 78, 131)","[0.6479, 0.8092, 0.1447, 0.1592]",True,,,
3519,ZJ003519,train_features/ZJ003519.jpg,S0015,2.0,0.199,"(4, 4, 351, 364)","[0, 0, 0.5812, 0.9972]",True,,,
3520,ZJ003520,train_features/ZJ003520.jpg,S0063,1.0,0.918,"(218, 146, 272, 217)","[0.1479, 0.3962, 0.2343, 0.5185]",True,[213 139 271 231],0.6597321629524231,monkey_prosimian
3521,ZJ003521,train_features/ZJ003521.jpg,S0063,1.0,0.545,"(366, 546, 154, 220)","[0.5645, 0.6703, 0.2374, 0.3]",True,,,
3522,ZJ003522,train_features/ZJ003522.jpg,S0062,2.0,0.36,"(351, 749, 39, 120)","[0.776, 0.6425, 0.1333, 0.08703]",True,,,
3523,ZJ003523,train_features/ZJ003523.jpg,S0110,4.0,0.279,"(159, 485, 62, 90)","[0.7515, 0.4305, 0.1531, 0.1944]",True,,,
3524,ZJ003524,train_features/ZJ003524.jpg,S0063,1.0,0.923,"(212, 463, 163, 295)","[0.4781, 0.3851, 0.3156, 0.3166]",True,[208 465 166 296],0.45927101373672485,animal
3525,ZJ003525,train_features/ZJ003525.jpg,S0070,1.0,0.757,"(431, 203, 88, 427)","[0.2072, 0.7907, 0.4531, 0.1777]",True,,,
3526,ZJ003526,train_features/ZJ003526.jpg,S0063,1.0,0.964,"(281, 746, 162, 210)","[0.7729, 0.5129, 0.227, 0.3148]",True,[277 741 169 213],0.482688844203949,antelope_duiker
3527,ZJ003527,train_features/ZJ003527.jpg,S0085,4.0,0.839,"(241, 442, 98, 194)","[0.6843, 0.6583, 0.3156, 0.2944]",True,,,
3528,ZJ003528,train_features/ZJ003528.jpg,S0043,3.0,0.905,"(4, 496, 327, 140)","[0.7687, 0, 0.2312, 1.0]",True,[  0 489 334 150],0.3981967270374298,animal
3529,ZJ003529,train_features/ZJ003529.jpg,S0022,0.0,0.281,"(240, 4, 116, 144)","[0, 0.6555, 0.2374, 0.3444]",True,,,
3530,ZJ003530,train_features/ZJ003530.jpg,S0071,1.0,0.943,"(205, 568, 176, 388)","[0.5874, 0.3722, 0.4124, 0.3407]",True,[201 569 172 390],0.322123259305954,hog
3531,ZJ003531,train_features/ZJ003531.jpg,S0008,4.0,0.782,"(250, 4, 89, 134)","[0, 0.6833, 0.2218, 0.2694]",True,,,
3532,ZJ003532,train_features/ZJ003532.jpg,S0038,1.0,0.208,"(384, 725, 135, 230)","[0.751, 0.7037, 0.2479, 0.2648]",True,,,
3533,ZJ003533,train_features/ZJ003533.jpg,S0186,4.0,0.821,"(219, 137, 108, 139)","[0.1385, 0.3981, 0.1531, 0.2148]",True,,,
3534,ZJ003534,train_features/ZJ003534.jpg,S0021,2.0,0.75,"(139, 315, 145, 123)","[0.4859, 0.3749, 0.2046, 0.425]",True,[134 366 155  77],0.3366079032421112,bird
3535,ZJ003535,train_features/ZJ003535.jpg,S0089,3.0,0.00683,"(301, 318, 39, 72)","[0.4906, 0.825, 0.125, 0.1305]",True,,,
3536,ZJ003536,train_features/ZJ003536.jpg,S0123,0.0,0.0103,"(211, 384, 38, 62)","[0.5937, 0.575, 0.1093, 0.1277]",True,,,
3537,ZJ003537,train_features/ZJ003537.jpg,S0167,4.0,0.00986,"(113, 226, 21, 46)","[0.6166, 0.4541, 0.15, 0.1208]",True,,,
3538,ZJ003538,train_features/ZJ003538.jpg,S0183,0.0,,,,False,,,
3539,ZJ003539,train_features/ZJ003539.jpg,S0127,3.0,0.0362,"(237, 443, 75, 88)","[0.6859, 0.6472, 0.15, 0.2305]",True,,,
3540,ZJ003540,train_features/ZJ003540.jpg,S0060,2.0,0.868,"(256, 4, 106, 266)","[0, 0.4666, 0.2854, 0.2111]",True,,,
3541,ZJ003541,train_features/ZJ003541.jpg,S0060,2.0,0.848,"(358, 192, 137, 528)","[0.1958, 0.6555, 0.5583, 0.2685]",True,,,
3542,ZJ003542,train_features/ZJ003542.jpg,S0088,1.0,0.504,"(87, 433, 148, 203)","[0.6703, 0.2305, 0.3296, 0.4333]",True,,,
3543,ZJ003543,train_features/ZJ003543.jpg,S0038,1.0,0.358,"(247, 5, 263, 950)","[0.001041, 0.4718, 0.9979, 0.5262]",True,,,
3544,ZJ003544,train_features/ZJ003544.jpg,S0163,2.0,0.764,"(240, 180, 116, 202)","[0.275, 0.6555, 0.3281, 0.3444]",True,[234 235 124 149],0.47926971316337585,monkey_prosimian
3545,ZJ003545,train_features/ZJ003545.jpg,S0059,4.0,0.971,"(139, 530, 379, 426)","[0.5479, 0.25, 0.452, 0.7166]",True,[137 527 363 432],0.43106377124786377,leopard
3546,ZJ003546,train_features/ZJ003546.jpg,S0024,2.0,0.17,"(4, 4, 327, 631)","[0, 0, 0.9984, 1.0]",True,[321   0  13  37],0.3010568916797638,civet_genet
3547,ZJ003547,train_features/ZJ003547.jpg,S0014,4.0,0.877,"(192, 47, 92, 196)","[0.06718, 0.5222, 0.3187, 0.2777]",True,[188  63  99 184],0.43482506275177,animal
3548,ZJ003548,train_features/ZJ003548.jpg,S0061,1.0,,,,False,,,
3549,ZJ003549,train_features/ZJ003549.jpg,S0038,1.0,0.0197,"(367, 634, 59, 120)","[0.6562, 0.7048, 0.1333, 0.13]",True,,,
3550,ZJ003550,train_features/ZJ003550.jpg,S0129,1.0,,,,False,,,
3551,ZJ003551,train_features/ZJ003551.jpg,S0095,2.0,0.948,"(249, 38, 243, 182)","[0.03541, 0.4537, 0.1979, 0.4648]",True,[244  23 248 203],0.5801042318344116,bird
3552,ZJ003552,train_features/ZJ003552.jpg,S0120,2.0,0.726,"(316, 248, 90, 142)","[0.2541, 0.5777, 0.1562, 0.1814]",True,[306 237  95 183],0.45421481132507324,bird
3553,ZJ003553,train_features/ZJ003553.jpg,S0027,3.0,0.0221,"(155, 225, 63, 78)","[0.3453, 0.4194, 0.1343, 0.1972]",True,,,
3554,ZJ003554,train_features/ZJ003554.jpg,S0120,2.0,0.841,"(380, 500, 139, 105)","[0.5166, 0.6962, 0.1177, 0.2722]",True,[366 492 156 123],0.36032095551490784,bird
3555,ZJ003555,train_features/ZJ003555.jpg,S0020,4.0,0.634,"(241, 296, 45, 81)","[0.3041, 0.4388, 0.0927, 0.09814]",True,,,
3556,ZJ003556,train_features/ZJ003556.jpg,S0120,2.0,0.842,"(247, 65, 168, 116)","[0.06354, 0.4718, 0.1291, 0.3417]",True,[278  55 116 130],0.5754666328430176,bird
3557,ZJ003557,train_features/ZJ003557.jpg,S0004,2.0,0.848,"(269, 4, 70, 120)","[0, 0.7361, 0.2, 0.2166]",True,[ 43 509  24  62],0.35789135098457336,animal
3558,ZJ003558,train_features/ZJ003558.jpg,S0009,0.0,0.595,"(237, 4, 102, 178)","[0, 0.6472, 0.2906, 0.3055]",True,[132 352  98 287],0.3022051453590393,animal
3559,ZJ003559,train_features/ZJ003559.jpg,S0120,2.0,0.402,"(471, 11, 49, 173)","[0.007291, 0.8648, 0.1885, 0.1055]",True,,,
3560,ZJ003560,train_features/ZJ003560.jpg,S0186,4.0,0.856,"(305, 12, 160, 289)","[0.008333, 0.5574, 0.3093, 0.3111]",True,[302  30 146 273],0.47366178035736084,animal
3561,ZJ003561,train_features/ZJ003561.jpg,S0069,3.0,0.786,"(4, 541, 513, 120)","[0.5593, 0, 0.1333, 0.9648]",True,,,
3562,ZJ003562,train_features/ZJ003562.jpg,S0025,4.0,0.0531,"(4, 6, 298, 416)","[0.003124, 0, 0.6625, 0.85]",True,,,
3563,ZJ003563,train_features/ZJ003563.jpg,S0023,2.0,0.00645,"(102, 338, 52, 28)","[0.5218, 0.2925, 0.05624, 0.1791]",True,,,
3564,ZJ003564,train_features/ZJ003564.jpg,S0036,0.0,0.639,"(103, 487, 51, 34)","[0.7546, 0.2749, 0.06562, 0.1638]",True,[ 98 482  56  45],0.5823372602462769,bird
3565,ZJ003565,train_features/ZJ003565.jpg,S0013,3.0,0.809,"(215, 128, 79, 116)","[0.1937, 0.5861, 0.1937, 0.2416]",True,[207 150  83  98],0.34736454486846924,animal
3566,ZJ003566,train_features/ZJ003566.jpg,S0060,2.0,0.731,"(290, 721, 72, 177)","[0.7468, 0.5296, 0.1927, 0.1481]",True,,,
3567,ZJ003567,train_features/ZJ003567.jpg,S0147,2.0,0.717,"(260, 350, 25, 56)","[0.5406, 0.7111, 0.1, 0.09166]",True,[255 345  34  63],0.3401530385017395,animal
3568,ZJ003568,train_features/ZJ003568.jpg,S0174,1.0,0.673,"(305, 423, 50, 212)","[0.6546, 0.8361, 0.3437, 0.1611]",True,,,
3569,ZJ003569,train_features/ZJ003569.jpg,S0009,0.0,0.6,"(197, 341, 134, 295)","[0.5265, 0.5761, 0.4734, 0.4238]",True,,,
3570,ZJ003570,train_features/ZJ003570.jpg,S0060,2.0,0.787,"(324, 367, 114, 249)","[0.3781, 0.5925, 0.2677, 0.2259]",True,,,
3571,ZJ003571,train_features/ZJ003571.jpg,S0120,2.0,0.869,"(210, 584, 155, 186)","[0.6041, 0.3814, 0.202, 0.3018]",True,[204 580 143 193],0.34229379892349243,animal
3572,ZJ003572,train_features/ZJ003572.jpg,S0005,4.0,0.66,"(189, 353, 97, 49)","[0.5453, 0.5138, 0.08906, 0.2916]",True,[184 346 103  57],0.4816250503063202,monkey_prosimian
3573,ZJ003573,train_features/ZJ003573.jpg,S0101,1.0,0.496,"(235, 341, 69, 177)","[0.5265, 0.6416, 0.289, 0.2138]",True,,,
3574,ZJ003574,train_features/ZJ003574.jpg,S0060,2.0,0.545,"(300, 313, 97, 270)","[0.3218, 0.5481, 0.2895, 0.1944]",True,,,
3575,ZJ003575,train_features/ZJ003575.jpg,S0042,3.0,,,,False,,,
3576,ZJ003576,train_features/ZJ003576.jpg,S0020,4.0,0.0477,"(295, 163, 85, 199)","[0.1656, 0.5388, 0.2156, 0.1722]",True,,,
3577,ZJ003577,train_features/ZJ003577.jpg,S0115,3.0,0.317,"(4, 771, 421, 185)","[0.7989, 0, 0.201, 0.7944]",True,,,
3578,ZJ003578,train_features/ZJ003578.jpg,S0179,4.0,0.026,"(37, 4, 181, 352)","[0, 0.1374, 1.0, 0.7875]",True,,,
3579,ZJ003579,train_features/ZJ003579.jpg,S0141,3.0,0.952,"(233, 92, 106, 244)","[0.1374, 0.6361, 0.3937, 0.3166]",True,[227 100 115 233],0.48054802417755127,animal
3580,ZJ003580,train_features/ZJ003580.jpg,S0009,0.0,0.208,"(252, 466, 36, 26)","[0.7218, 0.6888, 0.05312, 0.1222]",True,,,
3581,ZJ003581,train_features/ZJ003581.jpg,S0051,4.0,0.0136,"(294, 4, 37, 100)","[0, 0.537, 0.1124, 0.08333]",True,,,
3582,ZJ003582,train_features/ZJ003582.jpg,S0130,4.0,0.511,"(227, 187, 58, 62)","[0.2859, 0.6194, 0.1093, 0.1833]",True,[220 184  64  68],0.3198917508125305,animal
3583,ZJ003583,train_features/ZJ003583.jpg,S0054,2.0,0.788,"(407, 385, 112, 160)","[0.3968, 0.7462, 0.1749, 0.2222]",True,[397 377 124 170],0.37933361530303955,antelope_duiker
3584,ZJ003584,train_features/ZJ003584.jpg,S0136,0.0,0.59,"(321, 166, 10, 26)","[0.2531, 0.9462, 0.05312, 0.05373]",True,,,
3585,ZJ003585,train_features/ZJ003585.jpg,S0184,0.0,0.749,"(369, 434, 91, 230)","[0.4479, 0.6759, 0.2479, 0.1833]",True,,,
3586,ZJ003586,train_features/ZJ003586.jpg,S0120,2.0,0.516,"(204, 519, 133, 242)","[0.5364, 0.3703, 0.2604, 0.2611]",True,[192 531 112 232],0.32531264424324036,bird
3587,ZJ003587,train_features/ZJ003587.jpg,S0084,0.0,0.978,"(159, 245, 361, 440)","[0.251, 0.287, 0.4666, 0.6833]",True,[156 242 367 445],0.39156845211982727,leopard
3588,ZJ003588,train_features/ZJ003588.jpg,S0120,2.0,0.0136,"(439, 731, 80, 191)","[0.7572, 0.8055, 0.2072, 0.1629]",True,,,
3589,ZJ003589,train_features/ZJ003589.jpg,S0049,3.0,0.634,"(154, 5, 82, 254)","[0.001562, 0.4166, 0.4093, 0.25]",True,,,
3590,ZJ003590,train_features/ZJ003590.jpg,S0095,2.0,0.122,"(317, 797, 203, 159)","[0.826, 0.5796, 0.1739, 0.3907]",True,,,
3591,ZJ003591,train_features/ZJ003591.jpg,S0022,0.0,0.798,"(211, 46, 87, 113)","[0.06562, 0.575, 0.189, 0.2638]",True,,,
3592,ZJ003592,train_features/ZJ003592.jpg,S0009,0.0,0.0822,"(235, 440, 82, 42)","[0.6812, 0.6416, 0.07812, 0.25]",True,,,
3593,ZJ003593,train_features/ZJ003593.jpg,S0060,2.0,0.865,"(326, 347, 88, 239)","[0.3572, 0.5962, 0.2572, 0.1777]",True,,,
3594,ZJ003594,train_features/ZJ003594.jpg,S0105,3.0,0.303,"(4, 109, 207, 247)","[0.2916, 0, 0.7083, 1.0]",True,,,
3595,ZJ003595,train_features/ZJ003595.jpg,S0147,2.0,0.898,"(263, 299, 30, 89)","[0.4609, 0.7194, 0.1515, 0.1055]",True,,,
3596,ZJ003596,train_features/ZJ003596.jpg,S0060,2.0,0.918,"(362, 184, 123, 435)","[0.1875, 0.6629, 0.4614, 0.2425]",True,,,
3597,ZJ003597,train_features/ZJ003597.jpg,S0009,0.0,0.929,"(161, 4, 123, 77)","[0, 0.4361, 0.1328, 0.3638]",True,[156   0 126  83],0.5904324650764465,monkey_prosimian
3598,ZJ003598,train_features/ZJ003598.jpg,S0042,3.0,0.00932,"(143, 253, 25, 32)","[0.389, 0.3861, 0.0625, 0.09166]",True,,,
3599,ZJ003599,train_features/ZJ003599.jpg,S0026,0.0,0.858,"(229, 35, 51, 207)","[0.04843, 0.625, 0.3359, 0.1638]",True,,,
3600,ZJ003600,train_features/ZJ003600.jpg,S0167,4.0,0.669,"(83, 263, 35, 15)","[0.7194, 0.3291, 0.06388, 0.1791]",True,[ 78 260  41  22],0.3076702654361725,animal
3601,ZJ003601,train_features/ZJ003601.jpg,S0009,0.0,0.0575,"(173, 114, 48, 61)","[0.1718, 0.4694, 0.1078, 0.1555]",True,,,
3602,ZJ003602,train_features/ZJ003602.jpg,S0063,1.0,0.756,"(261, 684, 122, 177)","[0.7083, 0.4759, 0.1927, 0.2407]",True,,,
3603,ZJ003603,train_features/ZJ003603.jpg,S0077,1.0,0.0386,"(239, 504, 23, 59)","[0.7812, 0.6527, 0.1046, 0.08611]",True,,,
3604,ZJ003604,train_features/ZJ003604.jpg,S0176,1.0,0.1,"(95, 174, 28, 22)","[0.4722, 0.3791, 0.08333, 0.15]",True,,,
3605,ZJ003605,train_features/ZJ003605.jpg,S0053,3.0,0.449,"(360, 285, 77, 72)","[0.2927, 0.6592, 0.08333, 0.1574]",True,,,
3606,ZJ003606,train_features/ZJ003606.jpg,S0009,0.0,0.793,"(166, 396, 122, 82)","[0.6125, 0.45, 0.1406, 0.3611]",True,[172 392 115  75],0.6469195485115051,monkey_prosimian
3607,ZJ003607,train_features/ZJ003607.jpg,S0136,0.0,0.183,"(58, 47, 39, 30)","[0.06718, 0.1499, 0.05937, 0.1305]",True,,,
3608,ZJ003608,train_features/ZJ003608.jpg,S0163,2.0,0.00628,"(234, 431, 45, 81)","[0.6671, 0.6388, 0.139, 0.1472]",True,,,
3609,ZJ003609,train_features/ZJ003609.jpg,S0022,0.0,0.352,"(195, 145, 47, 41)","[0.2203, 0.5305, 0.07656, 0.1527]",True,,,
3610,ZJ003610,train_features/ZJ003610.jpg,S0147,2.0,0.00995,"(259, 417, 79, 32)","[0.6453, 0.7083, 0.0625, 0.2416]",True,,,
3611,ZJ003611,train_features/ZJ003611.jpg,S0062,2.0,0.96,"(225, 41, 212, 433)","[0.03854, 0.4092, 0.4593, 0.4074]",True,[221  38 218 437],0.4795714318752289,antelope_duiker
3612,ZJ003612,train_features/ZJ003612.jpg,S0020,4.0,,,,False,,,
3613,ZJ003613,train_features/ZJ003613.jpg,S0049,3.0,0.0547,"(211, 66, 37, 72)","[0.09687, 0.5749, 0.125, 0.125]",True,[322   0  37  37],0.30749836564064026,civet_genet
3614,ZJ003614,train_features/ZJ003614.jpg,S0020,4.0,0.741,"(268, 911, 159, 45)","[0.9447, 0.4888, 0.0552, 0.3092]",True,[271 906 149  53],0.35472965240478516,animal
3615,ZJ003615,train_features/ZJ003615.jpg,S0038,1.0,0.0523,"(390, 279, 130, 251)","[0.2864, 0.7148, 0.2697, 0.2555]",True,,,
3616,ZJ003616,train_features/ZJ003616.jpg,S0063,1.0,0.9,"(275, 316, 114, 184)","[0.325, 0.5018, 0.2, 0.2259]",True,[271 316  97 171],0.3788796067237854,animal
3617,ZJ003617,train_features/ZJ003617.jpg,S0104,1.0,0.428,"(226, 66, 107, 112)","[0.09687, 0.6166, 0.1875, 0.3194]",True,,,
3618,ZJ003618,train_features/ZJ003618.jpg,S0060,2.0,0.805,"(318, 265, 71, 184)","[0.2718, 0.5814, 0.2, 0.1462]",True,,,
3619,ZJ003619,train_features/ZJ003619.jpg,S0036,0.0,0.54,"(100, 492, 56, 30)","[0.7625, 0.2666, 0.05937, 0.1777]",True,[ 96 487  58  39],0.5788885951042175,bird
3620,ZJ003620,train_features/ZJ003620.jpg,S0021,2.0,0.814,"(173, 170, 182, 110)","[0.2593, 0.4694, 0.1843, 0.5277]",True,[168 169 190 111],0.6502259373664856,monkey_prosimian
3621,ZJ003621,train_features/ZJ003621.jpg,S0101,1.0,0.35,"(210, 267, 84, 153)","[0.4109, 0.5722, 0.2515, 0.2555]",True,,,
3622,ZJ003622,train_features/ZJ003622.jpg,S0141,3.0,0.69,"(209, 140, 56, 79)","[0.2125, 0.6119, 0.1359, 0.191]",True,[204 133  59  78],0.6060604453086853,bird
3623,ZJ003623,train_features/ZJ003623.jpg,S0196,2.0,0.0285,"(132, 321, 24, 9)","[0.8805, 0.5333, 0.04722, 0.1333]",True,,,
3624,ZJ003624,train_features/ZJ003624.jpg,S0083,2.0,0.766,"(366, 497, 98, 104)","[0.5135, 0.6703, 0.1166, 0.1962]",True,[368 503  87 103],0.4437558054924011,bird
3625,ZJ003625,train_features/ZJ003625.jpg,S0069,3.0,0.562,"(4, 390, 515, 85)","[0.402, 0, 0.09687, 0.9685]",True,,,
3626,ZJ003626,train_features/ZJ003626.jpg,S0074,0.0,0.764,"(262, 326, 78, 39)","[0.5031, 0.7166, 0.07343, 0.2388]",True,[239 364  94  82],0.315457820892334,animal
3627,ZJ003627,train_features/ZJ003627.jpg,S0083,2.0,0.0121,"(294, 904, 146, 52)","[0.9375, 0.537, 0.0625, 0.2851]",True,,,
3628,ZJ003628,train_features/ZJ003628.jpg,S0101,1.0,0.396,"(213, 280, 46, 76)","[0.4312, 0.5805, 0.1312, 0.15]",True,,,
