index,id,filepath,site,split,max_detection_conf,category,conf,bbox,bbox_true,bbox_transformed
1757,ZJ001757,train_features/ZJ001757.jpg,S0060,2.0,0.302,animal,0.302,"[0.2354, 0.6037, 0.1958, 0.2555]",True,"(330, 230, 130, 180)"
1758,ZJ001758,train_features/ZJ001758.jpg,S0063,1.0,0.944,animal,0.944,"[0.3156, 0.624, 0.3791, 0.3462]",True,"(341, 307, 179, 356)"
1759,ZJ001759,train_features/ZJ001759.jpg,S0155,1.0,0.0131,animal,0.0131,"[0.6531, 0.1106, 0.03958, 0.1359]",True,"(61, 631, 62, 30)"
1760,ZJ001760,train_features/ZJ001760.jpg,S0159,2.0,0.122,person,0.122,"[0.6437, 0.8333, 0.0625, 0.1666]",True,"(104, 107, 12, 2)"
1761,ZJ001761,train_features/ZJ001761.jpg,S0020,4.0,0.366,animal,0.366,"[0.2989, 0.4388, 0.09895, 0.09814]",True,"(241, 291, 45, 87)"
1762,ZJ001762,train_features/ZJ001762.jpg,S0133,0.0,0.317,animal,0.317,"[0.5468, 0.4333, 0.09375, 0.125]",True,"(160, 354, 37, 52)"
1763,ZJ001763,train_features/ZJ001763.jpg,S0009,0.0,0.634,animal,0.634,"[0.5812, 0.4333, 0.164, 0.4916]",True,"(160, 376, 169, 97)"
1764,ZJ001764,train_features/ZJ001764.jpg,S0038,1.0,0.456,animal,0.456,"[0.2437, 0.4854, 0.7562, 0.5145]",True,"(254, 238, 257, 718)"
1765,ZJ001765,train_features/ZJ001765.jpg,S0136,0.0,0.0928,animal,0.0928,"[0.8078, 0.6805, 0.06875, 0.08611]",True,"(249, 521, 23, 36)"
1766,ZJ001766,train_features/ZJ001766.jpg,S0038,1.0,0.556,animal,0.556,"[0.5499, 0.274, 0.4499, 0.6907]",True,"(152, 532, 365, 424)"
1767,ZJ001767,train_features/ZJ001767.jpg,S0127,3.0,0.474,animal,0.474,"[0.4703, 0.6388, 0.2218, 0.3083]",True,"(234, 305, 103, 134)"
1768,ZJ001768,train_features/ZJ001768.jpg,S0155,1.0,0.0125,person,0.0125,"[0, 0, 1.0, 0.9703]",True,"(4, 4, 516, 952)"
1769,ZJ001769,train_features/ZJ001769.jpg,S0062,2.0,0.587,animal,0.587,"[0.3937, 0.6907, 0.125, 0.1444]",True,"(377, 382, 70, 112)"
1770,ZJ001770,train_features/ZJ001770.jpg,S0186,4.0,0.264,animal,0.264,"[0.1427, 0.5018, 0.1281, 0.1518]",True,"(275, 141, 74, 115)"
1771,ZJ001771,train_features/ZJ001771.jpg,S0059,4.0,0.961,animal,0.961,"[0.3739, 0.7, 0.5812, 0.2685]",True,"(382, 363, 137, 550)"
1772,ZJ001772,train_features/ZJ001772.jpg,S0060,2.0,0.772,animal,0.772,"[0, 0.7259, 0.3291, 0.2425]",True,"(396, 4, 123, 308)"
1773,ZJ001773,train_features/ZJ001773.jpg,S0080,1.0,0.111,person,0.111,"[0.6062, 0.4166, 0.2437, 0.3833]",True,"(54, 101, 38, 31)"
1774,ZJ001774,train_features/ZJ001774.jpg,S0032,3.0,0.75,animal,0.75,"[0.03906, 0.4333, 0.3859, 0.5666]",True,"(160, 29, 196, 239)"
1775,ZJ001775,train_features/ZJ001775.jpg,S0009,0.0,0.563,animal,0.563,"[0.4718, 0.8194, 0.09843, 0.1361]",True,"(299, 306, 41, 55)"
1776,ZJ001776,train_features/ZJ001776.jpg,S0062,2.0,0.757,animal,0.757,"[0.3531, 0.5925, 0.1718, 0.1166]",True,"(324, 343, 55, 157)"
1777,ZJ001777,train_features/ZJ001777.jpg,S0147,2.0,0.851,animal,0.851,"[0.214, 0.7333, 0.3484, 0.1583]",True,"(268, 141, 49, 215)"
1778,ZJ001778,train_features/ZJ001778.jpg,S0020,4.0,,,,,False,
1779,ZJ001779,train_features/ZJ001779.jpg,S0027,3.0,0.0103,animal,0.0103,"[0.8906, 0.4694, 0.1093, 0.3555]",True,"(173, 574, 120, 62)"
1780,ZJ001780,train_features/ZJ001780.jpg,S0123,0.0,0.691,animal,0.691,"[0.6031, 0.6722, 0.1828, 0.1861]",True,"(246, 390, 59, 109)"
1781,ZJ001781,train_features/ZJ001781.jpg,S0043,3.0,0.273,animal,0.273,"[0.7234, 0, 0.2765, 0.997]",True,"(4, 467, 326, 169)"
1782,ZJ001782,train_features/ZJ001782.jpg,S0081,1.0,0.863,animal,0.863,"[0.6791, 0.4962, 0.3208, 0.4685]",True,"(272, 656, 245, 300)"
1783,ZJ001783,train_features/ZJ001783.jpg,S0115,3.0,0.609,animal,0.609,"[0.6697, 0.287, 0.1749, 0.6814]",True,"(159, 647, 360, 160)"
1784,ZJ001784,train_features/ZJ001784.jpg,S0022,0.0,0.628,animal,0.628,"[0.5203, 0.5722, 0.06562, 0.1611]",True,"(210, 337, 50, 34)"
1785,ZJ001785,train_features/ZJ001785.jpg,S0008,4.0,0.677,animal,0.677,"[0, 0.6833, 0.2203, 0.2694]",True,"(250, 4, 89, 133)"
1786,ZJ001786,train_features/ZJ001786.jpg,S0059,4.0,0.854,animal,0.854,"[0.8614, 0.3203, 0.06562, 0.2314]",True,"(177, 831, 117, 55)"
1787,ZJ001787,train_features/ZJ001787.jpg,S0131,0.0,0.795,animal,0.795,"[0.6312, 0.5249, 0.1359, 0.4277]",True,"(193, 408, 146, 79)"
1788,ZJ001788,train_features/ZJ001788.jpg,S0053,3.0,0.604,animal,0.604,"[0.3187, 0.4135, 0.09375, 0.1883]",True,"(217, 310, 89, 82)"
1789,ZJ001789,train_features/ZJ001789.jpg,S0074,0.0,0.511,animal,0.511,"[0.8624, 0.8138, 0.1375, 0.1388]",True,"(297, 556, 42, 80)"
1790,ZJ001790,train_features/ZJ001790.jpg,S0004,2.0,0.715,animal,0.715,"[0.8453, 0.8194, 0.07031, 0.08055]",True,"(299, 545, 21, 37)"
1791,ZJ001791,train_features/ZJ001791.jpg,S0038,1.0,0.399,animal,0.399,"[0.002083, 0.497, 0.9697, 0.5009]",True,"(260, 6, 250, 923)"
1792,ZJ001792,train_features/ZJ001792.jpg,S0031,2.0,0.0381,animal,0.0381,"[0, 0.03333, 0.1765, 0.6138]",True,"(16, 4, 213, 105)"
1793,ZJ001793,train_features/ZJ001793.jpg,S0009,0.0,0.791,animal,0.791,"[0.2593, 0.4955, 0.7406, 0.5044]",True,"(170, 170, 161, 466)"
1794,ZJ001794,train_features/ZJ001794.jpg,S0101,1.0,0.322,animal,0.322,"[0.003125, 0.6361, 0.1937, 0.2]",True,"(233, 6, 64, 116)"
1795,ZJ001795,train_features/ZJ001795.jpg,S0009,0.0,0.896,animal,0.896,"[0.6515, 0.6722, 0.3484, 0.275]",True,"(246, 421, 91, 215)"
1796,ZJ001796,train_features/ZJ001796.jpg,S0036,0.0,0.838,animal,0.838,"[0, 0.2567, 1.0, 0.7402]",True,"(90, 4, 240, 632)"
1797,ZJ001797,train_features/ZJ001797.jpg,S0179,4.0,0.644,animal,0.644,"[0.2361, 0.4541, 0.2777, 0.4875]",True,"(113, 89, 109, 92)"
1798,ZJ001798,train_features/ZJ001798.jpg,S0062,2.0,0.533,animal,0.533,"[0.2854, 0.5759, 0.1104, 0.1351]",True,"(315, 278, 65, 98)"
1799,ZJ001799,train_features/ZJ001799.jpg,S0031,2.0,0.707,animal,0.707,"[0.1546, 0.725, 0.08593, 0.1305]",True,"(265, 103, 39, 47)"
1800,ZJ001800,train_features/ZJ001800.jpg,S0009,0.0,0.0409,animal,0.0409,"[0.7406, 0.4916, 0.1109, 0.2472]",True,"(181, 478, 81, 63)"
1801,ZJ001801,train_features/ZJ001801.jpg,S0051,4.0,0.861,animal,0.861,"[0, 0.5222, 0.1572, 0.187]",True,"(286, 4, 93, 143)"
1802,ZJ001802,train_features/ZJ001802.jpg,S0009,0.0,0.753,animal,0.753,"[0.2156, 0.6055, 0.2218, 0.1833]",True,"(222, 142, 58, 134)"
1803,ZJ001803,train_features/ZJ001803.jpg,S0089,3.0,0.646,animal,0.646,"[0.2453, 0.7527, 0.1265, 0.2]",True,"(275, 161, 64, 73)"
1804,ZJ001804,train_features/ZJ001804.jpg,S0038,1.0,0.0272,animal,0.0272,"[0.5281, 0, 0.4718, 0.7165]",True,"(4, 511, 361, 445)"
1805,ZJ001805,train_features/ZJ001805.jpg,S0134,1.0,0.0465,animal,0.0465,"[0.726, 0.6055, 0.0677, 0.09074]",True,"(331, 701, 41, 57)"
1806,ZJ001806,train_features/ZJ001806.jpg,S0120,2.0,0.509,animal,0.509,"[0.802, 0.02037, 0.1979, 0.9462]",True,"(15, 774, 503, 182)"
1807,ZJ001807,train_features/ZJ001807.jpg,S0020,4.0,0.817,animal,0.817,"[0.1937, 0.7018, 0.06666, 0.2555]",True,"(383, 190, 130, 56)"
1808,ZJ001808,train_features/ZJ001808.jpg,S0009,0.0,0.817,animal,0.817,"[0.2375, 0.3611, 0.4499, 0.5916]",True,"(134, 156, 205, 280)"
1809,ZJ001809,train_features/ZJ001809.jpg,S0059,4.0,0.64,animal,0.64,"[0.427, 0.5425, 0.2947, 0.2296]",True,"(297, 414, 116, 275)"
1810,ZJ001810,train_features/ZJ001810.jpg,S0060,2.0,0.868,animal,0.868,"[0.5177, 0.5888, 0.2437, 0.2833]",True,"(322, 501, 145, 226)"
1811,ZJ001811,train_features/ZJ001811.jpg,S0115,3.0,0.253,animal,0.253,"[0.7999, 0.001851, 0.2, 0.7981]",True,"(5, 772, 423, 184)"
1812,ZJ001812,train_features/ZJ001812.jpg,S0084,0.0,0.625,animal,0.625,"[0, 0, 0.9718, 0.9703]",True,"(4, 4, 516, 925)"
1813,ZJ001813,train_features/ZJ001813.jpg,S0059,4.0,0.956,animal,0.956,"[0, 0.6407, 0.3114, 0.3277]",True,"(350, 4, 169, 291)"
1814,ZJ001814,train_features/ZJ001814.jpg,S0185,0.0,0.895,animal,0.895,"[0, 0.09444, 1.0, 0.9027]",True,"(38, 4, 317, 632)"
1815,ZJ001815,train_features/ZJ001815.jpg,S0068,1.0,0.00919,animal,0.00919,"[0.3458, 0.5592, 0.1083, 0.1907]",True,"(306, 336, 95, 96)"
1816,ZJ001816,train_features/ZJ001816.jpg,S0139,4.0,0.639,animal,0.639,"[0.2781, 0.7314, 0.3375, 0.2388]",True,"(399, 271, 121, 316)"
1817,ZJ001817,train_features/ZJ001817.jpg,S0150,3.0,0.808,animal,0.808,"[0.2281, 0.05833, 0.2249, 0.5805]",True,"(25, 150, 201, 136)"
1818,ZJ001818,train_features/ZJ001818.jpg,S0063,1.0,0.947,animal,0.947,"[0.5749, 0.4981, 0.3531, 0.3925]",True,"(273, 556, 204, 331)"
1819,ZJ001819,train_features/ZJ001819.jpg,S0013,3.0,0.897,animal,0.897,"[0.2812, 0.5388, 0.2453, 0.3333]",True,"(198, 184, 112, 149)"
1820,ZJ001820,train_features/ZJ001820.jpg,S0009,0.0,0.0982,animal,0.0982,"[0.575, 0.2194, 0.425, 0.6888]",True,"(83, 372, 240, 264)"
1821,ZJ001821,train_features/ZJ001821.jpg,S0020,4.0,0.888,animal,0.888,"[0.4031, 0.5222, 0.2614, 0.4074]",True,"(286, 391, 212, 243)"
1822,ZJ001822,train_features/ZJ001822.jpg,S0185,0.0,0.0513,animal,0.0513,"[0, 0.2291, 0.1361, 0.2458]",True,"(59, 4, 51, 41)"
1823,ZJ001823,train_features/ZJ001823.jpg,S0029,4.0,0.796,animal,0.796,"[0.1614, 0.7666, 0.1802, 0.1388]",True,"(418, 159, 67, 165)"
1824,ZJ001824,train_features/ZJ001824.jpg,S0047,2.0,,,,,False,
1825,ZJ001825,train_features/ZJ001825.jpg,S0124,1.0,0.857,animal,0.857,"[0.8447, 0.7666, 0.1385, 0.2018]",True,"(418, 815, 101, 125)"
1826,ZJ001826,train_features/ZJ001826.jpg,S0009,0.0,0.00648,person,0.00648,"[0.9515, 0.2833, 0.04843, 0.6583]",True,"(106, 613, 229, 23)"
1827,ZJ001827,train_features/ZJ001827.jpg,S0163,2.0,,,,,False,
1828,ZJ001828,train_features/ZJ001828.jpg,S0186,4.0,,,,,False,
1829,ZJ001829,train_features/ZJ001829.jpg,S0008,4.0,0.23,animal,0.23,"[0, 0.7027, 0.2078, 0.2527]",True,"(257, 4, 83, 125)"
1830,ZJ001830,train_features/ZJ001830.jpg,S0163,2.0,0.782,animal,0.782,"[0.1546, 0.04722, 0.8453, 0.9055]",True,"(21, 103, 318, 533)"
1831,ZJ001831,train_features/ZJ001831.jpg,S0002,4.0,0.521,animal,0.521,"[0.5656, 0, 0.4343, 0.9499]",True,"(4, 366, 334, 270)"
1832,ZJ001832,train_features/ZJ001832.jpg,S0049,3.0,0.931,animal,0.931,"[0.6124, 0.5777, 0.339, 0.2361]",True,"(212, 396, 77, 209)"
1833,ZJ001833,train_features/ZJ001833.jpg,S0136,0.0,,,,,False,
1834,ZJ001834,train_features/ZJ001834.jpg,S0096,3.0,0.57,animal,0.57,"[0.05312, 0.2527, 0.9468, 0.7444]",True,"(95, 38, 260, 598)"
1835,ZJ001835,train_features/ZJ001835.jpg,S0080,1.0,0.0431,person,0.0431,"[0.4687, 0.4083, 0.08124, 0.1333]",True,"(53, 79, 8, 5)"
1836,ZJ001836,train_features/ZJ001836.jpg,S0063,1.0,0.873,animal,0.873,"[0.3458, 0.5277, 0.477, 0.4407]",True,"(289, 336, 230, 450)"
1837,ZJ001837,train_features/ZJ001837.jpg,S0003,2.0,0.00857,animal,0.00857,"[0.8515, 0.6999, 0.1484, 0.2583]",True,"(256, 549, 85, 87)"
1838,ZJ001838,train_features/ZJ001838.jpg,S0014,4.0,0.921,animal,0.921,"[0.5203, 0.4555, 0.2234, 0.3472]",True,"(168, 337, 117, 135)"
1839,ZJ001839,train_features/ZJ001839.jpg,S0060,2.0,0.035,animal,0.035,"[0, 0.7648, 0.06562, 0.1037]",True,"(417, 4, 48, 55)"
1840,ZJ001840,train_features/ZJ001840.jpg,S0097,3.0,0.66,animal,0.66,"[0.5187, 0.4238, 0.09531, 0.2686]",True,"(146, 336, 82, 53)"
1841,ZJ001841,train_features/ZJ001841.jpg,S0027,3.0,0.00954,animal,0.00954,"[0, 0.4888, 0.139, 0.2916]",True,"(180, 4, 97, 81)"
1842,ZJ001842,train_features/ZJ001842.jpg,S0069,3.0,0.869,animal,0.869,"[0.5604, 0, 0.1322, 0.9666]",True,"(4, 542, 514, 119)"
1843,ZJ001843,train_features/ZJ001843.jpg,S0018,3.0,0.896,animal,0.896,"[0.426, 0.6333, 0.1781, 0.3351]",True,"(346, 413, 173, 163)"
1844,ZJ001844,train_features/ZJ001844.jpg,S0043,3.0,0.926,animal,0.926,"[0.7203, 0, 0.2796, 1.0]",True,"(4, 465, 327, 171)"
1845,ZJ001845,train_features/ZJ001845.jpg,S0030,1.0,0.0336,animal,0.0336,"[0, 0.3703, 0.08437, 0.2962]",True,"(204, 4, 152, 73)"
1846,ZJ001846,train_features/ZJ001846.jpg,S0036,0.0,0.132,animal,0.132,"[0.7781, 0.2638, 0.2218, 0.5694]",True,"(99, 502, 197, 134)"
1847,ZJ001847,train_features/ZJ001847.jpg,S0139,4.0,0.231,animal,0.231,"[0, 0.7351, 0.08854, 0.2351]",True,"(401, 4, 119, 77)"
1848,ZJ001848,train_features/ZJ001848.jpg,S0060,2.0,0.567,animal,0.567,"[0.7156, 0.5425, 0.08124, 0.1629]",True,"(297, 691, 80, 70)"
1849,ZJ001849,train_features/ZJ001849.jpg,S0141,3.0,0.856,animal,0.856,"[0.2281, 0.6029, 0.05624, 0.185]",True,"(206, 150, 54, 28)"
1850,ZJ001850,train_features/ZJ001850.jpg,S0172,0.0,0.301,animal,0.301,"[0.075, 0.3458, 0.1472, 0.1124]",True,"(87, 31, 19, 45)"
1851,ZJ001851,train_features/ZJ001851.jpg,S0089,3.0,,,,,False,
1852,ZJ001852,train_features/ZJ001852.jpg,S0060,2.0,0.659,animal,0.659,"[0.5135, 0.6462, 0.3552, 0.2481]",True,"(353, 497, 126, 333)"
1853,ZJ001853,train_features/ZJ001853.jpg,S0010,2.0,0.305,animal,0.305,"[0.3968, 0.7333, 0.1671, 0.2166]",True,"(268, 258, 70, 99)"
1854,ZJ001854,train_features/ZJ001854.jpg,S0008,4.0,0.237,animal,0.237,"[0.05937, 0.7111, 0.15, 0.2416]",True,"(260, 42, 79, 88)"
1855,ZJ001855,train_features/ZJ001855.jpg,S0060,2.0,0.482,animal,0.482,"[0, 0.8648, 0.0802, 0.1055]",True,"(471, 4, 49, 69)"
1856,ZJ001856,train_features/ZJ001856.jpg,S0023,2.0,0.558,animal,0.558,"[0.6843, 0.7044, 0.2109, 0.2447]",True,"(240, 442, 74, 127)"
1857,ZJ001857,train_features/ZJ001857.jpg,S0137,2.0,0.795,animal,0.795,"[0, 0.5499, 0.1781, 0.3444]",True,"(202, 4, 116, 106)"
1858,ZJ001858,train_features/ZJ001858.jpg,S0008,4.0,0.865,animal,0.865,"[0, 0.6222, 0.2109, 0.3305]",True,"(228, 4, 111, 127)"
1859,ZJ001859,train_features/ZJ001859.jpg,S0095,2.0,0.735,animal,0.735,"[0.02916, 0.4407, 0.176, 0.2462]",True,"(242, 32, 125, 161)"
1860,ZJ001860,train_features/ZJ001860.jpg,S0096,3.0,0.659,animal,0.659,"[0.1453, 0.2277, 0.8546, 0.7694]",True,"(86, 97, 269, 539)"
1861,ZJ001861,train_features/ZJ001861.jpg,S0027,3.0,0.851,animal,0.851,"[0.8875, 0.7083, 0.1124, 0.2888]",True,"(259, 572, 96, 64)"
1862,ZJ001862,train_features/ZJ001862.jpg,S0071,1.0,0.927,animal,0.927,"[0.04687, 0.2777, 0.2, 0.6351]",True,"(154, 49, 335, 184)"
1863,ZJ001863,train_features/ZJ001863.jpg,S0021,2.0,0.606,animal,0.606,"[0.04687, 0.4333, 0.1624, 0.1972]",True,"(160, 34, 63, 96)"
1864,ZJ001864,train_features/ZJ001864.jpg,S0045,4.0,0.704,animal,0.704,"[0.3781, 0.8027, 0.4062, 0.1527]",True,"(293, 246, 47, 252)"
1865,ZJ001865,train_features/ZJ001865.jpg,S0120,2.0,0.771,animal,0.771,"[0.1124, 0.65, 0.09166, 0.2555]",True,"(355, 112, 130, 80)"
1866,ZJ001866,train_features/ZJ001866.jpg,S0089,3.0,0.295,animal,0.295,"[0.4453, 0.8222, 0.1453, 0.1333]",True,"(300, 289, 40, 85)"
1867,ZJ001867,train_features/ZJ001867.jpg,S0044,3.0,0.718,animal,0.718,"[0.325, 0.7472, 0.2984, 0.2055]",True,"(273, 212, 66, 183)"
1868,ZJ001868,train_features/ZJ001868.jpg,S0071,1.0,0.801,animal,0.801,"[0.8708, 0.03689, 0.1291, 0.9611]",True,"(23, 840, 487, 116)"
1869,ZJ001869,train_features/ZJ001869.jpg,S0008,4.0,0.756,animal,0.756,"[0, 0.6749, 0.2187, 0.2805]",True,"(247, 4, 93, 132)"
1870,ZJ001870,train_features/ZJ001870.jpg,S0053,3.0,0.915,animal,0.915,"[0.02499, 0.6944, 0.1385, 0.274]",True,"(379, 28, 140, 125)"
1871,ZJ001871,train_features/ZJ001871.jpg,S0016,1.0,0.555,animal,0.555,"[0, 0.4777, 0.08749, 0.3703]",True,"(262, 4, 192, 76)"
1872,ZJ001872,train_features/ZJ001872.jpg,S0120,2.0,0.702,animal,0.702,"[0.08541, 0.3166, 0.2395, 0.1648]",True,"(175, 86, 81, 222)"
1873,ZJ001873,train_features/ZJ001873.jpg,S0059,4.0,0.851,animal,0.851,"[0.1291, 0.4777, 0.1947, 0.3055]",True,"(262, 128, 157, 179)"
1874,ZJ001874,train_features/ZJ001874.jpg,S0060,2.0,0.488,animal,0.488,"[0.06354, 0.7574, 0.2739, 0.08518]",True,"(413, 65, 38, 255)"
1875,ZJ001875,train_features/ZJ001875.jpg,S0038,1.0,0.767,animal,0.767,"[0, 0.001851, 0.8468, 0.9666]",True,"(5, 4, 514, 805)"
1876,ZJ001876,train_features/ZJ001876.jpg,S0062,2.0,0.518,animal,0.518,"[0.1395, 0.3518, 0.1291, 0.1833]",True,"(194, 138, 91, 116)"
1877,ZJ001877,train_features/ZJ001877.jpg,S0062,2.0,0.68,animal,0.68,"[0.7364, 0.3166, 0.09583, 0.08703]",True,"(175, 711, 39, 84)"
1878,ZJ001878,train_features/ZJ001878.jpg,S0093,1.0,,,,,False,
1879,ZJ001879,train_features/ZJ001879.jpg,S0088,1.0,0.608,animal,0.608,"[0.4609, 0.5194, 0.1218, 0.15]",True,"(191, 299, 46, 70)"
1880,ZJ001880,train_features/ZJ001880.jpg,S0063,1.0,0.422,animal,0.422,"[0.6062, 0.3981, 0.08437, 0.09629]",True,"(219, 586, 44, 73)"
1881,ZJ001881,train_features/ZJ001881.jpg,S0063,1.0,0.939,animal,0.939,"[0.9218, 0.4425, 0.07812, 0.4388]",True,"(243, 889, 229, 67)"
1882,ZJ001882,train_features/ZJ001882.jpg,S0138,0.0,0.764,animal,0.764,"[0.25, 0.3027, 0.3203, 0.2527]",True,"(113, 164, 83, 197)"
1883,ZJ001883,train_features/ZJ001883.jpg,S0186,4.0,0.226,animal,0.226,"[0.1656, 0.4833, 0.1458, 0.1518]",True,"(265, 163, 74, 132)"
1884,ZJ001884,train_features/ZJ001884.jpg,S0096,3.0,0.607,animal,0.607,"[0.5859, 0.35, 0.06093, 0.1666]",True,"(130, 379, 52, 31)"
1885,ZJ001885,train_features/ZJ001885.jpg,S0023,2.0,0.00951,person,0.00951,"[0.9671, 0.5388, 0.03281, 0.4138]",True,"(198, 623, 141, 13)"
1886,ZJ001886,train_features/ZJ001886.jpg,S0060,2.0,0.76,animal,0.76,"[0, 0.6037, 0.1687, 0.1537]",True,"(330, 4, 75, 154)"
1887,ZJ001887,train_features/ZJ001887.jpg,S0138,0.0,0.968,animal,0.968,"[0.4859, 0.3527, 0.3109, 0.3583]",True,"(131, 315, 121, 191)"
1888,ZJ001888,train_features/ZJ001888.jpg,S0009,0.0,0.621,animal,0.621,"[0.5796, 0.6333, 0.189, 0.1722]",True,"(232, 375, 54, 113)"
1889,ZJ001889,train_features/ZJ001889.jpg,S0186,4.0,0.718,animal,0.718,"[0, 0.7425, 0.2958, 0.2277]",True,"(405, 4, 115, 276)"
1890,ZJ001890,train_features/ZJ001890.jpg,S0141,3.0,0.151,animal,0.151,"[0, 0.8194, 0.1578, 0.1361]",True,"(299, 4, 41, 93)"
1891,ZJ001891,train_features/ZJ001891.jpg,S0122,0.0,0.0179,person,0.0179,"[0, 0.01111, 0.03125, 0.9194]",True,"(8, 4, 323, 12)"
1892,ZJ001892,train_features/ZJ001892.jpg,S0009,0.0,,,,,False,
1893,ZJ001893,train_features/ZJ001893.jpg,S0069,3.0,0.823,animal,0.823,"[0.5604, 0, 0.1322, 0.9666]",True,"(4, 542, 514, 119)"
1894,ZJ001894,train_features/ZJ001894.jpg,S0063,1.0,0.0166,animal,0.0166,"[0.2281, 0.9518, 0.09375, 0.02037]",True,"(518, 223, 3, 82)"
1895,ZJ001895,train_features/ZJ001895.jpg,S0016,1.0,0.974,animal,0.974,"[0.4729, 0.4814, 0.3604, 0.4944]",True,"(264, 458, 259, 338)"
1896,ZJ001896,train_features/ZJ001896.jpg,S0036,0.0,0.00619,animal,0.00619,"[0.3843, 0.4638, 0.2, 0.3361]",True,"(171, 250, 113, 120)"
1897,ZJ001897,train_features/ZJ001897.jpg,S0157,0.0,0.462,animal,0.462,"[0.06093, 0.5277, 0.1624, 0.1944]",True,"(194, 43, 62, 96)"
1898,ZJ001898,train_features/ZJ001898.jpg,S0060,2.0,0.824,animal,0.824,"[0, 0.7629, 0.2583, 0.2074]",True,"(416, 4, 104, 240)"
1899,ZJ001899,train_features/ZJ001899.jpg,S0013,3.0,0.343,animal,0.343,"[0.3765, 0.5416, 0.1156, 0.1777]",True,"(199, 245, 56, 66)"
1900,ZJ001900,train_features/ZJ001900.jpg,S0014,4.0,0.228,animal,0.228,"[0, 0.002777, 1.0, 0.9833]",True,"(5, 4, 346, 632)"
1901,ZJ001901,train_features/ZJ001901.jpg,S0077,1.0,0.0489,animal,0.0489,"[0.009374, 0.4444, 0.07656, 0.1333]",True,"(164, 10, 40, 41)"
1902,ZJ001902,train_features/ZJ001902.jpg,S0186,4.0,,,,,False,
1903,ZJ001903,train_features/ZJ001903.jpg,S0089,3.0,0.661,animal,0.661,"[0.6218, 0.7472, 0.1968, 0.2055]",True,"(273, 402, 66, 118)"
1904,ZJ001904,train_features/ZJ001904.jpg,S0134,1.0,0.922,animal,0.922,"[0.07083, 0.8481, 0.1239, 0.1222]",True,"(462, 72, 58, 111)"
1905,ZJ001905,train_features/ZJ001905.jpg,S0060,2.0,0.412,animal,0.412,"[0.5895, 0.4407, 0.05833, 0.1981]",True,"(242, 570, 99, 48)"
1906,ZJ001906,train_features/ZJ001906.jpg,S0108,0.0,0.67,animal,0.67,"[0.001562, 0.3027, 0.2718, 0.4861]",True,"(113, 5, 167, 166)"
1907,ZJ001907,train_features/ZJ001907.jpg,S0149,0.0,0.523,animal,0.523,"[0.2125, 0.6416, 0.08593, 0.09444]",True,"(235, 140, 26, 47)"
1908,ZJ001908,train_features/ZJ001908.jpg,S0008,4.0,0.815,animal,0.815,"[0, 0.6444, 0.2031, 0.3083]",True,"(236, 4, 103, 122)"
1909,ZJ001909,train_features/ZJ001909.jpg,S0009,0.0,0.638,animal,0.638,"[0.889, 0.4138, 0.1109, 0.1944]",True,"(153, 573, 62, 63)"
1910,ZJ001910,train_features/ZJ001910.jpg,S0043,3.0,0.612,animal,0.612,"[0.3671, 0.7361, 0.2453, 0.1777]",True,"(269, 239, 56, 149)"
1911,ZJ001911,train_features/ZJ001911.jpg,S0170,1.0,0.035,person,0.035,"[0, 0.3249, 0.03333, 0.3166]",True,"(82, 4, 68, 4)"
1912,ZJ001912,train_features/ZJ001912.jpg,S0101,1.0,0.337,animal,0.337,"[0.1531, 0.8833, 0.1562, 0.07222]",True,"(322, 102, 18, 92)"
1913,ZJ001913,train_features/ZJ001913.jpg,S0062,2.0,0.927,animal,0.927,"[0.3718, 0.4962, 0.2125, 0.1962]",True,"(272, 361, 98, 196)"
1914,ZJ001914,train_features/ZJ001914.jpg,S0136,0.0,,,,,False,
1915,ZJ001915,train_features/ZJ001915.jpg,S0122,0.0,,,,,False,
1916,ZJ001916,train_features/ZJ001916.jpg,S0075,4.0,0.853,animal,0.853,"[0.6734, 0.5888, 0.1781, 0.3249]",True,"(216, 435, 109, 106)"
1917,ZJ001917,train_features/ZJ001917.jpg,S0049,3.0,0.672,animal,0.672,"[0.4031, 0.4555, 0.1406, 0.2666]",True,"(168, 262, 88, 82)"
1918,ZJ001918,train_features/ZJ001918.jpg,S0060,2.0,0.661,animal,0.661,"[0.1499, 0.6018, 0.1843, 0.1592]",True,"(329, 148, 78, 169)"
1919,ZJ001919,train_features/ZJ001919.jpg,S0071,1.0,0.0728,animal,0.0728,"[0.6739, 0.5296, 0.1749, 0.1333]",True,"(290, 651, 64, 160)"
1920,ZJ001920,train_features/ZJ001920.jpg,S0031,2.0,0.896,animal,0.896,"[0, 0.2111, 1.0, 0.7861]",True,"(80, 4, 275, 632)"
1921,ZJ001921,train_features/ZJ001921.jpg,S0053,3.0,0.924,animal,0.924,"[0.5499, 0.3259, 0.1447, 0.3518]",True,"(180, 532, 182, 131)"
1922,ZJ001922,train_features/ZJ001922.jpg,S0122,0.0,0.162,animal,0.162,"[0.6812, 0.6833, 0.3187, 0.2694]",True,"(250, 440, 89, 196)"
1923,ZJ001923,train_features/ZJ001923.jpg,S0015,2.0,0.297,animal,0.297,"[0, 0, 0.5859, 0.9972]",True,"(4, 4, 351, 367)"
