image_name,file,max_detection_conf,category,conf,bbox,bbox_normalized,bbox_true,bbox_im_size_224
ZJ001877,ZJ001877.jpg,0.68,animal,0.68,"(175, 711, 39, 84)","[0.7364, 0.3166, 0.09583, 0.08703]",True,"(75, 169, 11, 13)"
ZJ001878,ZJ001878.jpg,,,,,,False,
ZJ001879,ZJ001879.jpg,0.608,animal,0.608,"(191, 299, 46, 70)","[0.4609, 0.5194, 0.1218, 0.15]",True,"(120, 107, 26, 19)"
ZJ001880,ZJ001880.jpg,0.422,animal,0.422,"(219, 586, 44, 73)","[0.6062, 0.3981, 0.08437, 0.09629]",True,"(93, 140, 14, 11)"
ZJ001881,ZJ001881.jpg,0.939,animal,0.939,"(243, 889, 229, 67)","[0.9218, 0.4425, 0.07812, 0.4388]",True,"(103, 210, 90, 9)"
ZJ001882,ZJ001882.jpg,0.764,animal,0.764,"(113, 164, 83, 197)","[0.25, 0.3027, 0.3203, 0.2527]",True,"(72, 60, 49, 64)"
ZJ001883,ZJ001883.jpg,0.226,animal,0.226,"(265, 163, 74, 132)","[0.1656, 0.4833, 0.1458, 0.1518]",True,"(112, 41, 26, 25)"
ZJ001884,ZJ001884.jpg,0.607,animal,0.607,"(130, 379, 52, 31)","[0.5859, 0.35, 0.06093, 0.1666]",True,"(82, 135, 29, 6)"
ZJ001885,ZJ001885.jpg,0.00951,person,0.00951,"(198, 623, 141, 13)","[0.9671, 0.5388, 0.03281, 0.4138]",True,"(125, 221, 85, -1)"
ZJ001886,ZJ001886.jpg,0.76,animal,0.76,"(330, 4, 75, 154)","[0, 0.6037, 0.1687, 0.1537]",True,"(139, 4, 26, 30)"
ZJ001887,ZJ001887.jpg,0.968,animal,0.968,"(131, 315, 121, 191)","[0.4859, 0.3527, 0.3109, 0.3583]",True,"(83, 113, 72, 62)"
ZJ001888,ZJ001888.jpg,0.621,animal,0.621,"(232, 375, 54, 113)","[0.5796, 0.6333, 0.189, 0.1722]",True,"(146, 134, 31, 34)"
ZJ001889,ZJ001889.jpg,0.718,animal,0.718,"(405, 4, 115, 276)","[0, 0.7425, 0.2958, 0.2277]",True,"(170, 4, 43, 58)"
ZJ001890,ZJ001890.jpg,0.151,animal,0.151,"(299, 4, 41, 93)","[0, 0.8194, 0.1578, 0.1361]",True,"(188, 4, 22, 27)"
ZJ001891,ZJ001891.jpg,0.0179,person,0.0179,"(8, 4, 323, 12)","[0, 0.01111, 0.03125, 0.9194]",True,"(6, 4, 198, -1)"
ZJ001892,ZJ001892.jpg,,,,,,False,
ZJ001893,ZJ001893.jpg,0.823,animal,0.823,"(4, 542, 514, 119)","[0.5604, 0, 0.1322, 0.9666]",True,"(4, 130, 209, 22)"
ZJ001894,ZJ001894.jpg,0.0166,animal,0.0166,"(518, 223, 3, 82)","[0.2281, 0.9518, 0.09375, 0.02037]",True,"(217, 55, -3, 13)"
ZJ001895,ZJ001895.jpg,0.974,animal,0.974,"(264, 458, 259, 338)","[0.4729, 0.4814, 0.3604, 0.4944]",True,"(112, 110, 103, 73)"
ZJ001896,ZJ001896.jpg,0.00619,animal,0.00619,"(171, 250, 113, 120)","[0.3843, 0.4638, 0.2, 0.3361]",True,"(108, 90, 67, 37)"
ZJ001897,ZJ001897.jpg,0.462,animal,0.462,"(194, 43, 62, 96)","[0.06093, 0.5277, 0.1624, 0.1944]",True,"(122, 18, 36, 28)"
ZJ001898,ZJ001898.jpg,0.824,animal,0.824,"(416, 4, 104, 240)","[0, 0.7629, 0.2583, 0.2074]",True,"(175, 4, 38, 50)"
ZJ001899,ZJ001899.jpg,0.343,animal,0.343,"(199, 245, 56, 66)","[0.3765, 0.5416, 0.1156, 0.1777]",True,"(125, 88, 32, 18)"
ZJ001900,ZJ001900.jpg,0.228,animal,0.228,"(5, 4, 346, 632)","[0, 0.002777, 1.0, 0.9833]",True,"(5, 4, 212, 216)"
ZJ001901,ZJ001901.jpg,0.0489,animal,0.0489,"(164, 10, 40, 41)","[0.009374, 0.4444, 0.07656, 0.1333]",True,"(104, 6, 22, 9)"
ZJ001902,ZJ001902.jpg,,,,,,False,
ZJ001903,ZJ001903.jpg,0.661,animal,0.661,"(273, 402, 66, 118)","[0.6218, 0.7472, 0.1968, 0.2055]",True,"(171, 143, 38, 36)"
ZJ001904,ZJ001904.jpg,0.922,animal,0.922,"(462, 72, 58, 111)","[0.07083, 0.8481, 0.1239, 0.1222]",True,"(194, 20, 19, 20)"
ZJ001905,ZJ001905.jpg,0.412,animal,0.412,"(242, 570, 99, 48)","[0.5895, 0.4407, 0.05833, 0.1981]",True,"(103, 136, 36, 5)"
ZJ001906,ZJ001906.jpg,0.67,animal,0.67,"(113, 5, 167, 166)","[0.001562, 0.3027, 0.2718, 0.4861]",True,"(72, 4, 101, 53)"
ZJ001907,ZJ001907.jpg,0.523,animal,0.523,"(235, 140, 26, 47)","[0.2125, 0.6416, 0.08593, 0.09444]",True,"(148, 52, 13, 11)"
ZJ001908,ZJ001908.jpg,0.815,animal,0.815,"(236, 4, 103, 122)","[0, 0.6444, 0.2031, 0.3083]",True,"(148, 4, 61, 37)"
ZJ001909,ZJ001909.jpg,0.638,animal,0.638,"(153, 573, 62, 63)","[0.889, 0.4138, 0.1109, 0.1944]",True,"(97, 203, 36, 17)"
ZJ001910,ZJ001910.jpg,0.612,animal,0.612,"(269, 239, 56, 149)","[0.3671, 0.7361, 0.2453, 0.1777]",True,"(169, 86, 32, 47)"
ZJ001911,ZJ001911.jpg,0.035,person,0.035,"(82, 4, 68, 4)","[0, 0.3249, 0.03333, 0.3166]",True,"(77, 4, 63, -1)"
ZJ001912,ZJ001912.jpg,0.337,animal,0.337,"(322, 102, 18, 92)","[0.1531, 0.8833, 0.1562, 0.07222]",True,"(202, 38, 8, 27)"
ZJ001913,ZJ001913.jpg,0.927,animal,0.927,"(272, 361, 98, 196)","[0.3718, 0.4962, 0.2125, 0.1962]",True,"(115, 87, 36, 40)"
ZJ001914,ZJ001914.jpg,,,,,,False,
ZJ001915,ZJ001915.jpg,,,,,,False,
ZJ001916,ZJ001916.jpg,0.853,animal,0.853,"(216, 435, 109, 106)","[0.6734, 0.5888, 0.1781, 0.3249]",True,"(136, 155, 65, 32)"
ZJ001917,ZJ001917.jpg,0.672,animal,0.672,"(168, 262, 88, 82)","[0.4031, 0.4555, 0.1406, 0.2666]",True,"(106, 94, 52, 23)"
ZJ001918,ZJ001918.jpg,0.661,animal,0.661,"(329, 148, 78, 169)","[0.1499, 0.6018, 0.1843, 0.1592]",True,"(139, 38, 28, 33)"
ZJ001919,ZJ001919.jpg,0.0728,animal,0.0728,"(290, 651, 64, 160)","[0.6739, 0.5296, 0.1749, 0.1333]",True,"(123, 155, 22, 31)"
ZJ001920,ZJ001920.jpg,0.896,animal,0.896,"(80, 4, 275, 632)","[0, 0.2111, 1.0, 0.7861]",True,"(51, 4, 168, 216)"
ZJ001921,ZJ001921.jpg,0.924,animal,0.924,"(180, 532, 182, 131)","[0.5499, 0.3259, 0.1447, 0.3518]",True,"(77, 127, 71, 24)"
ZJ001922,ZJ001922.jpg,0.162,animal,0.162,"(250, 440, 89, 196)","[0.6812, 0.6833, 0.3187, 0.2694]",True,"(157, 157, 52, 63)"
ZJ001923,ZJ001923.jpg,0.297,animal,0.297,"(4, 4, 351, 367)","[0, 0, 0.5859, 0.9972]",True,"(4, 4, 215, 123)"
ZJ001924,ZJ001924.jpg,0.81,animal,0.81,"(231, 769, 76, 80)","[0.7968, 0.4203, 0.09166, 0.1555]",True,"(98, 182, 27, 13)"
ZJ001925,ZJ001925.jpg,0.732,animal,0.732,"(450, 583, 69, 67)","[0.6031, 0.8259, 0.07812, 0.1425]",True,"(189, 139, 24, 9)"
ZJ001926,ZJ001926.jpg,0.172,animal,0.172,"(128, 4, 119, 39)","[0, 0.3444, 0.07343, 0.3527]",True,"(81, 4, 71, 8)"
ZJ001927,ZJ001927.jpg,0.112,animal,0.112,"(4, 894, 507, 62)","[0.927, 0, 0.07291, 1.0]",True,"(4, 212, 216, 8)"
ZJ001928,ZJ001928.jpg,0.22,animal,0.22,"(462, 178, 56, 190)","[0.1812, 0.8481, 0.2062, 0.1185]",True,"(194, 45, 19, 38)"
ZJ001929,ZJ001929.jpg,0.938,animal,0.938,"(234, 160, 122, 313)","[0.2437, 0.6388, 0.5015, 0.3611]",True,"(147, 59, 73, 104)"
ZJ001930,ZJ001930.jpg,0.0253,animal,0.0253,"(206, 796, 304, 160)","[0.825, 0.3922, 0.1749, 0.6058]",True,"(92, 189, 128, 31)"
ZJ001931,ZJ001931.jpg,0.461,animal,0.461,"(233, 421, 26, 28)","[0.6515, 0.6361, 0.05624, 0.09444]",True,"(146, 150, 13, 5)"
ZJ001932,ZJ001932.jpg,0.95,animal,0.95,"(245, 161, 99, 235)","[0.2453, 0.6694, 0.3796, 0.2972]",True,"(154, 59, 59, 77)"
ZJ001933,ZJ001933.jpg,0.00554,animal,0.00554,"(481, 4, 38, 101)","[0, 0.8833, 0.1135, 0.08518]",True,"(202, 4, 11, 17)"
ZJ001934,ZJ001934.jpg,0.564,animal,0.564,"(176, 214, 342, 742)","[0.2187, 0.3185, 0.7812, 0.6481]",True,"(75, 53, 137, 167)"
ZJ001935,ZJ001935.jpg,0.0131,animal,0.0131,"(224, 427, 64, 66)","[0.6609, 0.6111, 0.1156, 0.2]",True,"(141, 152, 37, 18)"
ZJ001936,ZJ001936.jpg,0.0211,animal,0.0211,"(4, 493, 336, 143)","[0.764, 0, 0.2359, 0.9555]",True,"(4, 175, 206, 45)"
ZJ001937,ZJ001937.jpg,0.451,animal,0.451,"(416, 626, 74, 106)","[0.6479, 0.7629, 0.1187, 0.1518]",True,"(175, 149, 26, 19)"
ZJ001938,ZJ001938.jpg,0.00651,animal,0.00651,"(233, 154, 19, 37)","[0.2343, 0.6361, 0.07031, 0.075]",True,"(146, 56, 9, 8)"
ZJ001939,ZJ001939.jpg,0.495,animal,0.495,"(420, 4, 100, 66)","[0, 0.7703, 0.07708, 0.2]",True,"(177, 4, 37, 9)"
ZJ001940,ZJ001940.jpg,0.855,animal,0.855,"(287, 578, 122, 110)","[0.5979, 0.524, 0.1229, 0.2407]",True,"(121, 138, 46, 20)"
ZJ001941,ZJ001941.jpg,0.803,animal,0.803,"(185, 4, 145, 632)","[0, 0.5402, 1.0, 0.4567]",True,"(125, 4, 94, 216)"
ZJ001942,ZJ001942.jpg,0.816,animal,0.816,"(214, 166, 49, 80)","[0.2531, 0.5833, 0.1375, 0.1583]",True,"(135, 61, 27, 23)"
ZJ001943,ZJ001943.jpg,0.767,animal,0.767,"(311, 178, 29, 228)","[0.2718, 0.8527, 0.3687, 0.1027]",True,"(195, 65, 15, 75)"
ZJ001944,ZJ001944.jpg,0.218,animal,0.218,"(208, 554, 94, 63)","[0.8593, 0.5666, 0.1109, 0.2833]",True,"(131, 196, 55, 17)"
ZJ001945,ZJ001945.jpg,0.77,animal,0.77,"(145, 5, 210, 628)","[0.001562, 0.3916, 0.9937, 0.6055]",True,"(92, 4, 128, 215)"
ZJ001946,ZJ001946.jpg,0.00831,vehicle,0.00831,"(220, 748, 290, 208)","[0.7749, 0.4194, 0.2249, 0.5786]",True,"(98, 178, 122, 42)"
ZJ001947,ZJ001947.jpg,0.939,animal,0.939,"(270, 159, 70, 189)","[0.2421, 0.7388, 0.3078, 0.2166]",True,"(169, 58, 41, 61)"
ZJ001948,ZJ001948.jpg,0.89,animal,0.89,"(172, 888, 130, 67)","[0.9208, 0.3111, 0.07812, 0.2555]",True,"(74, 210, 49, 9)"
ZJ001949,ZJ001949.jpg,0.93,animal,0.93,"(242, 538, 97, 98)","[0.8343, 0.6611, 0.1656, 0.2916]",True,"(152, 191, 57, 29)"
ZJ001950,ZJ001950.jpg,0.0748,animal,0.0748,"(55, 100, 28, 32)","[0.6, 0.4249, 0.25, 0.3]",True,"(99, 138, 59, 48)"
ZJ001951,ZJ001951.jpg,0.929,animal,0.929,"(372, 4, 147, 347)","[0, 0.6814, 0.3697, 0.287]",True,"(157, 4, 56, 75)"
ZJ001952,ZJ001952.jpg,0.74,animal,0.74,"(185, 528, 88, 108)","[0.8187, 0.5027, 0.1812, 0.2666]",True,"(117, 187, 52, 33)"
ZJ001953,ZJ001953.jpg,0.511,animal,0.511,"(150, 56, 69, 46)","[0.1444, 0.6083, 0.15, 0.3208]",True,"(140, 36, 64, 26)"
ZJ001954,ZJ001954.jpg,,,,,,False,
ZJ001955,ZJ001955.jpg,0.012,person,0.012,"(14, 4, 328, 39)","[0, 0.02777, 0.07343, 0.9333]",True,"(10, 4, 201, 8)"
ZJ001956,ZJ001956.jpg,0.743,animal,0.743,"(260, 431, 114, 77)","[0.4447, 0.474, 0.08854, 0.2259]",True,"(110, 104, 43, 12)"
ZJ001957,ZJ001957.jpg,0.966,animal,0.966,"(149, 4, 370, 952)","[0, 0.2685, 1.0, 0.6999]",True,"(64, 4, 149, 216)"
ZJ001958,ZJ001958.jpg,,,,,,False,
ZJ001959,ZJ001959.jpg,0.68,animal,0.68,"(188, 27, 72, 88)","[0.03593, 0.5111, 0.15, 0.2222]",True,"(118, 12, 42, 26)"
ZJ001960,ZJ001960.jpg,0.822,animal,0.822,"(452, 849, 67, 95)","[0.8802, 0.8296, 0.1072, 0.1388]",True,"(190, 201, 23, 16)"
ZJ001961,ZJ001961.jpg,0.869,animal,0.869,"(356, 92, 141, 307)","[0.09166, 0.6518, 0.3281, 0.2759]",True,"(150, 25, 54, 65)"
ZJ001962,ZJ001962.jpg,0.825,animal,0.825,"(154, 4, 82, 96)","[0, 0.625, 0.2888, 0.375]",True,"(144, 4, 76, 57)"
ZJ001963,ZJ001963.jpg,0.0292,animal,0.0292,"(202, 207, 78, 72)","[0.3171, 0.5499, 0.125, 0.2388]",True,"(127, 75, 45, 20)"
ZJ001964,ZJ001964.jpg,0.915,animal,0.915,"(301, 258, 157, 251)","[0.2645, 0.55, 0.2697, 0.3055]",True,"(127, 63, 60, 52)"
ZJ001965,ZJ001965.jpg,0.967,animal,0.967,"(232, 677, 255, 279)","[0.701, 0.4222, 0.2989, 0.487]",True,"(99, 161, 101, 59)"
ZJ001966,ZJ001966.jpg,0.0243,animal,0.0243,"(435, 281, 77, 198)","[0.2885, 0.7981, 0.2145, 0.1574]",True,"(183, 69, 27, 40)"
ZJ001967,ZJ001967.jpg,0.957,animal,0.957,"(116, 296, 239, 204)","[0.4562, 0.3111, 0.3312, 0.6861]",True,"(74, 106, 146, 66)"
ZJ001968,ZJ001968.jpg,0.265,animal,0.265,"(406, 4, 114, 74)","[0, 0.7444, 0.08541, 0.2259]",True,"(171, 4, 43, 11)"
ZJ001969,ZJ001969.jpg,0.813,animal,0.813,"(240, 321, 99, 118)","[0.4953, 0.6555, 0.1968, 0.2972]",True,"(151, 115, 59, 36)"
ZJ001970,ZJ001970.jpg,0.927,animal,0.927,"(245, 532, 95, 104)","[0.825, 0.6694, 0.1749, 0.2861]",True,"(154, 189, 56, 31)"
ZJ001971,ZJ001971.jpg,0.415,animal,0.415,"(281, 136, 79, 170)","[0.1375, 0.5129, 0.1854, 0.1611]",True,"(119, 35, 28, 34)"
ZJ001972,ZJ001972.jpg,,,,,,False,
ZJ001973,ZJ001973.jpg,0.423,animal,0.423,"(340, 4, 116, 206)","[0, 0.6222, 0.2229, 0.2296]",True,"(143, 4, 43, 42)"
ZJ001974,ZJ001974.jpg,0.793,animal,0.793,"(209, 4, 81, 108)","[0, 0.5694, 0.1812, 0.2472]",True,"(132, 4, 47, 33)"
ZJ001975,ZJ001975.jpg,0.019,animal,0.019,"(359, 319, 81, 102)","[0.3281, 0.6574, 0.1145, 0.1648]",True,"(151, 77, 29, 18)"
ZJ001976,ZJ001976.jpg,0.0732,animal,0.0732,"(4, 4, 327, 631)","[0, 0, 0.9984, 1.0]",True,"(4, 4, 216, 216)"
ZJ001977,ZJ001977.jpg,0.735,animal,0.735,"(5, 111, 114, 156)","[0.1671, 0.002777, 0.2562, 0.3388]",True,"(5, 41, 68, 49)"
ZJ001978,ZJ001978.jpg,0.208,animal,0.208,"(241, 4, 115, 145)","[0, 0.6583, 0.239, 0.3416]",True,"(151, 4, 69, 46)"
ZJ001979,ZJ001979.jpg,0.534,animal,0.534,"(102, 4, 75, 46)","[0, 0.2722, 0.08437, 0.2305]",True,"(65, 4, 44, 11)"
ZJ001980,ZJ001980.jpg,0.344,animal,0.344,"(50, 4, 281, 117)","[0, 0.1373, 0.1953, 0.8626]",True,"(35, 4, 185, 36)"
ZJ001981,ZJ001981.jpg,0.936,animal,0.936,"(398, 66, 122, 175)","[0.06458, 0.7296, 0.1906, 0.2407]",True,"(167, 18, 46, 35)"
ZJ001982,ZJ001982.jpg,0.392,animal,0.392,"(242, 4, 114, 145)","[0, 0.6611, 0.239, 0.3388]",True,"(152, 4, 68, 46)"
ZJ001983,ZJ001983.jpg,0.971,animal,0.971,"(108, 5, 231, 398)","[0.001562, 0.2888, 0.6343, 0.6638]",True,"(69, 4, 141, 134)"
ZJ001984,ZJ001984.jpg,0.954,animal,0.954,"(366, 578, 153, 200)","[0.5979, 0.6703, 0.2166, 0.2981]",True,"(154, 138, 59, 41)"
ZJ001985,ZJ001985.jpg,0.973,animal,0.973,"(285, 164, 234, 687)","[0.1666, 0.5203, 0.7239, 0.4481]",True,"(121, 41, 92, 154)"
ZJ001986,ZJ001986.jpg,0.756,animal,0.756,"(474, 733, 46, 223)","[0.7593, 0.8703, 0.2406, 0.1]",True,"(199, 174, 14, 46)"
ZJ001987,ZJ001987.jpg,0.928,animal,0.928,"(175, 44, 181, 378)","[0.0625, 0.475, 0.6031, 0.5249]",True,"(110, 18, 110, 127)"
ZJ001988,ZJ001988.jpg,0.861,animal,0.861,"(74, 4, 265, 632)","[0, 0.1944, 1.0, 0.7583]",True,"(48, 4, 162, 216)"
ZJ001989,ZJ001989.jpg,0.0437,animal,0.0437,"(119, 215, 47, 22)","[0.3296, 0.3194, 0.04687, 0.1527]",True,"(76, 78, 26, 2)"
ZJ001990,ZJ001990.jpg,,,,,,False,
ZJ001991,ZJ001991.jpg,0.641,animal,0.641,"(313, 304, 98, 210)","[0.3124, 0.5722, 0.227, 0.1962]",True,"(132, 74, 36, 43)"
ZJ001992,ZJ001992.jpg,0.84,animal,0.84,"(269, 780, 110, 135)","[0.8083, 0.4907, 0.1489, 0.2185]",True,"(114, 185, 41, 25)"
ZJ001993,ZJ001993.jpg,0.139,animal,0.139,"(155, 98, 34, 74)","[0.2611, 0.6291, 0.2277, 0.1749]",True,"(145, 62, 31, 43)"
ZJ001994,ZJ001994.jpg,0.521,animal,0.521,"(134, 245, 38, 39)","[0.6694, 0.5416, 0.1305, 0.1916]",True,"(125, 154, 35, 21)"
ZJ001995,ZJ001995.jpg,0.0494,animal,0.0494,"(78, 117, 16, 23)","[0.7062, 0.6166, 0.1937, 0.2]",True,"(142, 162, 37, 35)"
ZJ001996,ZJ001996.jpg,0.498,animal,0.498,"(246, 4, 94, 127)","[0, 0.6722, 0.2109, 0.2833]",True,"(155, 4, 55, 39)"
ZJ001997,ZJ001997.jpg,0.934,animal,0.934,"(376, 4, 143, 340)","[0, 0.6888, 0.3625, 0.2796]",True,"(158, 4, 55, 73)"
ZJ001998,ZJ001998.jpg,,,,,,False,
ZJ001999,ZJ001999.jpg,0.458,animal,0.458,"(242, 318, 27, 50)","[0.327, 0.4407, 0.06041, 0.06481]",True,"(103, 77, 7, 6)"
ZJ002000,ZJ002000.jpg,0.628,animal,0.628,"(231, 85, 103, 90)","[0.1265, 0.6305, 0.1531, 0.3083]",True,"(145, 32, 61, 26)"
ZJ002001,ZJ002001.jpg,0.0213,animal,0.0213,"(65, 4, 454, 314)","[0, 0.1129, 0.3354, 0.8555]",True,"(29, 4, 184, 67)"
ZJ002002,ZJ002002.jpg,,,,,,False,
ZJ002003,ZJ002003.jpg,0.387,animal,0.387,"(343, 681, 40, 83)","[0.7052, 0.6277, 0.09479, 0.08888]",True,"(145, 162, 12, 13)"
ZJ002004,ZJ002004.jpg,0.0238,animal,0.0238,"(149, 923, 85, 33)","[0.9572, 0.2685, 0.0427, 0.1722]",True,"(64, 218, 31, 2)"
ZJ002005,ZJ002005.jpg,0.118,animal,0.118,"(321, 544, 80, 264)","[0.5624, 0.587, 0.2833, 0.1629]",True,"(135, 130, 28, 55)"
ZJ002006,ZJ002006.jpg,0.00878,animal,0.00878,"(362, 4, 100, 30)","[0, 0.6629, 0.03958, 0.2]",True,"(152, 4, 37, 1)"
ZJ002007,ZJ002007.jpg,0.574,animal,0.574,"(347, 435, 172, 520)","[0.4489, 0.6351, 0.55, 0.3333]",True,"(146, 105, 67, 115)"
ZJ002008,ZJ002008.jpg,0.683,animal,0.683,"(280, 559, 160, 151)","[0.5781, 0.5111, 0.1656, 0.3111]",True,"(118, 133, 62, 29)"
ZJ002009,ZJ002009.jpg,0.487,animal,0.487,"(128, 182, 110, 198)","[0.2781, 0.3444, 0.3218, 0.3277]",True,"(81, 66, 65, 64)"
ZJ002010,ZJ002010.jpg,0.0647,animal,0.0647,"(179, 297, 26, 27)","[0.4578, 0.4861, 0.05468, 0.09444]",True,"(113, 107, 13, 4)"
ZJ002011,ZJ002011.jpg,0.751,animal,0.751,"(154, 25, 99, 226)","[0.03281, 0.4477, 0.3656, 0.3194]",True,"(104, 11, 64, 74)"
ZJ002012,ZJ002012.jpg,0.958,animal,0.958,"(273, 4, 149, 183)","[0, 0.4981, 0.1989, 0.2907]",True,"(116, 4, 57, 37)"
ZJ002013,ZJ002013.jpg,0.0104,person,0.0104,"(31, 132, 8, 1)","[0.8, 0.2249, 0.05624, 0.1333]",True,"(54, 183, 22, 5)"
ZJ002014,ZJ002014.jpg,0.812,animal,0.812,"(279, 137, 55, 52)","[0.1385, 0.5092, 0.0625, 0.1166]",True,"(118, 35, 18, 6)"
ZJ002015,ZJ002015.jpg,0.639,animal,0.639,"(298, 140, 56, 128)","[0.1416, 0.5444, 0.1416, 0.1185]",True,"(126, 36, 19, 24)"
ZJ002016,ZJ002016.jpg,0.66,animal,0.66,"(195, 376, 30, 36)","[0.5812, 0.5305, 0.06875, 0.1055]",True,"(123, 134, 16, 7)"
ZJ002017,ZJ002017.jpg,0.227,animal,0.227,"(405, 4, 115, 73)","[0, 0.7425, 0.08437, 0.2277]",True,"(170, 4, 43, 11)"
ZJ002018,ZJ002018.jpg,0.874,animal,0.874,"(389, 377, 130, 167)","[0.3885, 0.7129, 0.1822, 0.2555]",True,"(164, 91, 49, 33)"
ZJ002019,ZJ002019.jpg,0.301,animal,0.301,"(83, 4, 33, 68)","[0, 0.6583, 0.4749, 0.3416]",True,"(151, 4, 69, 98)"
ZJ002020,ZJ002020.jpg,0.399,animal,0.399,"(4, 5, 515, 273)","[0.001041, 0, 0.2927, 0.9685]",True,"(4, 4, 209, 58)"
ZJ002021,ZJ002021.jpg,,,,,,False,
ZJ002022,ZJ002022.jpg,0.411,animal,0.411,"(203, 150, 57, 29)","[0.2281, 0.594, 0.05781, 0.194]",True,"(137, 55, 35, 5)"
ZJ002023,ZJ002023.jpg,0.834,animal,0.834,"(124, 74, 179, 263)","[0.1093, 0.3333, 0.4234, 0.5194]",True,"(79, 28, 108, 87)"
ZJ002024,ZJ002024.jpg,,,,,,False,
ZJ002025,ZJ002025.jpg,0.585,animal,0.585,"(472, 605, 48, 117)","[0.626, 0.8666, 0.1302, 0.1037]",True,"(198, 144, 15, 21)"
ZJ002026,ZJ002026.jpg,0.00733,animal,0.00733,"(426, 394, 94, 83)","[0.4062, 0.7814, 0.09479, 0.1888]",True,"(179, 95, 34, 13)"
ZJ002027,ZJ002027.jpg,0.466,animal,0.466,"(320, 305, 20, 56)","[0.4703, 0.8777, 0.1, 0.07777]",True,"(201, 109, 9, 14)"
ZJ002028,ZJ002028.jpg,0.434,animal,0.434,"(164, 213, 72, 52)","[0.5805, 0.6666, 0.1666, 0.3333]",True,"(153, 134, 67, 29)"
ZJ002029,ZJ002029.jpg,,,,,,False,
ZJ002030,ZJ002030.jpg,0.835,animal,0.835,"(244, 176, 132, 124)","[0.1791, 0.4444, 0.1375, 0.2592]",True,"(104, 44, 50, 23)"
ZJ002031,ZJ002031.jpg,0.684,animal,0.684,"(203, 150, 56, 29)","[0.2281, 0.594, 0.05781, 0.191]",True,"(137, 55, 35, 5)"
ZJ002032,ZJ002032.jpg,0.235,animal,0.235,"(253, 214, 89, 116)","[0.2187, 0.4611, 0.1291, 0.1796]",True,"(107, 53, 32, 21)"
ZJ002033,ZJ002033.jpg,0.94,animal,0.94,"(357, 4, 163, 364)","[0, 0.6537, 0.3874, 0.3166]",True,"(150, 4, 63, 79)"
ZJ002034,ZJ002034.jpg,,,,,,False,
ZJ002035,ZJ002035.jpg,0.0972,animal,0.0972,"(118, 74, 85, 65)","[0.1944, 0.4749, 0.2027, 0.3874]",True,"(110, 48, 79, 37)"
ZJ002036,ZJ002036.jpg,0.813,animal,0.813,"(224, 201, 115, 397)","[0.3078, 0.6111, 0.6328, 0.3416]",True,"(141, 73, 69, 134)"
ZJ002037,ZJ002037.jpg,0.717,animal,0.717,"(363, 209, 89, 134)","[0.2135, 0.6648, 0.1479, 0.1796]",True,"(153, 52, 32, 25)"
ZJ002038,ZJ002038.jpg,0.245,animal,0.245,"(256, 280, 26, 26)","[0.4312, 0.7, 0.05312, 0.09444]",True,"(161, 101, 13, 4)"
ZJ002039,ZJ002039.jpg,0.125,vehicle,0.125,"(5, 6, 111, 350)","[0.005555, 0.004166, 0.9944, 0.4958]",True,"(5, 5, 103, 215)"
ZJ002040,ZJ002040.jpg,0.448,animal,0.448,"(253, 4, 86, 125)","[0, 0.6916, 0.2078, 0.2611]",True,"(159, 4, 50, 39)"
ZJ002041,ZJ002041.jpg,0.703,animal,0.703,"(4, 392, 515, 81)","[0.4041, 0, 0.0927, 0.9685]",True,"(4, 95, 209, 13)"
ZJ002042,ZJ002042.jpg,0.81,animal,0.81,"(331, 139, 79, 200)","[0.1406, 0.6055, 0.2166, 0.1611]",True,"(140, 35, 28, 41)"
ZJ002043,ZJ002043.jpg,0.81,animal,0.81,"(194, 248, 42, 138)","[0.2541, 0.3518, 0.152, 0.09259]",True,"(83, 61, 13, 26)"
ZJ002044,ZJ002044.jpg,0.0432,animal,0.0432,"(204, 488, 135, 36)","[0.7562, 0.5555, 0.06875, 0.3972]",True,"(128, 173, 81, 7)"
ZJ002045,ZJ002045.jpg,0.0189,animal,0.0189,"(221, 4, 68, 109)","[0, 0.6027, 0.1828, 0.2111]",True,"(139, 4, 39, 33)"
ZJ002046,ZJ002046.jpg,0.0823,animal,0.0823,"(114, 470, 104, 27)","[0.7281, 0.3055, 0.05468, 0.3111]",True,"(72, 167, 62, 4)"
ZJ002047,ZJ002047.jpg,0.579,animal,0.579,"(253, 4, 86, 143)","[0, 0.6916, 0.2359, 0.2611]",True,"(159, 4, 50, 45)"
ZJ002048,ZJ002048.jpg,,,,,,False,
ZJ002049,ZJ002049.jpg,0.0404,animal,0.0404,"(340, 611, 107, 345)","[0.6322, 0.6222, 0.3677, 0.2129]",True,"(143, 146, 40, 74)"
ZJ002050,ZJ002050.jpg,0.845,animal,0.845,"(205, 562, 114, 74)","[0.8718, 0.5583, 0.1281, 0.3388]",True,"(129, 199, 68, 21)"
ZJ002051,ZJ002051.jpg,0.948,animal,0.948,"(244, 4, 234, 304)","[0, 0.4444, 0.3249, 0.4481]",True,"(104, 4, 92, 65)"
ZJ002052,ZJ002052.jpg,0.786,animal,0.786,"(5, 4, 515, 952)","[0, 0.001851, 1.0, 0.9685]",True,"(4, 4, 209, 216)"
