id,filepath,site,conf,bbox,bbox_normalized,bbox_true,bbox_im_size_224
ZJ017678,test_features/ZJ017678.jpg,S0116,0.7,"(237, 312, 84, 103)","[0.4812, 0.6472, 0.1734, 0.2555]",True,"(149, 112, 49, 31)"
ZJ017679,test_features/ZJ017679.jpg,S0199,0.017,"(146, 75, 18, 16)","[0.1972, 0.5916, 0.06666, 0.1083]",True,"(137, 48, 16, 7)"
ZJ017680,test_features/ZJ017680.jpg,S0041,0.0332,"(138, 152, 93, 97)","[0.2312, 0.3722, 0.164, 0.2805]",True,"(87, 56, 55, 29)"
ZJ017681,test_features/ZJ017681.jpg,S0128,0.538,"(257, 603, 46, 33)","[0.9359, 0.7027, 0.06406, 0.15]",True,"(161, 214, 26, 6)"
ZJ017682,test_features/ZJ017682.jpg,S0162,,,,False,
ZJ017683,test_features/ZJ017683.jpg,S0040,0.94,"(212, 161, 138, 351)","[0.1635, 0.3851, 0.3739, 0.2703]",True,"(90, 41, 53, 76)"
ZJ017684,test_features/ZJ017684.jpg,S0033,,,,False,
ZJ017685,test_features/ZJ017685.jpg,S0199,0.00632,"(138, 65, 30, 111)","[0.1694, 0.5583, 0.3305, 0.1583]",True,"(129, 42, 27, 66)"
ZJ017686,test_features/ZJ017686.jpg,S0114,0.0932,"(4, 282, 327, 354)","[0.4343, 0, 0.5656, 1.0]",True,"(4, 101, 216, 119)"
ZJ017687,test_features/ZJ017687.jpg,S0114,0.631,"(137, 389, 100, 64)","[0.6015, 0.397, 0.1124, 0.3223]",True,"(93, 139, 64, 17)"
ZJ017688,test_features/ZJ017688.jpg,S0040,0.0854,"(288, 197, 38, 69)","[0.201, 0.5514, 0.0802, 0.08932]",True,"(128, 49, 12, 10)"
ZJ017689,test_features/ZJ017689.jpg,S0086,0.837,"(271, 74, 60, 197)","[0.1093, 0.797, 0.3203, 0.2029]",True,"(183, 28, 37, 64)"
ZJ017690,test_features/ZJ017690.jpg,S0064,0.0127,"(339, 534, 65, 110)","[0.552, 0.6203, 0.1229, 0.1351]",True,"(143, 128, 22, 20)"
ZJ017691,test_features/ZJ017691.jpg,S0011,0.0167,"(4, 431, 337, 205)","[0.6671, 0, 0.3328, 0.9583]",True,"(4, 153, 207, 67)"
ZJ017692,test_features/ZJ017692.jpg,S0067,0.342,"(298, 21, 58, 189)","[0.02656, 0.8166, 0.3078, 0.1833]",True,"(187, 10, 33, 61)"
ZJ017693,test_features/ZJ017693.jpg,S0040,0.961,"(4, 4, 428, 754)","[0, 0, 0.7937, 0.8074]",True,"(4, 4, 173, 170)"
ZJ017694,test_features/ZJ017694.jpg,S0142,0.138,"(177, 4, 49, 40)","[0, 0.4805, 0.075, 0.1583]",True,"(112, 4, 27, 9)"
ZJ017695,test_features/ZJ017695.jpg,S0072,0.253,"(350, 222, 50, 34)","[0.227, 0.6718, 0.04374, 0.1126]",True,"(154, 55, 17, 2)"
ZJ017696,test_features/ZJ017696.jpg,S0114,0.623,"(4, 4, 326, 632)","[0, 0, 1.0, 0.997]",True,"(4, 4, 215, 216)"
ZJ017697,test_features/ZJ017697.jpg,S0162,0.957,"(119, 302, 315, 475)","[0.3104, 0.2129, 0.5031, 0.5981]",True,"(52, 74, 126, 105)"
ZJ017698,test_features/ZJ017698.jpg,S0037,0.678,"(152, 300, 76, 88)","[0.4625, 0.4111, 0.15, 0.2333]",True,"(96, 108, 44, 26)"
ZJ017699,test_features/ZJ017699.jpg,S0162,,,,False,
ZJ017700,test_features/ZJ017700.jpg,S0067,0.305,"(222, 221, 33, 70)","[0.339, 0.6055, 0.1218, 0.1138]",True,"(140, 80, 17, 19)"
ZJ017701,test_features/ZJ017701.jpg,S0040,0.917,"(103, 741, 372, 198)","[0.7677, 0.1833, 0.2145, 0.7037]",True,"(45, 176, 150, 40)"
ZJ017702,test_features/ZJ017702.jpg,S0064,0.0068,"(321, 763, 126, 193)","[0.7906, 0.587, 0.2093, 0.2481]",True,"(135, 181, 48, 39)"
ZJ017703,test_features/ZJ017703.jpg,S0072,0.00666,"(251, 729, 35, 44)","[0.7552, 0.4574, 0.05416, 0.07962]",True,"(106, 173, 10, 4)"
ZJ017704,test_features/ZJ017704.jpg,S0086,0.00936,"(100, 57, 36, 7)","[0.1656, 0.4, 0.04687, 0.1833]",True,"(94, 41, 33, 2)"
ZJ017705,test_features/ZJ017705.jpg,S0087,0.0133,"(85, 50, 31, 12)","[0.2874, 0.6749, 0.125, 0.3249]",True,"(155, 68, 65, 20)"
ZJ017706,test_features/ZJ017706.jpg,S0162,0.892,"(339, 244, 116, 117)","[0.2499, 0.6203, 0.1302, 0.2296]",True,"(143, 60, 43, 21)"
ZJ017707,test_features/ZJ017707.jpg,S0162,0.0167,"(186, 919, 98, 37)","[0.9531, 0.337, 0.04687, 0.1962]",True,"(79, 217, 36, 2)"
ZJ017708,test_features/ZJ017708.jpg,S0040,0.432,"(291, 5, 230, 950)","[0.001041, 0.5314, 0.9979, 0.4407]",True,"(123, 4, 91, 216)"
ZJ017709,test_features/ZJ017709.jpg,S0040,0.841,"(201, 275, 100, 339)","[0.2822, 0.3648, 0.3614, 0.2]",True,"(86, 67, 37, 73)"
ZJ017710,test_features/ZJ017710.jpg,S0033,0.899,"(234, 4, 91, 81)","[0, 0.6388, 0.139, 0.275]",True,"(147, 4, 54, 23)"
ZJ017711,test_features/ZJ017711.jpg,S0040,0.801,"(253, 753, 77, 139)","[0.7802, 0.4611, 0.1531, 0.1574]",True,"(107, 179, 27, 26)"
ZJ017712,test_features/ZJ017712.jpg,S0064,0.0138,"(304, 659, 214, 297)","[0.6822, 0.5555, 0.3177, 0.4111]",True,"(128, 157, 84, 63)"
ZJ017713,test_features/ZJ017713.jpg,S0072,0.249,"(185, 319, 91, 59)","[0.3281, 0.3514, 0.06979, 0.1922]",True,"(83, 77, 35, 8)"
ZJ017714,test_features/ZJ017714.jpg,S0132,0.968,"(124, 224, 231, 245)","[0.3437, 0.3333, 0.3953, 0.6638]",True,"(79, 81, 141, 81)"
ZJ017715,test_features/ZJ017715.jpg,S0041,0.016,"(239, 4, 44, 19)","[0, 0.6527, 0.04218, 0.1444]",True,"(150, 4, 24, 1)"
ZJ017716,test_features/ZJ017716.jpg,S0037,0.786,"(234, 294, 122, 331)","[0.4531, 0.6388, 0.5296, 0.3611]",True,"(147, 105, 73, 111)"
ZJ017717,test_features/ZJ017717.jpg,S0072,0.917,"(364, 649, 155, 306)","[0.6718, 0.6666, 0.327, 0.3018]",True,"(153, 154, 60, 65)"
ZJ017718,test_features/ZJ017718.jpg,S0128,0.904,"(215, 238, 93, 111)","[0.3656, 0.5861, 0.1859, 0.2805]",True,"(135, 86, 55, 34)"
ZJ017719,test_features/ZJ017719.jpg,S0116,0.546,"(255, 334, 68, 86)","[0.5156, 0.6972, 0.1468, 0.2111]",True,"(160, 119, 39, 25)"
ZJ017720,test_features/ZJ017720.jpg,S0128,0.923,"(191, 247, 69, 67)","[0.3796, 0.5194, 0.1171, 0.2138]",True,"(120, 89, 40, 18)"
ZJ017721,test_features/ZJ017721.jpg,S0162,0.257,"(412, 4, 73, 181)","[0, 0.7555, 0.1968, 0.15]",True,"(173, 4, 26, 36)"
ZJ017722,test_features/ZJ017722.jpg,S0116,0.773,"(290, 310, 50, 65)","[0.4781, 0.7944, 0.114, 0.1611]",True,"(182, 111, 28, 18)"
ZJ017723,test_features/ZJ017723.jpg,S0072,0.706,"(390, 638, 57, 97)","[0.6604, 0.7148, 0.1093, 0.1203]",True,"(164, 152, 19, 16)"
ZJ017724,test_features/ZJ017724.jpg,S0040,0.966,"(4, 115, 507, 840)","[0.1156, 0, 0.8833, 1.0]",True,"(4, 30, 216, 190)"
ZJ017725,test_features/ZJ017725.jpg,S0162,0.0214,"(184, 923, 95, 33)","[0.9572, 0.3333, 0.0427, 0.1907]",True,"(79, 218, 35, 2)"
ZJ017726,test_features/ZJ017726.jpg,S0152,0.454,"(416, 272, 91, 24)","[0.2791, 0.7999, 0.03333, 0.1922]",True,"(183, 67, 35, -1)"
ZJ017727,test_features/ZJ017727.jpg,S0091,0.618,"(377, 356, 95, 302)","[0.3666, 0.6907, 0.3229, 0.1907]",True,"(159, 86, 35, 64)"
ZJ017728,test_features/ZJ017728.jpg,S0128,0.321,"(239, 485, 50, 39)","[0.7515, 0.6527, 0.07343, 0.1611]",True,"(150, 172, 28, 8)"
ZJ017729,test_features/ZJ017729.jpg,S0072,0.76,"(321, 206, 128, 222)","[0.2104, 0.587, 0.2395, 0.2518]",True,"(135, 51, 48, 46)"
ZJ017730,test_features/ZJ017730.jpg,S0087,0.0339,"(46, 26, 16, 37)","[0.1374, 0.3499, 0.2812, 0.2]",True,"(82, 35, 37, 55)"
ZJ017731,test_features/ZJ017731.jpg,S0087,0.0552,"(50, 4, 11, 4)","[0, 0.3833, 0.075, 0.1583]",True,"(90, 4, 27, 9)"
ZJ017732,test_features/ZJ017732.jpg,S0041,0.842,"(178, 521, 61, 88)","[0.8078, 0.4833, 0.15, 0.1916]",True,"(112, 185, 35, 26)"
ZJ017733,test_features/ZJ017733.jpg,S0011,,,,False,
ZJ017734,test_features/ZJ017734.jpg,S0072,0.757,"(4, 81, 516, 785)","[0.0802, 0, 0.826, 0.9703]",True,"(4, 22, 209, 177)"
ZJ017735,test_features/ZJ017735.jpg,S0199,0.059,"(142, 66, 25, 57)","[0.1722, 0.575, 0.1805, 0.1375]",True,"(133, 43, 23, 32)"
ZJ017736,test_features/ZJ017736.jpg,S0086,0.109,"(69, 20, 61, 101)","[0.05, 0.2708, 0.3406, 0.2874]",True,"(65, 15, 56, 68)"
ZJ017737,test_features/ZJ017737.jpg,S0040,0.737,"(197, 370, 101, 130)","[0.3812, 0.3574, 0.1437, 0.2018]",True,"(84, 89, 37, 24)"
ZJ017738,test_features/ZJ017738.jpg,S0040,0.0256,"(135, 424, 87, 81)","[0.4375, 0.2425, 0.0927, 0.1759]",True,"(58, 102, 31, 13)"
ZJ017739,test_features/ZJ017739.jpg,S0040,0.582,"(341, 14, 178, 573)","[0.01041, 0.624, 0.6052, 0.3444]",True,"(144, 6, 69, 128)"
ZJ017740,test_features/ZJ017740.jpg,S0082,,,,False,
ZJ017741,test_features/ZJ017741.jpg,S0040,0.823,"(315, 639, 204, 317)","[0.6614, 0.5759, 0.3385, 0.3925]",True,"(133, 152, 80, 68)"
ZJ017742,test_features/ZJ017742.jpg,S0128,0.934,"(264, 313, 75, 113)","[0.4828, 0.7222, 0.189, 0.2305]",True,"(166, 112, 44, 34)"
ZJ017743,test_features/ZJ017743.jpg,S0040,0.305,"(207, 884, 59, 72)","[0.9166, 0.3759, 0.08333, 0.124]",True,"(88, 209, 20, 11)"
ZJ017744,test_features/ZJ017744.jpg,S0189,,,,False,
ZJ017745,test_features/ZJ017745.jpg,S0128,0.837,"(302, 441, 38, 96)","[0.6828, 0.8277, 0.1624, 0.1277]",True,"(189, 157, 21, 28)"
ZJ017746,test_features/ZJ017746.jpg,S0162,0.168,"(468, 75, 52, 124)","[0.07395, 0.8592, 0.1375, 0.1111]",True,"(196, 21, 17, 23)"
ZJ017747,test_features/ZJ017747.jpg,S0067,0.00505,"(253, 402, 102, 177)","[0.6218, 0.6916, 0.289, 0.3055]",True,"(159, 143, 60, 57)"
ZJ017748,test_features/ZJ017748.jpg,S0114,0.301,"(5, 233, 334, 403)","[0.3578, 0.002777, 0.6421, 0.9499]",True,"(5, 84, 205, 136)"
ZJ017749,test_features/ZJ017749.jpg,S0086,0.545,"(70, 16, 58, 117)","[0.03749, 0.2749, 0.3906, 0.275]",True,"(66, 12, 54, 79)"
ZJ017750,test_features/ZJ017750.jpg,S0041,0.805,"(161, 529, 125, 75)","[0.8203, 0.4361, 0.1296, 0.3694]",True,"(102, 188, 75, 21)"
ZJ017751,test_features/ZJ017751.jpg,S0040,0.807,"(86, 68, 264, 161)","[0.06666, 0.1518, 0.176, 0.5037]",True,"(38, 19, 105, 31)"
ZJ017752,test_features/ZJ017752.jpg,S0041,0.876,"(196, 224, 160, 400)","[0.3437, 0.5333, 0.6374, 0.4666]",True,"(123, 81, 97, 135)"
ZJ017753,test_features/ZJ017753.jpg,S0100,0.782,"(250, 420, 81, 113)","[0.65, 0.6833, 0.189, 0.2472]",True,"(157, 150, 47, 34)"
ZJ017754,test_features/ZJ017754.jpg,S0116,0.434,"(215, 319, 29, 56)","[0.4921, 0.5861, 0.1, 0.1027]",True,"(135, 114, 15, 14)"
ZJ017755,test_features/ZJ017755.jpg,S0040,0.842,"(316, 4, 117, 174)","[0, 0.5777, 0.1895, 0.2314]",True,"(133, 4, 44, 34)"
ZJ017756,test_features/ZJ017756.jpg,S0162,0.487,"(241, 300, 278, 226)","[0.3083, 0.4388, 0.2437, 0.5296]",True,"(102, 73, 111, 47)"
ZJ017757,test_features/ZJ017757.jpg,S0100,0.0902,"(223, 191, 116, 123)","[0.2921, 0.6083, 0.2046, 0.3444]",True,"(140, 69, 69, 38)"
ZJ017758,test_features/ZJ017758.jpg,S0114,0.818,"(4, 4, 336, 400)","[0, 0, 0.6374, 0.9555]",True,"(4, 4, 206, 135)"
ZJ017759,test_features/ZJ017759.jpg,S0100,0.902,"(224, 272, 115, 104)","[0.4187, 0.6111, 0.1749, 0.3416]",True,"(141, 98, 69, 31)"
ZJ017760,test_features/ZJ017760.jpg,S0116,0.591,"(289, 307, 51, 68)","[0.4734, 0.7916, 0.1187, 0.1638]",True,"(181, 110, 29, 19)"
ZJ017761,test_features/ZJ017761.jpg,S0128,0.791,"(284, 332, 55, 118)","[0.5124, 0.7777, 0.1968, 0.1749]",True,"(178, 119, 31, 36)"
ZJ017762,test_features/ZJ017762.jpg,S0082,0.723,"(240, 4, 247, 480)","[0, 0.437, 0.5083, 0.4722]",True,"(102, 4, 98, 106)"
ZJ017763,test_features/ZJ017763.jpg,S0082,0.296,"(254, 55, 197, 135)","[0.05312, 0.4629, 0.1489, 0.3796]",True,"(108, 16, 77, 25)"
ZJ017764,test_features/ZJ017764.jpg,S0037,0.498,"(180, 114, 73, 76)","[0.1718, 0.4888, 0.1312, 0.2249]",True,"(113, 42, 42, 21)"
ZJ017765,test_features/ZJ017765.jpg,S0187,0.013,"(6, 4, 75, 117)","[0, 0.008333, 0.3472, 0.3458]",True,"(6, 4, 69, 70)"
ZJ017766,test_features/ZJ017766.jpg,S0039,0.307,"(418, 480, 101, 50)","[0.4958, 0.7666, 0.06041, 0.2018]",True,"(176, 115, 37, 6)"
ZJ017767,test_features/ZJ017767.jpg,S0111,0.968,"(190, 149, 166, 261)","[0.2265, 0.5166, 0.4203, 0.4833]",True,"(120, 55, 100, 86)"
ZJ017768,test_features/ZJ017768.jpg,S0116,0.634,"(272, 389, 54, 44)","[0.6015, 0.7444, 0.08124, 0.1722]",True,"(171, 139, 31, 10)"
ZJ017769,test_features/ZJ017769.jpg,S0040,0.508,"(235, 859, 77, 97)","[0.8906, 0.4277, 0.1093, 0.1574]",True,"(100, 203, 27, 16)"
ZJ017770,test_features/ZJ017770.jpg,S0086,0.0143,"(212, 627, 17, 9)","[0.9734, 0.6208, 0.02656, 0.07462]",True,"(143, 222, 9, -2)"
ZJ017771,test_features/ZJ017771.jpg,S0037,0.665,"(208, 464, 103, 101)","[0.7187, 0.5666, 0.1703, 0.3083]",True,"(131, 165, 61, 30)"
ZJ017772,test_features/ZJ017772.jpg,S0037,0.742,"(132, 55, 222, 581)","[0.07968, 0.3555, 0.9203, 0.6388]",True,"(84, 22, 135, 198)"
ZJ017773,test_features/ZJ017773.jpg,S0041,0.921,"(9, 26, 346, 129)","[0.03437, 0.01388, 0.214, 0.9833]",True,"(7, 12, 212, 40)"
ZJ017774,test_features/ZJ017774.jpg,S0199,0.0841,"(141, 66, 24, 111)","[0.1722, 0.5708, 0.3305, 0.1333]",True,"(132, 43, 22, 66)"
ZJ017775,test_features/ZJ017775.jpg,S0142,0.0353,"(172, 4, 65, 38)","[0, 0.4666, 0.07187, 0.2027]",True,"(109, 4, 37, 8)"
ZJ017776,test_features/ZJ017776.jpg,S0072,0.0104,"(504, 355, 16, 86)","[0.3656, 0.9259, 0.09791, 0.04444]",True,"(211, 86, 2, 14)"
ZJ017777,test_features/ZJ017777.jpg,S0037,0.923,"(188, 188, 168, 194)","[0.2874, 0.5111, 0.3156, 0.4888]",True,"(118, 68, 101, 63)"
ZJ017778,test_features/ZJ017778.jpg,S0072,0.658,"(383, 382, 62, 251)","[0.3937, 0.7018, 0.2697, 0.1296]",True,"(161, 92, 21, 52)"
ZJ017779,test_features/ZJ017779.jpg,S0012,0.0153,"(8, 4, 506, 952)","[0, 0.007407, 1.0, 0.9518]",True,"(6, 4, 205, 216)"
ZJ017780,test_features/ZJ017780.jpg,S0065,0.646,"(280, 164, 60, 101)","[0.25, 0.7666, 0.1703, 0.1888]",True,"(176, 60, 34, 30)"
ZJ017781,test_features/ZJ017781.jpg,S0072,0.833,"(344, 349, 92, 149)","[0.3593, 0.6296, 0.1635, 0.1851]",True,"(145, 84, 33, 29)"
ZJ017782,test_features/ZJ017782.jpg,S0037,0.306,"(185, 455, 104, 135)","[0.7046, 0.5027, 0.2234, 0.3111]",True,"(117, 162, 62, 42)"
ZJ017783,test_features/ZJ017783.jpg,S0086,0.575,"(194, 482, 29, 57)","[0.7468, 0.5671, 0.1015, 0.1104]",True,"(131, 171, 17, 15)"
ZJ017784,test_features/ZJ017784.jpg,S0033,0.917,"(183, 281, 156, 286)","[0.4328, 0.4972, 0.4593, 0.4555]",True,"(115, 101, 94, 95)"
ZJ017785,test_features/ZJ017785.jpg,S0041,0.00592,"(220, 559, 135, 77)","[0.8671, 0.5999, 0.1328, 0.3972]",True,"(138, 198, 81, 22)"
ZJ017786,test_features/ZJ017786.jpg,S0072,0.653,"(398, 346, 51, 233)","[0.3562, 0.7296, 0.251, 0.1092]",True,"(167, 84, 16, 48)"
ZJ017787,test_features/ZJ017787.jpg,S0199,0.0632,"(145, 65, 13, 32)","[0.1694, 0.5875, 0.1111, 0.08749]",True,"(136, 42, 12, 17)"
ZJ017788,test_features/ZJ017788.jpg,S0128,0.96,"(218, 178, 122, 275)","[0.2718, 0.5944, 0.4421, 0.3611]",True,"(137, 65, 73, 91)"
ZJ017789,test_features/ZJ017789.jpg,S0132,0.905,"(30, 4, 325, 85)","[0, 0.07222, 0.1453, 0.925]",True,"(20, 4, 199, 25)"
ZJ017790,test_features/ZJ017790.jpg,S0100,0.425,"(226, 168, 103, 180)","[0.2562, 0.6166, 0.2937, 0.3083]",True,"(142, 61, 61, 58)"
ZJ017791,test_features/ZJ017791.jpg,S0111,0.296,"(230, 167, 50, 97)","[0.2546, 0.6277, 0.164, 0.1611]",True,"(145, 61, 28, 29)"
ZJ017792,test_features/ZJ017792.jpg,S0111,0.289,"(222, 125, 48, 202)","[0.189, 0.6055, 0.3281, 0.1555]",True,"(140, 46, 27, 65)"
ZJ017793,test_features/ZJ017793.jpg,S0162,0.744,"(242, 304, 277, 195)","[0.3124, 0.4407, 0.2114, 0.5277]",True,"(103, 74, 110, 39)"
ZJ017794,test_features/ZJ017794.jpg,S0128,0.819,"(280, 140, 60, 198)","[0.2124, 0.7666, 0.3218, 0.1888]",True,"(176, 52, 34, 64)"
ZJ017795,test_features/ZJ017795.jpg,S0072,0.261,"(349, 223, 49, 32)","[0.2281, 0.6699, 0.04166, 0.1106]",True,"(154, 55, 17, 1)"
ZJ017796,test_features/ZJ017796.jpg,S0064,0.117,"(377, 210, 118, 369)","[0.2145, 0.6907, 0.3927, 0.2333]",True,"(159, 52, 44, 80)"
ZJ017797,test_features/ZJ017797.jpg,S0033,0.666,"(4, 4, 335, 271)","[0, 0, 0.4359, 0.9527]",True,"(4, 4, 205, 90)"
ZJ017798,test_features/ZJ017798.jpg,S0037,0.647,"(165, 228, 68, 118)","[0.35, 0.4472, 0.1968, 0.2111]",True,"(104, 82, 39, 36)"
ZJ017799,test_features/ZJ017799.jpg,S0162,0.056,"(156, 298, 77, 182)","[0.3062, 0.2814, 0.1979, 0.1574]",True,"(67, 73, 27, 36)"
ZJ017800,test_features/ZJ017800.jpg,S0040,0.943,"(292, 833, 81, 116)","[0.8635, 0.5333, 0.1291, 0.1648]",True,"(123, 197, 29, 21)"
ZJ017801,test_features/ZJ017801.jpg,S0033,0.837,"(84, 337, 255, 299)","[0.5203, 0.2222, 0.4796, 0.7305]",True,"(54, 121, 156, 99)"
ZJ017802,test_features/ZJ017802.jpg,S0194,0.235,"(4, 4, 223, 24)","[0, 0, 0.08888, 0.9624]",True,"(4, 4, 208, 12)"
ZJ017803,test_features/ZJ017803.jpg,S0040,0.898,"(190, 507, 118, 169)","[0.5239, 0.3444, 0.1843, 0.2333]",True,"(81, 121, 44, 33)"
ZJ017804,test_features/ZJ017804.jpg,S0100,,,,False,
ZJ017805,test_features/ZJ017805.jpg,S0012,0.00969,"(6, 4, 512, 952)","[0, 0.003703, 1.0, 0.9629]",True,"(5, 4, 208, 216)"
ZJ017806,test_features/ZJ017806.jpg,S0116,0.0288,"(260, 181, 80, 47)","[0.2765, 0.7111, 0.08593, 0.2444]",True,"(163, 66, 47, 11)"
ZJ017807,test_features/ZJ017807.jpg,S0162,0.627,"(244, 710, 39, 116)","[0.7354, 0.4444, 0.1291, 0.08703]",True,"(104, 169, 11, 21)"
ZJ017808,test_features/ZJ017808.jpg,S0041,0.919,"(21, 20, 300, 97)","[0.02499, 0.04722, 0.164, 0.8555]",True,"(15, 10, 184, 29)"
ZJ017809,test_features/ZJ017809.jpg,S0012,0.668,"(229, 417, 72, 121)","[0.4302, 0.4166, 0.1343, 0.1481]",True,"(97, 100, 25, 22)"
ZJ017810,test_features/ZJ017810.jpg,S0128,0.943,"(226, 236, 114, 179)","[0.3624, 0.6166, 0.2921, 0.3388]",True,"(142, 85, 68, 57)"
ZJ017811,test_features/ZJ017811.jpg,S0086,0.724,"(292, 63, 39, 80)","[0.09218, 0.8597, 0.1375, 0.1402]",True,"(197, 25, 23, 23)"
ZJ017812,test_features/ZJ017812.jpg,S0072,0.276,"(183, 320, 95, 61)","[0.3291, 0.3475, 0.07187, 0.2]",True,"(82, 78, 37, 8)"
ZJ017813,test_features/ZJ017813.jpg,S0194,0.484,"(6, 4, 229, 19)","[0, 0.008333, 0.075, 0.9875]",True,"(6, 4, 213, 9)"
ZJ017814,test_features/ZJ017814.jpg,S0066,0.515,"(230, 453, 28, 105)","[0.7015, 0.6277, 0.1765, 0.1]",True,"(145, 161, 14, 32)"
ZJ017815,test_features/ZJ017815.jpg,S0040,0.967,"(27, 7, 424, 708)","[0.003125, 0.04259, 0.7458, 0.8]",True,"(14, 5, 171, 159)"
ZJ017816,test_features/ZJ017816.jpg,S0012,,,,False,
ZJ017817,test_features/ZJ017817.jpg,S0072,0.0824,"(377, 522, 45, 45)","[0.5395, 0.6907, 0.0552, 0.09814]",True,"(159, 125, 14, 4)"
ZJ017818,test_features/ZJ017818.jpg,S0065,0.00805,"(4, 4, 337, 632)","[0, 0, 1.0, 0.9583]",True,"(4, 4, 207, 216)"
ZJ017819,test_features/ZJ017819.jpg,S0055,,,,False,
ZJ017820,test_features/ZJ017820.jpg,S0040,0.261,"(289, 4, 229, 686)","[0, 0.5277, 0.7229, 0.4388]",True,"(122, 4, 90, 154)"
ZJ017821,test_features/ZJ017821.jpg,S0072,0.0167,"(284, 191, 132, 51)","[0.1947, 0.5185, 0.06145, 0.2592]",True,"(120, 48, 50, 6)"
ZJ017822,test_features/ZJ017822.jpg,S0090,0.218,"(4, 4, 515, 950)","[0, 0, 0.9979, 0.9685]",True,"(4, 4, 209, 216)"
ZJ017823,test_features/ZJ017823.jpg,S0162,,,,False,
ZJ017824,test_features/ZJ017824.jpg,S0072,0.943,"(409, 316, 110, 166)","[0.325, 0.7499, 0.1812, 0.2185]",True,"(172, 77, 41, 33)"
ZJ017825,test_features/ZJ017825.jpg,S0072,0.0579,"(156, 4, 363, 106)","[0, 0.2814, 0.1187, 0.687]",True,"(67, 4, 146, 19)"
ZJ017826,test_features/ZJ017826.jpg,S0033,0.642,"(125, 413, 214, 223)","[0.639, 0.3361, 0.3609, 0.6166]",True,"(79, 147, 130, 73)"
ZJ017827,test_features/ZJ017827.jpg,S0111,0.661,"(280, 4, 69, 84)","[0, 0.7666, 0.1437, 0.2138]",True,"(176, 4, 40, 24)"
ZJ017828,test_features/ZJ017828.jpg,S0057,0.0135,"(7, 4, 507, 947)","[0, 0.005555, 0.9947, 0.9537]",True,"(5, 4, 206, 215)"
ZJ017829,test_features/ZJ017829.jpg,S0162,0.944,"(261, 865, 78, 91)","[0.8968, 0.4759, 0.1031, 0.1592]",True,"(111, 205, 28, 15)"
ZJ017830,test_features/ZJ017830.jpg,S0040,0.809,"(99, 748, 334, 156)","[0.7749, 0.1759, 0.1708, 0.6333]",True,"(43, 178, 134, 30)"
ZJ017831,test_features/ZJ017831.jpg,S0116,0.897,"(288, 135, 43, 157)","[0.2046, 0.8477, 0.2578, 0.1522]",True,"(194, 50, 26, 50)"
ZJ017832,test_features/ZJ017832.jpg,S0064,0.214,"(401, 640, 119, 316)","[0.6625, 0.7351, 0.3375, 0.2351]",True,"(169, 152, 45, 68)"
ZJ017833,test_features/ZJ017833.jpg,S0040,0.97,"(48, 4, 394, 738)","[0, 0.08148, 0.777, 0.7444]",True,"(22, 4, 159, 166)"
ZJ017834,test_features/ZJ017834.jpg,S0116,,,,False,
ZJ017835,test_features/ZJ017835.jpg,S0072,0.96,"(363, 226, 156, 471)","[0.2312, 0.6648, 0.4989, 0.3037]",True,"(153, 56, 60, 104)"
ZJ017836,test_features/ZJ017836.jpg,S0116,0.886,"(237, 315, 85, 104)","[0.4859, 0.6472, 0.1749, 0.2583]",True,"(149, 113, 50, 31)"
ZJ017837,test_features/ZJ017837.jpg,S0039,0.607,"(407, 4, 112, 215)","[0, 0.7462, 0.2322, 0.2222]",True,"(171, 4, 42, 44)"
ZJ017838,test_features/ZJ017838.jpg,S0064,0.932,"(315, 516, 82, 311)","[0.5333, 0.5759, 0.3322, 0.1666]",True,"(133, 123, 29, 66)"
ZJ017839,test_features/ZJ017839.jpg,S0086,0.024,"(237, 267, 33, 63)","[0.4109, 0.6955, 0.1109, 0.1223]",True,"(160, 96, 19, 17)"
ZJ017840,test_features/ZJ017840.jpg,S0041,0.135,"(174, 4, 61, 21)","[0, 0.4722, 0.04531, 0.1916]",True,"(110, 4, 35, 2)"
ZJ017841,test_features/ZJ017841.jpg,S0100,0.00643,"(94, 534, 50, 54)","[0.8281, 0.25, 0.09687, 0.1611]",True,"(60, 189, 28, 14)"
ZJ017842,test_features/ZJ017842.jpg,S0072,0.0149,"(369, 412, 22, 50)","[0.4249, 0.6759, 0.06041, 0.05555]",True,"(155, 99, 4, 6)"
ZJ017843,test_features/ZJ017843.jpg,S0067,0.138,"(196, 563, 88, 73)","[0.8734, 0.5333, 0.1265, 0.2666]",True,"(123, 200, 52, 20)"
ZJ017844,test_features/ZJ017844.jpg,S0040,0.846,"(207, 327, 84, 190)","[0.3364, 0.3759, 0.2062, 0.1703]",True,"(88, 79, 30, 38)"
ZJ017845,test_features/ZJ017845.jpg,S0111,0.635,"(207, 303, 149, 321)","[0.4671, 0.5638, 0.514, 0.4361]",True,"(130, 109, 90, 107)"
ZJ017846,test_features/ZJ017846.jpg,S0065,0.279,"(168, 185, 73, 109)","[0.2828, 0.4555, 0.1828, 0.2249]",True,"(106, 67, 42, 33)"
ZJ017847,test_features/ZJ017847.jpg,S0100,0.75,"(208, 328, 105, 88)","[0.5062, 0.5666, 0.15, 0.3138]",True,"(131, 117, 62, 26)"
