id,filepath,site,split,max_detection_conf,category,conf,bbox,bbox_true
ZJ003290,train_features/ZJ003290.jpg,S0030,1.0,0.687,animal,0.687,"[0.8729, 0.4759, 0.07604, 0.2037]",True
ZJ003291,train_features/ZJ003291.jpg,S0176,1.0,0.719,animal,0.719,"[0.3499, 0.4833, 0.1416, 0.1291]",True
ZJ003292,train_features/ZJ003292.jpg,S0020,4.0,,,,,False
ZJ003293,train_features/ZJ003293.jpg,S0096,3.0,0.445,animal,0.445,"[0.5859, 0.3555, 0.05468, 0.1611]",True
ZJ003294,train_features/ZJ003294.jpg,S0106,2.0,,,,,False
ZJ003295,train_features/ZJ003295.jpg,S0038,1.0,0.0102,animal,0.0102,"[0.8104, 0.4537, 0.1895, 0.5129]",True
ZJ003296,train_features/ZJ003296.jpg,S0188,3.0,0.658,animal,0.658,"[0.4166, 0.5583, 0.2333, 0.2666]",True
ZJ003297,train_features/ZJ003297.jpg,S0038,1.0,0.875,animal,0.875,"[0.3906, 0.587, 0.2, 0.2055]",True
ZJ003298,train_features/ZJ003298.jpg,S0180,4.0,0.0108,animal,0.0108,"[0, 0.2333, 0.02222, 0.4041]",True
ZJ003299,train_features/ZJ003299.jpg,S0180,4.0,0.0132,animal,0.0132,"[0.2861, 0.2833, 0.2722, 0.4]",True
ZJ003300,train_features/ZJ003300.jpg,S0070,1.0,0.938,animal,0.938,"[0.5114, 0.774, 0.3114, 0.1962]",True
ZJ003301,train_features/ZJ003301.jpg,S0188,3.0,0.0739,animal,0.0739,"[0.6305, 0.5083, 0.1749, 0.2]",True
ZJ003302,train_features/ZJ003302.jpg,S0028,2.0,0.922,animal,0.922,"[0.1593, 0.6166, 0.564, 0.3833]",True
ZJ003303,train_features/ZJ003303.jpg,S0080,1.0,0.0159,animal,0.0159,"[0.4437, 0.7916, 0.1437, 0.1416]",True
ZJ003304,train_features/ZJ003304.jpg,S0093,1.0,0.879,animal,0.879,"[0.2989, 0.6129, 0.2072, 0.2]",True
ZJ003305,train_features/ZJ003305.jpg,S0186,4.0,0.715,animal,0.715,"[0.5968, 0.7962, 0.1968, 0.174]",True
ZJ003306,train_features/ZJ003306.jpg,S0088,1.0,0.809,animal,0.809,"[0.4078, 0.5361, 0.139, 0.1222]",True
ZJ003307,train_features/ZJ003307.jpg,S0008,4.0,0.315,animal,0.315,"[0.001562, 0.7055, 0.2078, 0.2472]",True
ZJ003308,train_features/ZJ003308.jpg,S0049,3.0,0.179,animal,0.179,"[0.001562, 0.5916, 0.075, 0.08611]",True
ZJ003309,train_features/ZJ003309.jpg,S0095,2.0,0.567,animal,0.567,"[0.002083, 0.6777, 0.7697, 0.2907]",True
ZJ003310,train_features/ZJ003310.jpg,S0063,1.0,0.92,animal,0.92,"[0.9343, 0.474, 0.06562, 0.4944]",True
ZJ003311,train_features/ZJ003311.jpg,S0008,4.0,0.569,animal,0.569,"[0, 0.6805, 0.2078, 0.2722]",True
ZJ003312,train_features/ZJ003312.jpg,S0027,3.0,0.755,animal,0.755,"[0.45, 0.594, 0.55, 0.4059]",True
ZJ003313,train_features/ZJ003313.jpg,S0063,1.0,0.848,animal,0.848,"[0.2864, 0.4203, 0.1927, 0.3018]",True
ZJ003314,train_features/ZJ003314.jpg,S0022,0.0,0.47,animal,0.47,"[0, 0.6638, 0.2374, 0.3361]",True
ZJ003315,train_features/ZJ003315.jpg,S0184,0.0,0.857,animal,0.857,"[0.3124, 0.3851, 0.1854, 0.3]",True
ZJ003316,train_features/ZJ003316.jpg,S0136,0.0,,,,,False
ZJ003317,train_features/ZJ003317.jpg,S0061,1.0,,,,,False
ZJ003318,train_features/ZJ003318.jpg,S0186,4.0,0.871,animal,0.871,"[0, 0.7296, 0.352, 0.2388]",True
ZJ003319,train_features/ZJ003319.jpg,S0185,0.0,,,,,False
ZJ003320,train_features/ZJ003320.jpg,S0009,0.0,0.819,animal,0.819,"[0.8546, 0.7944, 0.1453, 0.1611]",True
ZJ003321,train_features/ZJ003321.jpg,S0127,3.0,0.36,animal,0.36,"[0.3718, 0.6194, 0.1171, 0.2194]",True
ZJ003322,train_features/ZJ003322.jpg,S0009,0.0,0.781,animal,0.781,"[0.08906, 0.8055, 0.1953, 0.1472]",True
ZJ003323,train_features/ZJ003323.jpg,S0127,3.0,0.0815,animal,0.0815,"[0.4749, 0.7444, 0.3625, 0.2111]",True
ZJ003324,train_features/ZJ003324.jpg,S0036,0.0,0.224,animal,0.224,"[0.3703, 0.7555, 0.07812, 0.075]",True
ZJ003325,train_features/ZJ003325.jpg,S0063,1.0,0.904,animal,0.904,"[0.5687, 0.6944, 0.1104, 0.25]",True
ZJ003326,train_features/ZJ003326.jpg,S0060,2.0,0.683,animal,0.683,"[0.3885, 0.5555, 0.1124, 0.1777]",True
ZJ003327,train_features/ZJ003327.jpg,S0049,3.0,0.893,animal,0.893,"[0, 0.4222, 0.3265, 0.4111]",True
ZJ003328,train_features/ZJ003328.jpg,S0186,4.0,0.164,animal,0.164,"[0.6479, 0.7962, 0.1489, 0.174]",True
ZJ003329,train_features/ZJ003329.jpg,S0192,3.0,0.779,animal,0.779,"[0.7921, 0.6972, 0.2078, 0.2583]",True
ZJ003330,train_features/ZJ003330.jpg,S0096,3.0,0.288,animal,0.288,"[0, 0.8333, 0.07031, 0.1638]",True
ZJ003331,train_features/ZJ003331.jpg,S0031,2.0,0.846,animal,0.846,"[0, 0.6527, 0.2921, 0.3472]",True
ZJ003332,train_features/ZJ003332.jpg,S0045,4.0,0.108,animal,0.108,"[0.4312, 0.2058, 0.05104, 0.1941]",True
ZJ003333,train_features/ZJ003333.jpg,S0043,3.0,0.916,animal,0.916,"[0, 0.4305, 0.2687, 0.4583]",True
ZJ003334,train_features/ZJ003334.jpg,S0071,1.0,0.832,animal,0.832,"[0.4343, 0.7166, 0.2583, 0.2537]",True
ZJ003335,train_features/ZJ003335.jpg,S0021,2.0,0.192,animal,0.192,"[0.3671, 0.4999, 0.2765, 0.2222]",True
ZJ003336,train_features/ZJ003336.jpg,S0076,3.0,0.703,animal,0.703,"[0.3703, 0, 0.6296, 1.0]",True
ZJ003337,train_features/ZJ003337.jpg,S0070,1.0,0.804,animal,0.804,"[0.1843, 0.7925, 0.4781, 0.1759]",True
ZJ003338,train_features/ZJ003338.jpg,S0020,4.0,0.47,animal,0.47,"[0.4583, 0.6148, 0.177, 0.2148]",True
ZJ003339,train_features/ZJ003339.jpg,S0175,4.0,0.0124,animal,0.0124,"[0.4027, 0.4499, 0.06666, 0.05416]",True
ZJ003340,train_features/ZJ003340.jpg,S0120,2.0,0.0127,animal,0.0127,"[0.5375, 0.5851, 0.3041, 0.2055]",True
ZJ003341,train_features/ZJ003341.jpg,S0060,2.0,0.883,animal,0.883,"[0.04895, 0.7611, 0.577, 0.2074]",True
ZJ003342,train_features/ZJ003342.jpg,S0070,1.0,0.0367,animal,0.0367,"[0.6239, 0.6185, 0.2, 0.2833]",True
ZJ003343,train_features/ZJ003343.jpg,S0043,3.0,0.818,animal,0.818,"[0.4953, 0, 0.5046, 1.0]",True
ZJ003344,train_features/ZJ003344.jpg,S0030,1.0,0.83,animal,0.83,"[0.6395, 0.4777, 0.3604, 0.3055]",True
ZJ003345,train_features/ZJ003345.jpg,S0009,0.0,0.405,animal,0.405,"[0, 0.5283, 0.7265, 0.4716]",True
ZJ003346,train_features/ZJ003346.jpg,S0021,2.0,0.818,animal,0.818,"[0.8312, 0.4277, 0.1265, 0.2638]",True
ZJ003347,train_features/ZJ003347.jpg,S0159,2.0,,,,,False
ZJ003348,train_features/ZJ003348.jpg,S0093,1.0,0.73,animal,0.73,"[0.4281, 0.5833, 0.1333, 0.3148]",True
ZJ003349,train_features/ZJ003349.jpg,S0060,2.0,0.586,animal,0.586,"[0.125, 0.7481, 0.2166, 0.2092]",True
ZJ003350,train_features/ZJ003350.jpg,S0014,4.0,0.919,animal,0.919,"[0.5421, 0.4583, 0.2234, 0.3583]",True
ZJ003351,train_features/ZJ003351.jpg,S0029,4.0,0.00978,animal,0.00978,"[0.2645, 0.3129, 0.05729, 0.1777]",True
ZJ003352,train_features/ZJ003352.jpg,S0062,2.0,0.838,animal,0.838,"[0.6822, 0.5203, 0.1864, 0.1018]",True
ZJ003353,train_features/ZJ003353.jpg,S0063,1.0,0.811,animal,0.811,"[0, 0.5037, 0.1479, 0.2074]",True
ZJ003354,train_features/ZJ003354.jpg,S0129,1.0,,,,,False
ZJ003355,train_features/ZJ003355.jpg,S0061,1.0,,,,,False
ZJ003356,train_features/ZJ003356.jpg,S0170,1.0,0.77,animal,0.77,"[0.5194, 0.6291, 0.2083, 0.1791]",True
ZJ003357,train_features/ZJ003357.jpg,S0175,4.0,0.0835,animal,0.0835,"[0.9388, 0.4249, 0.06111, 0.2541]",True
ZJ003358,train_features/ZJ003358.jpg,S0008,4.0,0.306,animal,0.306,"[0.009374, 0.7083, 0.2, 0.2472]",True
ZJ003359,train_features/ZJ003359.jpg,S0014,4.0,0.918,animal,0.918,"[0.5156, 0.4583, 0.2546, 0.3333]",True
ZJ003360,train_features/ZJ003360.jpg,S0060,2.0,0.778,animal,0.778,"[0.5729, 0.7018, 0.08645, 0.1574]",True
ZJ003361,train_features/ZJ003361.jpg,S0031,2.0,0.0293,animal,0.0293,"[0, 0.01388, 0.1656, 0.9166]",True
ZJ003362,train_features/ZJ003362.jpg,S0018,3.0,0.0169,animal,0.0169,"[0.2895, 0.7296, 0.09583, 0.1333]",True
ZJ003363,train_features/ZJ003363.jpg,S0036,0.0,0.966,animal,0.966,"[0.04531, 0.6638, 0.539, 0.2916]",True
ZJ003364,train_features/ZJ003364.jpg,S0049,3.0,,,,,False
ZJ003365,train_features/ZJ003365.jpg,S0184,0.0,0.84,animal,0.84,"[0.2958, 0.4444, 0.07708, 0.2925]",True
ZJ003366,train_features/ZJ003366.jpg,S0060,2.0,0.642,animal,0.642,"[0.3812, 0.6148, 0.1437, 0.187]",True
ZJ003367,train_features/ZJ003367.jpg,S0063,1.0,0.237,animal,0.237,"[0.9739, 0.6333, 0.02604, 0.3351]",True
ZJ003368,train_features/ZJ003368.jpg,S0002,4.0,0.384,animal,0.384,"[0.564, 0, 0.4359, 0.9055]",True
ZJ003369,train_features/ZJ003369.jpg,S0022,0.0,0.649,animal,0.649,"[0.3046, 0.5749, 0.2031, 0.2027]",True
ZJ003370,train_features/ZJ003370.jpg,S0020,4.0,0.822,animal,0.822,"[0.7562, 0.7814, 0.101, 0.187]",True
ZJ003371,train_features/ZJ003371.jpg,S0059,4.0,0.893,animal,0.893,"[0.802, 0.787, 0.08854, 0.1814]",True
ZJ003372,train_features/ZJ003372.jpg,S0023,2.0,0.262,animal,0.262,"[0.1296, 0.5722, 0.1828, 0.2722]",True
ZJ003373,train_features/ZJ003373.jpg,S0038,1.0,0.0464,person,0.0464,"[0.03125, 0.6574, 0.1406, 0.2907]",True
ZJ003374,train_features/ZJ003374.jpg,S0075,4.0,0.796,animal,0.796,"[0.5953, 0.6166, 0.08281, 0.2166]",True
ZJ003375,train_features/ZJ003375.jpg,S0031,2.0,0.544,animal,0.544,"[0, 0.5444, 0.1843, 0.2916]",True
ZJ003376,train_features/ZJ003376.jpg,S0047,2.0,0.375,animal,0.375,"[0.9203, 0.6416, 0.0375, 0.1416]",True
ZJ003377,train_features/ZJ003377.jpg,S0022,0.0,0.398,animal,0.398,"[0, 0.6583, 0.2374, 0.3416]",True
ZJ003378,train_features/ZJ003378.jpg,S0123,0.0,0.0813,animal,0.0813,"[0.3296, 0.5694, 0.07812, 0.2611]",True
ZJ003379,train_features/ZJ003379.jpg,S0001,0.0,0.0866,animal,0.0866,"[0, 0, 0.7718, 0.9527]",True
ZJ003380,train_features/ZJ003380.jpg,S0036,0.0,0.132,animal,0.132,"[0.9687, 0.5749, 0.03125, 0.2305]",True
ZJ003381,train_features/ZJ003381.jpg,S0023,2.0,0.0275,vehicle,0.0275,"[0, 0.8358, 0.05937, 0.1641]",True
ZJ003382,train_features/ZJ003382.jpg,S0060,2.0,0.688,animal,0.688,"[0.001041, 0.6537, 0.3968, 0.3148]",True
ZJ003383,train_features/ZJ003383.jpg,S0026,0.0,0.461,animal,0.461,"[0.2734, 0.3583, 0.0375, 0.1194]",True
ZJ003384,train_features/ZJ003384.jpg,S0081,1.0,0.735,animal,0.735,"[0.4687, 0.5425, 0.1531, 0.2185]",True
ZJ003385,train_features/ZJ003385.jpg,S0141,3.0,0.496,animal,0.496,"[0.4781, 0.7805, 0.07656, 0.1527]",True
ZJ003386,train_features/ZJ003386.jpg,S0029,4.0,0.894,animal,0.894,"[0.7406, 0.8629, 0.1343, 0.1055]",True
ZJ003387,train_features/ZJ003387.jpg,S0008,4.0,0.915,animal,0.915,"[0, 0.5249, 0.2859, 0.2944]",True
ZJ003388,train_features/ZJ003388.jpg,S0180,4.0,,,,,False
ZJ003389,train_features/ZJ003389.jpg,S0009,0.0,0.156,animal,0.156,"[0.3921, 0.8805, 0.07656, 0.075]",True
ZJ003390,train_features/ZJ003390.jpg,S0031,2.0,0.561,animal,0.561,"[0.464, 0.5722, 0.1281, 0.2]",True
ZJ003391,train_features/ZJ003391.jpg,S0101,1.0,0.211,animal,0.211,"[0.3531, 0.9138, 0.1656, 0.04166]",True
ZJ003392,train_features/ZJ003392.jpg,S0069,3.0,0.743,animal,0.743,"[0.5604, 0, 0.1333, 0.9666]",True
ZJ003393,train_features/ZJ003393.jpg,S0022,0.0,0.236,animal,0.236,"[0, 0.6638, 0.2374, 0.3333]",True
ZJ003394,train_features/ZJ003394.jpg,S0123,0.0,0.55,animal,0.55,"[0.3171, 0.5555, 0.08281, 0.2388]",True
ZJ003395,train_features/ZJ003395.jpg,S0192,3.0,0.621,animal,0.621,"[0.6749, 0.6944, 0.1124, 0.2611]",True
ZJ003396,train_features/ZJ003396.jpg,S0004,2.0,0.946,animal,0.946,"[0.7593, 0.6638, 0.1687, 0.2916]",True
ZJ003397,train_features/ZJ003397.jpg,S0186,4.0,,,,,False
ZJ003398,train_features/ZJ003398.jpg,S0009,0.0,0.00574,animal,0.00574,"[0, 0.3916, 0.03281, 0.2555]",True
ZJ003399,train_features/ZJ003399.jpg,S0060,2.0,0.968,animal,0.968,"[0, 0.001851, 0.3229, 0.9518]",True
ZJ003400,train_features/ZJ003400.jpg,S0031,2.0,0.422,person,0.422,"[0, 0, 0.1703, 0.9972]",True
ZJ003401,train_features/ZJ003401.jpg,S0108,0.0,,,,,False
ZJ003402,train_features/ZJ003402.jpg,S0054,2.0,0.775,animal,0.775,"[0, 0.8185, 0.1729, 0.1518]",True
ZJ003403,train_features/ZJ003403.jpg,S0002,4.0,0.00892,animal,0.00892,"[0, 0.6611, 0.025, 0.06388]",True
ZJ003404,train_features/ZJ003404.jpg,S0080,1.0,0.253,animal,0.253,"[0.6312, 0.3833, 0.2187, 0.3416]",True
ZJ003405,train_features/ZJ003405.jpg,S0020,4.0,0.927,animal,0.927,"[0.5145, 0.2814, 0.3458, 0.4555]",True
ZJ003406,train_features/ZJ003406.jpg,S0069,3.0,0.762,animal,0.762,"[0.7364, 0.6759, 0.226, 0.2685]",True
ZJ003407,train_features/ZJ003407.jpg,S0014,4.0,0.818,animal,0.818,"[0.1015, 0.5333, 0.3062, 0.2666]",True
ZJ003408,train_features/ZJ003408.jpg,S0156,0.0,0.933,animal,0.933,"[0.1145, 0.6574, 0.4822, 0.3129]",True
ZJ003409,train_features/ZJ003409.jpg,S0059,4.0,0.95,animal,0.95,"[0.3614, 0.2351, 0.2718, 0.4925]",True
ZJ003410,train_features/ZJ003410.jpg,S0120,2.0,0.883,animal,0.883,"[0.2364, 0.07777, 0.1958, 0.4648]",True
ZJ003411,train_features/ZJ003411.jpg,S0083,2.0,,,,,False
ZJ003412,train_features/ZJ003412.jpg,S0014,4.0,0.872,animal,0.872,"[0, 0.3583, 0.875, 0.6388]",True
ZJ003413,train_features/ZJ003413.jpg,S0038,1.0,0.247,animal,0.247,"[0, 0.3648, 0.6104, 0.5981]",True
ZJ003414,train_features/ZJ003414.jpg,S0120,2.0,0.822,animal,0.822,"[0.601, 0, 0.3989, 0.9685]",True
ZJ003415,train_features/ZJ003415.jpg,S0089,3.0,0.0185,animal,0.0185,"[0.1234, 0.8138, 0.07968, 0.1416]",True
ZJ003416,train_features/ZJ003416.jpg,S0027,3.0,0.443,animal,0.443,"[0.9015, 0.725, 0.09843, 0.1861]",True
ZJ003417,train_features/ZJ003417.jpg,S0193,0.0,0.0146,animal,0.0146,"[0.3027, 0.8208, 0.1777, 0.1041]",True
ZJ003418,train_features/ZJ003418.jpg,S0014,4.0,0.0449,animal,0.0449,"[0.01406, 0.4416, 0.5171, 0.4027]",True
ZJ003419,train_features/ZJ003419.jpg,S0129,1.0,0.323,animal,0.323,"[0.4624, 0.8, 0.3499, 0.1527]",True
ZJ003420,train_features/ZJ003420.jpg,S0010,2.0,0.886,animal,0.886,"[0.3156, 0.4833, 0.1749, 0.1472]",True
ZJ003421,train_features/ZJ003421.jpg,S0004,2.0,0.823,animal,0.823,"[0.8531, 0.8194, 0.07031, 0.08888]",True
ZJ003422,train_features/ZJ003422.jpg,S0014,4.0,0.16,animal,0.16,"[0.1921, 0, 0.725, 0.8916]",True
ZJ003423,train_features/ZJ003423.jpg,S0095,2.0,0.973,animal,0.973,"[0, 0.3351, 0.5041, 0.6333]",True
ZJ003424,train_features/ZJ003424.jpg,S0008,4.0,0.402,animal,0.402,"[0, 0.6972, 0.2062, 0.2555]",True
ZJ003425,train_features/ZJ003425.jpg,S0009,0.0,0.222,animal,0.222,"[0, 0.6119, 0.8171, 0.388]",True
ZJ003426,train_features/ZJ003426.jpg,S0137,2.0,0.424,animal,0.424,"[0.09843, 0.4666, 0.05468, 0.1777]",True
ZJ003427,train_features/ZJ003427.jpg,S0104,1.0,0.44,animal,0.44,"[0.2984, 0.6833, 0.1359, 0.2111]",True
ZJ003428,train_features/ZJ003428.jpg,S0009,0.0,,,,,False
ZJ003429,train_features/ZJ003429.jpg,S0008,4.0,0.3,animal,0.3,"[0.004687, 0.7, 0.2093, 0.2527]",True
ZJ003430,train_features/ZJ003430.jpg,S0136,0.0,0.00615,animal,0.00615,"[0, 0.4805, 0.0625, 0.2]",True
ZJ003431,train_features/ZJ003431.jpg,S0026,0.0,0.745,animal,0.745,"[0.01874, 0.6305, 0.3468, 0.1638]",True
ZJ003432,train_features/ZJ003432.jpg,S0009,0.0,0.938,animal,0.938,"[0.364, 0.3472, 0.2015, 0.4777]",True
ZJ003433,train_features/ZJ003433.jpg,S0060,2.0,0.818,animal,0.818,"[0.3302, 0.6092, 0.3166, 0.2092]",True
ZJ003434,train_features/ZJ003434.jpg,S0023,2.0,0.0788,animal,0.0788,"[0.1812, 0.6194, 0.09375, 0.1055]",True
ZJ003435,train_features/ZJ003435.jpg,S0175,4.0,0.0278,animal,0.0278,"[0.9361, 0.4083, 0.06388, 0.2249]",True
ZJ003436,train_features/ZJ003436.jpg,S0060,2.0,0.875,animal,0.875,"[0.009374, 0.5481, 0.3354, 0.2259]",True
ZJ003437,train_features/ZJ003437.jpg,S0163,2.0,0.431,animal,0.431,"[0.05156, 0.4916, 0.1234, 0.4194]",True
ZJ003438,train_features/ZJ003438.jpg,S0073,3.0,0.642,animal,0.642,"[0.00625, 0.7222, 0.6109, 0.2777]",True
ZJ003439,train_features/ZJ003439.jpg,S0013,3.0,0.371,animal,0.371,"[0, 0.2916, 0.08281, 0.1638]",True
ZJ003440,train_features/ZJ003440.jpg,S0060,2.0,0.589,animal,0.589,"[0.9572, 0.4203, 0.0427, 0.08333]",True
ZJ003441,train_features/ZJ003441.jpg,S0020,4.0,0.475,animal,0.475,"[0.8947, 0.5759, 0.1052, 0.1796]",True
ZJ003442,train_features/ZJ003442.jpg,S0063,1.0,0.566,animal,0.566,"[0.7489, 0.4629, 0.09375, 0.1333]",True
ZJ003443,train_features/ZJ003443.jpg,S0035,3.0,0.913,animal,0.913,"[0.1812, 0.4555, 0.3312, 0.4083]",True
ZJ003444,train_features/ZJ003444.jpg,S0170,1.0,0.0213,animal,0.0213,"[0, 0, 1.0, 0.9458]",True
ZJ003445,train_features/ZJ003445.jpg,S0156,0.0,0.141,animal,0.141,"[0, 0.007407, 1.0, 0.9611]",True
ZJ003446,train_features/ZJ003446.jpg,S0023,2.0,0.0433,animal,0.0433,"[0.7156, 0.6179, 0.2671, 0.3283]",True
ZJ003447,train_features/ZJ003447.jpg,S0096,3.0,0.756,animal,0.756,"[0.1515, 0.1888, 0.8484, 0.8083]",True
ZJ003448,train_features/ZJ003448.jpg,S0060,2.0,0.708,animal,0.708,"[0.2885, 0.5833, 0.1854, 0.1518]",True
ZJ003449,train_features/ZJ003449.jpg,S0070,1.0,0.938,animal,0.938,"[0.4249, 0.4925, 0.2552, 0.4777]",True
ZJ003450,train_features/ZJ003450.jpg,S0002,4.0,0.68,animal,0.68,"[0.2046, 0.6055, 0.075, 0.2138]",True
ZJ003451,train_features/ZJ003451.jpg,S0060,2.0,0.963,animal,0.963,"[0, 0.2444, 0.3114, 0.724]",True
ZJ003452,train_features/ZJ003452.jpg,S0062,2.0,0.901,animal,0.901,"[0.1197, 0.7629, 0.252, 0.1462]",True
ZJ003453,train_features/ZJ003453.jpg,S0027,3.0,0.881,animal,0.881,"[0, 0.002777, 0.4703, 0.9777]",True
ZJ003454,train_features/ZJ003454.jpg,S0008,4.0,0.825,animal,0.825,"[0, 0.6305, 0.2093, 0.3222]",True
ZJ003455,train_features/ZJ003455.jpg,S0186,4.0,0.603,animal,0.603,"[0.08854, 0.8481, 0.1854, 0.1222]",True
ZJ003456,train_features/ZJ003456.jpg,S0084,0.0,0.157,animal,0.157,"[0.7291, 0.4851, 0.08229, 0.2055]",True
ZJ003457,train_features/ZJ003457.jpg,S0049,3.0,0.025,animal,0.025,"[0.3921, 0.4861, 0.1781, 0.3027]",True
ZJ003458,train_features/ZJ003458.jpg,S0101,1.0,0.497,animal,0.497,"[0.2531, 0.3583, 0.3, 0.3555]",True
ZJ003459,train_features/ZJ003459.jpg,S0071,1.0,0.714,animal,0.714,"[0.3093, 0.8092, 0.0927, 0.1611]",True
ZJ003460,train_features/ZJ003460.jpg,S0060,2.0,0.927,animal,0.927,"[0.2874, 0.5351, 0.2812, 0.2574]",True
ZJ003461,train_features/ZJ003461.jpg,S0089,3.0,0.841,animal,0.841,"[0.5953, 0.7527, 0.1984, 0.2]",True
ZJ003462,train_features/ZJ003462.jpg,S0002,4.0,0.506,animal,0.506,"[0.3703, 0.6277, 0.07031, 0.1083]",True
ZJ003463,train_features/ZJ003463.jpg,S0123,0.0,0.00568,animal,0.00568,"[0.3093, 0.6972, 0.05312, 0.09444]",True
ZJ003464,train_features/ZJ003464.jpg,S0141,3.0,0.73,animal,0.73,"[0.2281, 0.594, 0.05624, 0.194]",True
ZJ003465,train_features/ZJ003465.jpg,S0036,0.0,0.276,animal,0.276,"[0.4218, 0.8555, 0.139, 0.1]",True
ZJ003466,train_features/ZJ003466.jpg,S0013,3.0,0.839,animal,0.839,"[0.1265, 0.5805, 0.1921, 0.2277]",True
ZJ003467,train_features/ZJ003467.jpg,S0036,0.0,,,,,False
ZJ003468,train_features/ZJ003468.jpg,S0081,1.0,0.648,animal,0.648,"[0.3802, 0.6259, 0.06354, 0.05]",True
ZJ003469,train_features/ZJ003469.jpg,S0080,1.0,0.0294,vehicle,0.0294,"[0, 0.7083, 1.0, 0.2833]",True
ZJ003470,train_features/ZJ003470.jpg,S0186,4.0,0.376,animal,0.376,"[0.2791, 0.5888, 0.2302, 0.3796]",True
ZJ003471,train_features/ZJ003471.jpg,S0014,4.0,0.244,animal,0.244,"[0, 0.002777, 0.9984, 0.9916]",True
ZJ003472,train_features/ZJ003472.jpg,S0070,1.0,0.923,animal,0.923,"[0.201, 0.6018, 0.1291, 0.2666]",True
ZJ003473,train_features/ZJ003473.jpg,S0120,2.0,0.609,animal,0.609,"[0.7979, 0.6037, 0.1937, 0.287]",True
ZJ003474,train_features/ZJ003474.jpg,S0070,1.0,0.895,animal,0.895,"[0.1604, 0.6703, 0.0927, 0.3]",True
ZJ003475,train_features/ZJ003475.jpg,S0009,0.0,0.0133,animal,0.0133,"[0.1937, 0.475, 0.08593, 0.125]",True
ZJ003476,train_features/ZJ003476.jpg,S0049,3.0,0.0185,animal,0.0185,"[0.5749, 0.5388, 0.07031, 0.08888]",True
ZJ003477,train_features/ZJ003477.jpg,S0089,3.0,0.0516,animal,0.0516,"[0, 0.775, 0.1187, 0.1749]",True
ZJ003478,train_features/ZJ003478.jpg,S0083,2.0,0.391,animal,0.391,"[0, 0, 0.5145, 0.9685]",True
ZJ003479,train_features/ZJ003479.jpg,S0060,2.0,0.873,animal,0.873,"[0.2906, 0.4407, 0.2114, 0.2]",True
ZJ003480,train_features/ZJ003480.jpg,S0022,0.0,0.0326,animal,0.0326,"[0, 0.6638, 0.05468, 0.1749]",True
ZJ003481,train_features/ZJ003481.jpg,S0160,0.0,,,,,False
ZJ003482,train_features/ZJ003482.jpg,S0021,2.0,0.508,animal,0.508,"[0.003124, 0.002777, 0.9953, 0.9944]",True
ZJ003483,train_features/ZJ003483.jpg,S0191,1.0,0.0255,animal,0.0255,"[0.008333, 0.04166, 0.975, 0.9125]",True
ZJ003484,train_features/ZJ003484.jpg,S0059,4.0,0.86,animal,0.86,"[0.7729, 0.5981, 0.07916, 0.1481]",True
ZJ003485,train_features/ZJ003485.jpg,S0029,4.0,0.279,person,0.279,"[0, 0.2, 1.0, 0.7685]",True
ZJ003486,train_features/ZJ003486.jpg,S0022,0.0,0.816,animal,0.816,"[0.4375, 0.5916, 0.2015, 0.3499]",True
ZJ003487,train_features/ZJ003487.jpg,S0062,2.0,0.936,animal,0.936,"[0.6416, 0.4685, 0.1885, 0.2]",True
ZJ003488,train_features/ZJ003488.jpg,S0104,1.0,0.734,animal,0.734,"[0.1796, 0.6555, 0.214, 0.2694]",True
ZJ003489,train_features/ZJ003489.jpg,S0074,0.0,0.0286,animal,0.0286,"[0.09374, 0.7805, 0.1234, 0.1472]",True
ZJ003490,train_features/ZJ003490.jpg,S0032,3.0,0.32,animal,0.32,"[0.5031, 0.7833, 0.2562, 0.2138]",True
ZJ003491,train_features/ZJ003491.jpg,S0060,2.0,0.897,animal,0.897,"[0.3489, 0.5685, 0.2802, 0.2092]",True
ZJ003492,train_features/ZJ003492.jpg,S0030,1.0,0.881,animal,0.881,"[0.5645, 0.4944, 0.4354, 0.474]",True
ZJ003493,train_features/ZJ003493.jpg,S0047,2.0,0.22,animal,0.22,"[0.9124, 0.6499, 0.04531, 0.1333]",True
ZJ003494,train_features/ZJ003494.jpg,S0014,4.0,0.906,animal,0.906,"[0.2828, 0.4972, 0.2109, 0.3277]",True
ZJ003495,train_features/ZJ003495.jpg,S0139,4.0,0.531,animal,0.531,"[0.5885, 0.8222, 0.1979, 0.1481]",True
ZJ003496,train_features/ZJ003496.jpg,S0062,2.0,,,,,False
ZJ003497,train_features/ZJ003497.jpg,S0188,3.0,0.571,animal,0.571,"[0.8111, 0.3958, 0.1694, 0.3]",True
ZJ003498,train_features/ZJ003498.jpg,S0059,4.0,0.932,animal,0.932,"[0.3343, 0.6592, 0.5197, 0.3111]",True
ZJ003499,train_features/ZJ003499.jpg,S0113,2.0,,,,,False
ZJ003500,train_features/ZJ003500.jpg,S0062,2.0,0.736,animal,0.736,"[0.6291, 0.537, 0.1708, 0.09259]",True
ZJ003501,train_features/ZJ003501.jpg,S0031,2.0,0.507,animal,0.507,"[0.05312, 0.6777, 0.1828, 0.1527]",True
ZJ003502,train_features/ZJ003502.jpg,S0174,1.0,0.334,animal,0.334,"[0.1218, 0.6055, 0.1218, 0.125]",True
